,,Mô tả khóa học,Yêu cầu,Lợi ích từ khóa học,Đối tượng mục tiêu,Chương trình giảng dạy,,
,,,,,,, Suy luận ra công thức: Các khái niệm quan trọng,1:04
,,,,,,, Suy luận ra công thức: Bài tập thực hành- mức dễ,2:14
,,,,,,, Suy luận ra công thức: Bài tập thực hành - mức trung,2:04
,,,,,,, Suy luận ra công thức: Bài tập thực hành - mức nâng cao,5:29
,,,,,,"Phần 13: số mũ và hàm số mũ - 3,33%",,
,,,,,,,Số mũ: Các khái niệm quan trọng,5:01
,,,,,,,"Số mũ: Bài tập thực hành- mức dễ
",1:49
,,,,,,,"Số mũ: Bài tập thực hành - mức trung
",3:27
,,,,,,,"Số mũ: Bài tập thực hành - mức nâng cao
",3:11
,,,,,,Phần 14: Vấn đề về từ- 3.15%,,
,,,,,,,Vấn đề về từ: Các khái niệm quan trọng,1:15
,,,,,,,Vấn đề về từ: Bài tập thực hành- mức dễ,2:21
,,,,,,,Vấn đề về từ: Bài tập thực hành - mức trung,3:22
,,,,,,,Vấn đề về từ: Bài tập thực hành - mức nâng cao,9:01
,,,,,,Phần 15: Dãy số và Tổng dãy số - 2.96%,,
,,,,,,,Dãy số và Tổng dãy số: Các khái niệm quan trọng,3:23
,,,,,,,Dãy số và Tổng dãy số: Bài tập thực hành- mức dễ,2:46
,,,,,,,Dãy số và Tổng dãy số: Bài tập thực hành - mức trung,2:42
,,,,,,,Dãy số và Tổng dãy số: Bài tập thực hành - mức nâng cao,2:48
,,,,,,Phần 16: Thế giá trị - 2.96%,,
,,,,,,,Thế giá trị: Các khái niệm quan trọng,1:07
,,,,,,,Thế giá trị: Bài tập thực hành- mức dễ,1:34
,,,,,,,Thế giá trị: Bài tập thực hành - mức trung,1:30
,,,,,,,Thế giá trị: Bài tập thực hành - mức nâng cao,2:16
,,,,,,"Phần 17: Vấn đề về không gian - 2,78%",,
,,,,,,,Các vấn đề về không gian: Các khái niệm quan trọng,1:16
,,,,,,,Các vấn đề về không gian: Bài tập thực hành- mức dễ,2:45
,,,,,,,Các vấn đề về không gian: Bài tập thực hành - mức trung,4:42
,,,,,,,Các vấn đề về không gian: Bài tập thực hành - mức nâng cao,3:13
,,,,,,"Phần 18: Hàm đa thức, Hàm lồng ghép, và Hệ thống phương trình- 2,78%",,
,,,,,,,Hàm đa thức: Các khái niệm quan trọng,8:04
,,,,,,,Hàm đa thức: Bài tập thực hành- mức dễ,1:47
,,,,,,,Hàm đa thức: Bài tập thực hành - mức trung,4:29
,,,,,,,Hàm đa thức: Bài tập thực hành - mức nâng cao,4:38
,,,,,,Phần 19: tứ giác - 2.22%,,
,,,,,,,"Tứ giác: Các khái niệm quan trọng
",3:18
,,,,,,,"Tứ giác: Bài tập thực hành- mức dễ
",2:16
,,,,,,,"Tứ giác: Bài tập thực hành - mức trung
",2:57
,,,,,,,"Tứ giác: Bài tập thực hành - mức nâng cao
",3:22
,,,,,,Phần 20: Trục số và trục,,
,,,,,,,Trục số: Các khái niệm quan trọng,3:06
,,,,,,,Trục số: Bài tập thực hành- mức dễ,2:39
,,,,,,,Trục số: Bài tập thực hành - mức trung,2:27
,,,,,,,Trục số: Bài tập thực hành - mức nâng cao,2:48
,,,,,,"Phần 21: Các phép toán mới - 1,85%",,
,,,,,,,Các phép toán mới: Các khái niệm quan trọng,1:53
,,,,,,,Các phép toán mới: Bài tập thực hành- mức dễ,2:03
,,,,,,,Các phép toán mới: Bài tập thực hành - mức trung,4:04
,,,,,,,Các phép toán mới: Bài tập thực hành - mức nâng cao,3:06
,,,,,,"Phần 22: Phương trình bậc hai - 1,67%",,
,,,,,,,Phương trình bậc hai: Các khái niệm quan trọng,8:05
,,,,,,,Phương trình bậc hai: Bài tập thực hành- mức dễ,2:32
,,,,,,,Phương trình bậc hai: Bài tập thực hành - mức trung,5:24
,,,,,,,Phương trình bậc hai: Bài tập thực hành - Hard,5:07
,,,,,,Phần 23: Hai hoặc nhiều đối tượng với các giá trị liên quan - 1.67%,,
,,,,,,,Hai hay nhiều đối tượng: Các khái niệm quan trọng,1:22
,,,,,,,Hai hay nhiều đối tượng: Bài tập thực hành- mức dễ,2:57
,,,,,,,Hai hay nhiều đối tượng: Bài tập thực hành - mức trung,3:28
,,,,,,,Hai hay nhiều đối tượng: Bài tập thực hành - mức nâng cao,3:55
,,,,,,"Phần 24: I, II, III hoặc - 1,67%",,
,,,,,,,"I, II, III hay: Các khái niệm quan trọng",2:10
,,,,,,,"I, II, III hay: Bài tập thực hành- mức dễ",2:51
,,,,,,,"I, II, hay III Bài tập thực hành - mức trung",3:09
,,,,,,,"I, II, III hay: Bài tập thực hành - mức nâng cao",3:59
,,,,,,Phần 25: Bất đẳng thức - 1.11%,,
,,,,,,,"Bất đẳng thức: Các khái niệm quan trọng
",2:01
,,,,,,,"
Bất đẳng thức: Bài tập thực hành- mức dễ",2:31
,,,,,,,"Bất đẳng thức: Bài tập thực hành - mức trung

Bất đẳng thức: Bài tập thực hành - mức nâng cao",3:03
,,,,,,,,3:15
,,,,,,Phần 26: Bài tập về Giá trị tuyệt đối - 1.11%,,
,,,,,,,"Giá trị tuyệt đối: Các khái niệm quan trọng

",4:17
,,,,,,,Giá trị tuyệt đối: Bài tập thực hành- mức dễ,3:07
,,,,,,,"Giá trị tuyệt đối: Bài tập thực hành - mức trung

",3:24
,,,,,,,Giá trị tuyệt đối: Bài tập thực hành - mức nâng cao,1:49
,,,,,,"Phần 27: Thừa số và Bội - 0,93%",,
,,,,,,,Thừa số và Bội: Các khái niệm quan trọng,5:15
,,,,,,,Thừa số và Bội: Bài tập thực hành- mức dễ,2:03
,,,,,,,Thừa số và Bội: Bài tập thực hành - mức trung,2:07
,,,,,,,Thừa số và Bội: Bài tập thực hành - mức nâng cao,3:43
,,,,,,"Phần 28: Số học - 0,93%",,
,,,,,,,Số học: Các khái niệm quan trọng,0:46
,,,,,,,Số học: Bài tập thực hành- mức dễ,1:16
,,,,,,,Số học: Bài tập thực hành - mức trung,1:39
,,,,,,"Phần 29: Căn - 0,74%",,
,,,,,,,"Căn: Các khái niệm quan trọng
",2:16
,,,,,,,"Căn: Bài tập thực hành- mức dễ
",1:22
,,,,,,,"Căn: Bài tập thực hành - mức trung
",3:14
,,,,,,,Căn: Bài tập thực hành - mức nâng cao,3:35
,,,,,,Phần 30: Đa giác - 0.56%,,
,,,,,,,"Đa giác: Các khái niệm quan trọng
",2:34
,,,,,,,"Đa giác: Bài tập thực hành- mức dễ
",2:58
,,,,,,,"Đa giác: Bài tập thực hành - mức trung
",2:44
,,,,,,,"Đa giác: Bài tập thực hành - mức nâng cao
",3:01
,,,,,,Phần 31: Những trò chơi dựa trên Logic- 0.37%,,
,,,,,,,Những trò chơi dựa trên Logic: Các khái niệm quan trọng,3:19
,,,,,,,Những trò chơi dựa trên Logic: Bài tập thực hành- mức dễ,3:05
,,,,,,,Những trò chơi dựa trên Logic: Bài tập thực hành - mức trung bình,4:25
