,,Mô tả khóa học,Yêu cầu,Lợi ích từ khóa học,Đối tượng mục tiêu,Chương trình giảng dạy,,
,,,,,,,SideBYSide: cái nhìn bên trong về phỏng vấn thị trường mục tiêu,4:02
,,,,,,,SideBYSide: một cách nhanh chóng truy cập dữ liệu Nhân khẩu học thống kê.,4:25
,,,,,,,"Góc nhìn Eazl: Michele Chaboudy, nhà đầu tư thiên thần và hỗ trợ về tính phù hợp giữa Sản phẩm/Thị trường",11:17
,,,,,,,Tư duy của nhà marketing phát triển,3 câu hỏi
,,,,,,,Bạn đã nhận được ngôi sao thông thái!,Văn bản
,,,,,,,Tiếp cận nhóm marketing tư nhân đầu não,Văn bản
,,,,,,"Phần 3: Phân tích chỉ số: thí nghiệm, học, thích nghi và lặp lại ",,
,,,,,,,Giới thiệu về phần 3,1:00
,,,,,,,Động thái tinh gọn trong khởi nghiệp là gì?,2:17
,,,,,,,Học qua hành động: Phần kiểm tra chỉ số tinh gọn cao nhất,Văn bản
,,,,,,,Học khi nào và cách nào để sử dụng dữ liệu tăng trưởng,3:05
,,,,,,,Ma trận nào cần được bạn chú ý,2:47
,,,,,,,Cách sử dụng phép thử A/B bằng tay và tự động,2:18
,,,,,,,SideBYSide: phép thử A/B bất thường và tự động,9:40
,,,,,,,Góc nhìn EazlView: Brian Taylor từ Rackspace nói về tối ưu hóa và UX (trải nghiệm khách hàng),22:40
,,,,,,,Sử dụng phân tích chỉ số,3 câu hỏi
,,,,,,,Bạn đã đạt được ngôi sao thích nghi!,Văn bản
,,,,,,Phần 4: Học cách phân tích lượng truy cập web và hành vi người dùng,,
,,,,,,,Giới thiệu về phần 4,1:12
,,,,,,,Cách tính lượng truy cập và người dùng sử dụng lại,1:33
,,,,,,,Học qua hành động: tìm và đánh dấu mốc tỉ lệ rời trang (bounce rate) của bạn,Văn bản
,,,,,,,Cách đo mức độ gắn kết và hành động của người dùng,1:47
,,,,,,,Nguồn/Trung gian: lượng truy cập chất lượng đến từ đâu?,2:18
,,,,,,,SideBYSide: chuyến đi ngắn qua trang phân tích google,6:33
,,,,,,,SideBYSide: 4 cách cải thiện tài khoản phân tích của bạn,4:46
,,,,,,,SideBYSide: cách thiết lập mục tiêu qua trang phân tích google,3:51
,,,,,,,SideBYSide: tạo bảng đo đạc thông số riêng,5:44
,,,,,,,SideBYSide: chức năng cảnh báo và hợp tác,3:40
,,,,,,,Danh mục phân tích của google,2 trang
,,,,,,,Góc nhìn Eazi: Reva Minkoff đến từ Digital4Startups nói về phân tích google,32:06:00
,,,,,,,Trang web và ma trận di động với phân tích google,3 câu hỏi
,,,,,,,Bạn đã nhận được ngôi sao quan sát!,Văn bản
,,,,,,Phần 5: Học cách thiết kế phễu chuyển hóa sang bán hàng hiệu quả,,
,,,,,,,Giới thiệu về chương 5,1:07
,,,,,,,Quá trình chuyển hóa số: tạo gắn kết rồi bán,2:29
,,,,,,,SIdeBYSide: cách xây dựng một phễu kiểm soát được qua phân tích Google,7:10
,,,,,,,SideBYSide: Tổng quan về phễu số,2:03
,,,,,,,Học qua hành động: Nhìn bản thân trong phễu số,Văn bản
,,,,,,,5 cách tăng tỉ lệ chuyển đổi,3:15
,,,,,,,Cách xây dựng một trải nghiệm người dùng tuyệt vời,2:17
,,,,,,,Cách thiết kế một landing page tuyệt đỉnh,2:42
,,,,,,,CrowdSpaces: tiếp thị số bằng cách đi theo nhà lãnh đạo,Text
,,,,,,,SideBYSide: cách sử dụng điểm đầu của tỉ lệ chuyển đổi,4:47
,,,,,,,Bạn đã kiếm được ngôi sao tìm kiếm!,Văn bản
,,,,,,"Phần 6: LTV, CAC và lợi nhuận từ tiếp thị phát triển",,
,,,,,,,Giới thiệu về phần 6,1:25
,,,,,,,Học cách ước lượng LTV và CAC,3:21
,,,,,,,SideBYSide: ước lượng và sử dụng LTV cùng CAC,6:58
,,,,,,,Học qua hành động: dự đoán cá tính mục tiêu qua LTV,Văn bản
,,,,,,,Cách tiếp thị tăng trưởng lợi nhuận,3:11
,,,,,,,Hướng dẫn của Eazl cho người dùng LTV cao cấp,4 trang
,,,,,,,Case study: khi công ty Groupon gửi cho bạn bọn keo kiệt,Văn bản
,,,,,,,Giá trị của khách hàng suốt đời và chi phí thu nạp khách hàng,3 câu hỏi
,,,,,,,Bạn đã đạt được ngôi sao mặt trời!,Văn bản
,,,,,,Phần 7: Học cách kiếm ROI từ phương tiện truyền thông đại chúng xã hội,,
,,,,,,,Giới thiệu về phần 7,1:33
,,,,,,,Học cách nghĩ ngược,2:32
,,,,,,,Tiếp thị phát triển nổi tiếng: sự xuất hiện chấn động của Instagram,2 trang
,,,,,,,5 cách trở nên tốt hơn qua phương tiện truyền thông đại chúng,2:55
,,,,,,,Học cách tăng cường sức mạnh từ những người ủng hộ lớn nhất,3:14
,,,,,,,Học 4 cách đo lường đầy ý nghĩa về truyền thông đại chúng,2:34
,,,,,,,SideBYSide: ưu thế của người lập kế hoạch marketing trên mạng xã hội,5:32
,,,,,,,Học qua hành động: thiết lập tài khoản BufferApp của bạn,Văn bản
,,,,,,,Cách sử dụng tìm kiếm UTM để tối ưu hóa Socal,2:51
,,,,,,,SIdeBYSide: phân tích tài nguyên qua công cụ tìm kiếm UTM,3:19
,,,,,,,Chúng ta học được gì từ tiếp thị phát triển Instagram,3 câu hỏi
,,,,,,,Bạn đã đạt được ngôi sao xã hội!,Văn bản
,,,,,,"Phần 8: Cách trở nên lan truyền: người có ảnh hưởng, PR và phễu truyền thông",,
,,,,,,,Giới thiệu về phần 8,1:19
,,,,,,,Lan truyền toán và bộ tên lửa gắn sau lưng,2:59
,,,,,,,Học qua hành động: ước lượng hệ số tương quan của một bài đăng,Văn bản
,,,,,,,Tiếp thị phát triển nổi tiếng: chiến thắng của sự lan truyền bánh cronut,2 trang
,,,,,,,Cách làm việc với nhà báo và phương tiện truyền thông,3:06
,,,,,,,SideBYSide: cách tìm nhà báo phù hợp cho câu chuyện của bạn,4:00
,,,,,,,Góc nhìn Eazl: Joi Schoffler,17:20
,,,,,,,SideBYSide: sử dụng danh mục nhanh để PR nhanh,3:57
,,,,,,,Thuật toán lan truyền và quan hệ công chúng,3 câu hỏi
,,,,,,,Bạn đã đạt được ngôi sao lửa!,Văn bản
,,,,,,,Phần 9: Để được tìm thấy: tìm kiếm từ khóa và chiến thắng dễ dàng cho SEO,
,,,,,,,Giới thiệu phần 9,2:10
,,,,,,,Học cách trở nên dễ được tìm thấy với SEO,3:35
,,,,,,,Học qua hành động: sử dụng xu hướng Google để tìm kiếm cơ hội với từ khóa,Văn bản
,,,,,,,SideBYside: cách tối ưu hóa dễ dàng tìm kiếm HTML,3:07
,,,,,,,5 điểm trong danh sách của SEO về marketing trực tuyến,3:09
,,,,,,,Trang web SEO và tìm kiếm nội dung,3 câu hỏi
,,,,,,,Tiếp thị phát triển nổi tiếng: hãng AIRBNB và chiến lược 2 trang báo trích dẫn tờ Post,2 trang
,,,,,,,Chúng ta học được gì từ vụ tiếp thị Airbnb trên?,2 câu hỏi
,,,,,,,Bạn đã đạt được ngôi sao khám phá!,Văn bản
,,,,,,Phần 10: học cách kể chuyện hấp dẫn với nội dung của bạn,,
,,,,,,,Giới thiệu về phần 10,1:40
,,,,,,,Học cách viết khôn ngoan và đáng tin cậy,2:51
,,,,,,,Nhu cầu không hữu hình và cảm xúc đi kèm,1 trang
,,,,,,,Học qua hành động: làm cho ấn bản này thành chuẩn mực.,Văn bản
,,,,,,,5 cách kể câu chuyện hay hơn,2:17
,,,,,,,Tiếp thị phát triển nổi tiếng: Mint.com và phần nền đầy nội dung bổ ích,1 trang
,,,,,,,Chúng ta học được gì từ sự kiện tiếp thị mint.com?,2 câu hỏi
,,,,,,,Học cách sử dụng quy trình nội dung LITE,2:23
,,,,,,,"Viết quảng cáo, kể chuyện và chiến thuật nội dung",3 câu hỏi
,,,,,,,Bạn đã đạt được ngôi sao kể chuyện!,Văn bản
,,,,,,Phần 11: cách kiếm được nhiều nhất từ tiếp thị email,,
,,,,,,,Giới thiệu về phần 11,1:30
,,,,,,,Học những điều căn bản về tiếp thị email,3:22
,,,,,,,Học qua hành động: thủ thuật đơn giản để viết và thúc đẩy khách hàng hành động?,Văn bản
,,,,,,,SideBYSide: chức năng quan trọng của nền tảng email của bạn,3:39
,,,,,,,Tiếp thị phát triển nổi tiếng: 2 trang báo trích dẫn về thư tình Hotmail,1 trang
,,,,,,,6 cách tiếp thi tăng trưởng số lượng email của bạn nhanh,3:02
,,,,,,,3 cách tăng trưởng qua tiếp thị email,3:15
,,,,,,,SideBYSide: cách thiết lập một mảng email riêng biệt,4:13
,,,,,,,SideBYSide: cách chèn chức năng email tự động,7:31
,,,,,,,SideBYSide: thiết lập chiến dịch email tự động lớn,5:01
,,,,,,,Góc nhìn Eazl: James Kenler từ carreerbuilder.com về hệ thống phễu và tiếp thị tự động,22:39
,,,,,,,Những chiến lược Marketing qua Email.,3 câu hỏi
,,,,,,Phần 12: ,,
,,,,,,,"TÌm kiếm, hiển thị, và quảng cáo remarketing",3 câu hỏi
