,,Mô tả khóa học,Yêu cầu,Lợi ích từ khóa học,Đối tượng mục tiêu,Chương trình giảng dạy,,
,,,,,,,giữ website của bạn luôn tốt với 1 vài thủ thuật nhỏ,Text
,,,,,,,Cookies cho website nhưng tốt hơn,5:15
,,,,,,,Điều này sẽ làm giảm đáng kể thời gian tải trạng của bạn,1:39
,,,,,,,làm sao để nhanh nhất nđể tải trang nhanh hơn,4:21
,,,,,,,làm sạch và nhanh trang web chỉ trognn 3 phút,2:54
,,,,,,,Thứ mà bạn mất nhiều thời gian để tải nhất,2:39
,,,,,,Phần 4: giao diện thân thiện với mobile của website,,
,,,,,,,điện thoại thông minh sử dụng internet: làm sao để tối ưu website của bạn thân thiện hơn với thiết bị di động,2:51
,,,,,,,làm sao để giảm đối đa thời gian tải trang trên mobile,1:52
,,,,,,,cách tốt nhất để làm cho website của bạn nhìn tốt hơn với smartphone. Có một bản xem thử,5:51
,,,,,,,giao diện làm cho web thân thiện hơn với mobiel,Text
,,,,,,,danh sách đo tốc độ trên trang,2 trang
,,,,,,,Phần 5: dữ liệu và phân tích,
,,,,,,,dảm bảo google tìm được trang của bạn,4:52
,,,,,,,thiết lập phân tích và liên kết nó với công cụ webmaster để có thêm dữ liệu,5:51
,,,,,,,coông cụ SEO miễn phí trên Bing: thêm 30% kết quả tìm kiếm,3:29
,,,,,,Phần 6: tối ưu trang hiển thị,,
,,,,,,,Matt Cutts trên Hyphens và Underscore,Văn bản
,,,,,,,"Dấu gạch gang trên phần ""Mặc định"" thực hiện tất cả",0:17
,,,,,,,15 điều bạn cần bổ sung trong tất cả các Phần viết của mình để khiến nó trở thành trang kết quả đầu tiên trên Google,8:26
,,,,,,,Chiến lược hiếm có để khiến ti lệ truy cập đạt tối đa.,3:35
,,,,,,,Bí mật về cách giật tít mới của Google và làm sao để có thể dễ dàng xuất hiện trong tìm kiếm hiình ảnh,3:26
,,,,,,,Làm thế nào làm cho Google và khách truy cập của web thích thú: Canonicals  và 301s,3:13
,,,,,,,Matt Cutts trong những nội dung trùng lập,Text
,,,,,,,Làm sao tránh được sự trùng lặp về nội dung và 404s: bản xem trước,2:27
,,,,,,,4 kiểu cài đặt Phần viết và cách chúng ảnh hưởng đến SEO,2:27
,,,,,,,Làm thế nào để điều chỉnh Phần viết của bạn tùy theo Google và người đọc,3:23
,,,,,,,Tăng lượng thời gian khách hàng ở lại website và vị trí xếp hạng,4:27
,,,,,,,Một cách dễ dàng để tăng thời gian ở lại trên trang và cung cấp thêm tài nguyên cho độc giả của bạn,4:09
,,,,,,,2 Cách để kiểm tra liên kết và Cải thiện xếp hạng Google của bạn,2:58
,,,,,,,3 chương trình để nhanh chóng kiếm soát trang web của bạn và cải thiện trải nghiệm của khách ,4:28
,,,,,,,danh sách phân tích trang web ,2 trang
,,,,,,Phần 7: Các từ khóa,,
,,,,,,,Giới thiệu các lập kế hoạch từ khóa và tạo nội dung,4:26
,,,,,,,cách đơn giản để bắt đầu tìm hiểu về từ khóa,2:39
,,,,,,,3 website miễn phí có thể tạo ra 1000 ý tưởng về từ khóa cho bạn,4:22
,,,,,,,"Từ khóa, quy tắc tìm kiếm và từ đồng nghĩa",2:17
,,,,,,,3 cách để ngay lập tức tìm được từ khóa tốt và gợi ý ý tưởng Phần viết,3:19
,,,,,,,Học cách sử dụng google keyword Planner,4:18
,,,,,,,bạn đã biết về Bing keyword Planner? ,1:20
,,,,,,,Từ khóa đúng cho trang và Phần viết của bạn bằng video,3:31
,,,,,,,Chương trình miễn phí để tìm ra tất cả ý tưởng Phần viết,2:58
,,,,,,,Tìm hiểu từ khóa tìm kiếm và trang nào khách hàng muốn trên web của bạn,3:38
,,,,,,,Làm sao để từ vị trí thứ 2 hoặc 3 lên vị trí thứ nhất,2:59
,,,,,,Phần 8: Từ khóa có đuôi dài,,
,,,,,,,Làm thế nào mà các từ khóa có lượng tìm kiếm thấp có thể kiếm tiền cho bạn,3:14
,,,,,,,Chương trình tốt nhất để tìm hiểu về từ khóa dài,Văn bản
,,,,,,,cách đơn giản nhất để xếp hạng cho sự chuyển đổi người dùng và từ khóa dài,6:01
,,,,,,,4 chương trình sẽ xuất hiện với ý tưởng Phần viết,6:04
,,,,,,Phần 9: Kiểm tra xếp hạng và tối ưu ý tưởng Phần viết,,
,,,,,,,Làm sao để kiểm tra xếp hạng so sánh từ khóa ở bất cứ nơi đâu trên thế giới,4:00
,,,,,,,Đạt được số lượng tìm kiếm hơn 1000 từ khóa trong 2 phút,3:20
,,,,,,,Khiến khách của bạn trở nên trung thành: nghệ thuật của SEO,4:54
,,,,,,,Danh sách kiểm tra phân tích từ khóa,2 slides
,,,,,,Phần 10: backlinks,,
,,,,,,,Cơ hội xây dựng đường dẫn: giới thiệu,5:32
,,,,,,,Xây đường dẫn mới: khôgn còn xếp hạng trang,6:16
,,,,,,Phần 11: SEO backlinks ,,
,,,,,,,Làm sao để lên trang 1 bằng so sánh từ khóa,7:21
,,,,,,,,2:39
,,,,,,,"Bí mật để dấn links trong NY times, Associated Press và USA today.",5:22
,,,,,,,Cách khác để tạo link có giá trị từ tên miền mới,4:46
,,,,,,,Tạo links gốc có tác động lớn đến tìm kiếm của google,6:40
,,,,,,Phần 12: Tìm hiểu thêm về backlinks.,,
,,,,,,,Thanh công cụ hữu ích với nhiều tính năng về SEO và xây dựng liên kết.,2:04
,,,,,,,Làm cho ai đó trở nên tốt và tạo ra đường dẫn chỉ mất vài phút,2:34
,,,,,,,Để mọi người quảng bá thương hiệu và xây dựng links cho bạn cùng lúc,2:29
,,,,,,,Tạo đường dẫn trong khi phát triển web với dịch vụ miến phí,3:04
,,,,,,,1 dịch vụ thăm dò đường dẫn tuyệt vời,3:44
,,,,,,,Quyền lực của blogger,5:21
,,,,,,,Thư mục hợp pháp và đáng tin cậy cho bất kỳ website nào,3:34
,,,,,,,Một cách để nhận được nhiều Links ,2:14
,,,,,,,Hơn 240 backlinks tốt cho website,4:00
,,,,,,,mở rộng cho việc tìm site cho bán hàn với rất nhiều backlinks,Văn bản
,,,,,,,Nếu bạn làm đúng nó sẽ mang đến cực nhiều trafffic cho web của bạn,2:10
,,,,,,,14000 lượt chia sẻ trung bình: hầu hết là share vì nội dung,5:40
,,,,,,,3 cách để tìm cơ hội dẫn link ngay lập tức,3:59
,,,,,,,Làm sao để mang link về bất kể ai đó ăn cắp nội dung của bạn,3:08
,,,,,,,Làm sao để bảo vệ trước sự tấn công của SEO và backlinks xấu,3:24
,,,,,,,Danh sách kiểm tra xây dựng đường dẫn,2 trang
,,,,,,Phần 13: Phương tiện truyền thông,,
,,,,,,,Tại sao chỉ 4 nền tảng phương tiện truyền thông là đủ cho SEO,1:05
,,,,,,Phần 14: Làm sao để viral trong 3 bước,,
,,,,,,,Cài plugin và tăng gấp đôi lượt share,1:54
,,,,,,,Cài plugin và tăng gấp ba lượt share,5:03
,,,,,,,"Sau đó làm viral: sạch, sạch nữa và lặp lại nhiều lần",5:50
,,,,,,Phần 15: Google+,,
,,,,,,,Hầu hết nền tảng mạng xã hội quan trọng dành cho việc SEO,3:14
,,,,,,,Đặt vị trí doanh nghiệp bạn lên bản đồ và làm chủ kết quả tìm kiếm,2:45
,,,,,,,Làm sao để đẩy kết quả tìm kiếm lên trang nhất mọi lúc,1:30
,,,,,,,Tăng 40% lượt truy cập vào links,3:45
,,,,,,,Danh sách kiểm tra Google+,1 trang
,,,,,,Phần 16: Facbebook,,
,,,,,,,Tăng like và share quá đơn giản,3:49
,,,,,,,Phần viết của bạn chắc chắn phải có những gì để luôn được share,2:48
,,,,,,,Hướng dẫn của Michael để kiếm lượt truy cập FP,Văn bản
,,,,,,,Tối ưu hình ảnh cho những lượt truy cập,1:41
,,,,,,,Thống kê và dữ liệu ,2:11
,,,,,,,Checklist Facebook,2 trang
,,,,,,Phần 17: Pinterest,,
,,,,,,,3 cách để tăng repins,4:13
,,,,,,,Làm sao pinterest có thể kiếm tiền nhiều hơn nền tảng MXH khác,3:08
,,,,,,,"Thống kê và dữ liệu những thứ được ""Ghim"" nhiều nhất",2:53
,,,,,,,Một lựa chọn cho hình ảnh cài thêm vào,1:59
,,,,,,,Danh sách kiểm tra Pinterest ,2 trang
,,,,,,Phần 18: Twitter,,
,,,,,,,Làm sao để đạt được following trên twitter dễ dàng,3:44
,,,,,,,Quản lý các follower để retweets tối đa,3:02
