,,Mô tả khóa học,Yêu cầu,Lợi ích từ khóa học,Đối tượng mục tiêu,Chương trình giảng dạy,,
,,,,,,,"Tạo thông tin cá nhân, hay là ảnh đại diện, cho sự đồng bộ, mục tiêu giọng nói",2:20
,,,,,,,Tiêu đề. 11 cách để tạo ra những tiêu đề ấn tượng - nhanh,9:44
,,,,,,,Kêu gọi hành động,6:46
,,,,,,,Bảng chú giải thuật ngữ,5 trang
,,,,,,"Phần 4: Đặc điểm, lợi ích và lợi thế - Phần mà mọi người thường sai",,
,,,,,,,"Đặc điểm, lợi ích và lợi thế",7:09
,,,,,,Phần 5: Cách hiệu quả nhất để sắp xếp Phần viết bán hàng của bạn.,,
,,,,,,,"Làm quen với công thức AIDA (Chú ý, thích thú, mong muốn, hành động) (và sẵn sàng để tìm hiểu nó)",5:59
,,,,,,,"Phần viết quảng cáo bán hàng cho mô hình Doanh nghiệp với Khách hàng (B2C), mô hình AIDA trong thực tiễn",4:32
,,,,,,,"Phần viết quảng cáo cho mô hình Kinh doanh thương mại điện tử B2B, có ví dụ",9:10
,,,,,,,"BÀI TẬP - cơ hội của bạn để thử mô hình AIDA, viết Phần e-Shot",3:01
,,,,,,,Phần viết sử dụng AIDA của tôi,4:28
,,,,,,,Nâng cao AIDA,4:08
,,,,,,Phần 6: Viết Phần quảng cáo - làm thế nào để viết một Phần Thông cáo Báo chí và cho đăng tải.,,
,,,,,,,Thông cáo Báo chí của Pseudo,4:07
,,,,,,,Thông cáo Báo chí của Anatomy,9:43
,,,,,,,Tập san trực tuyến,2:16
,,,,,,,Làm thế nào để tìm kiếm những tạp chí và cổng thông tin thương mại sẽ đăng tải trong tương lai,6:05
,,,,,,,Làm thế nào để tìm các bloggers và nhà báo trong lĩnh vực mà bạn quan tâm,6:40
,,,,,,,"Vượt lên trên chính bạn - với ""Phòng nhà báo""",3:30
,,,,,,,9 thủ thuật viết Phần quảng cáo để tiếp cận với truyền thông,9:59
,,,,,,Phần 7: Các nghiên cứu trường hợp; mọi thứ bạn cần để biết,,
,,,,,,,Làm thế nào để tối đa hóa ẢNH HƯỚNG của một nghiên cứu tình huống - Thấy-và-cảm nhận,7:08
,,,,,,,Làm thế nào để CẤU TRÚC một nghiên cứu trường hợp theo cách ĐƠN GIẢN,5:05
,,,,,,,Thực tiễn của việc thực hiện một công việc làm một nghiên cứu trường hợp  ,5:11
,,,,,,Phần 8: Viết cho video,,
,,,,,,,Tất cả bào gồm những gì?,3:36
,,,,,,,Viết kịch bản,9:14
,,,,,,,Autocue MIỄN PHÍ của bạn và làm thế nào để dùng nó,5:50
,,,,,,Phần 9: bí mật được giữ kín nhất của tiếp thị,,
,,,,,,,Bản báo cáo nghiên cứu chuyên sâu là gì? (cách hiệu quả nhất để tạo doanh thu trong lĩnh vực kinh doanh thương mại điện tử),3:00
,,,,,,,Quản lý thông tin khách hàng - Sự thật,3:52
,,,,,,,Các báo cáo nghiên cứu chuyên sâu trông như thế nào?,2:00
,,,,,,Phần 10: Mẫu và những links hữu ích,,
,,,,,,,30 Mẫu,4 trang
