,,Mô tả khóa học,Yêu cầu,Lợi ích từ khóa học,Đối tượng mục tiêu,Chương trình giảng dạy,,
,,,,,,,Định dạng cho Kindle: Các kỹ thuật tốt nhất và Các lỗi cần tránh,12:35
,,,,,,,Chọn một nhan đề đi vào lòng người (với sự trợ giúp của dữ liệu từ khoá),7:18
,,,,,,,Tạo nên một trang bìa bắt mắt: Ấn tượng đầu tiền vô cùng quan trọng,10:55
,,,,,,,"Đăng tải ""Hình ảnh khách hàng"" của riêng bạn.",1:13
,,,,,,Phần 2: Sẵn sàng: Đăng tải cuốn sách của bạn lên Amazon,,
,,,,,,,Giới thiệu cho sản phẩm đăng tải trên Amazon,0:27
,,,,,,,Ưu và nhược điểm của lựa chọn KDP: Độc quyền có mặt tích của nó,6:34
,,,,,,,Mô tả sách của bạn: Người bán hàng thầm lặng bị bỏ qua,7:23
,,,,,,,Lựa chọn thể loại và từ khoá của bạn để có được sự bày bán và ảnh hưởng lớn nhất,7:25
,,,,,,,"Định giá sách Kindle của bạn cho doanh thu bán hàng, lợi nhuận và giá trị nhận thức",5:24
,,,,,,,Trung tâm tác giả Amazn: Trang hàng bán miễn phí của bạn mà nhiều tác giả bỏ qua,2:51
,,,,,,,Tạo nên bản bìa mềm để trông bạn giống như một tác giả chuyên nghiệp,4:57
,,,,,,,Sẵn sàng để xuất bản!,1:55
,,,,,,Phần 3: Bay lên: Thiết kế việc phát hành,,
,,,,,,,Sẵn sàng để cất cánh? Giới thiệu về giai đoạn ra mắt,1:24
,,,,,,,Một việc bạn phải làm trong khi ra mắt sách,1:32
,,,,,,,Thu nhận nhưng đánh giá tiền khai trương: Một yếu tố chứng nhận xã hội quan trọng,10:04
,,,,,,,Một buổi ra mắt miễn phí hay tính phí? Tại sao các tác giả vô danh nên cân nhắc một chiến dịch quảng bá miễn phí,4:49
,,,,,,,Các trang quảng bá miễn phí và các nhóm Facebook: Quăng một mẻ lưới lớn,1:29
,,,,,,,Truyền trông qua Email phần 1: Gmail và Steak - Tiếp cận cộng đồng cá nhân,7:15
,,,,,,,Truyền thông qua Email phần 2: LinkedIn - Truyền thông tới các mối quan hệ của bạn,2:44
,,,,,,,Các trang miễn phí: Những kho tải miễn phí,5:10
,,,,,,,Những nền tảng của bạn: các thủ thuật về email và trang web,3:34
,,,,,,,Phương tiện truyền thông: Suy nghĩ vươn ra khỏi mạng lưới của bạn,11:41
,,,,,,,Sử dụng các phương tiện và tiếp cận đối tượng độc giả khác để mở rộng tầm ảnh hưởng,6:29
,,,,,,,Biến các email đến thành vũ khí thị trường,2 trang
,,,,,,,Sự chuyển biến quan trọng từ Miễn phí đến Tính phí,4:23
,,,,,,,"Tặng kèm: Ra mắt với 20,000 Bản Kindle tải về",38 trang
,,,,,,,Bước tiếp theo là gì? Giai đoạn hậu khai trương,2:45
