,,Mô tả khóa học,Yêu cầu,Lợi ích từ khóa học,Đối tượng mục tiêu,Chương trình giảng dạy,,
,,,,,,,Chương 10 : Các câu luyện phần đọc có hướng dẫn,4:59
,,,,,,"Phần 12 : Chương 11 : Đại từ chỉ thị và các đuôi chia theo Is : idem, eadem",,
,,,,,,,Bài 1 : Các đại từ chỉ thị,41:09:00
,,,,,,,Bài 2 : Phần ôn tập,2 trang
,,,,,,,Bài 3 : Phần từ vựng,3 trang
,,,,,,,Chương 11 : Thảo luận có hướng dẫn,52:00:00
,,,,,,,Chương 11 : Các câu tự luyện phần đọc có hướng dẫn,5:05
,,,,,,Phần 13 : Chương 12 : Hệ hoàn thành ( Chủ động),,
,,,,,,,Bài 1 : Hệ hoàn thành chủ động,43:58:00
,,,,,,,"Bài 2 : Động từ khiếm khuyết
Xem trước",6:56
,,,,,,,Bài 3 : Trang ôn tập, 4 trang
,,,,,,,Bài 4 : Trang từ vựng,3 trang
,,,,,,,Bài 5 : Trang tóm tắt để tải,3 trang
,,,,,,,Chương 12 : Thảo luận có hướng dẫn,30:03:00
,,,,,,,Chương 12 : Các câu tự luyện phần đọc có hướng dẫn,8:25
,,,,,,Phần 14 : Chương 13 : Đại từ vô định và tính từ sở hữu,,
,,,,,,,Bài 1 : Đại từ và tính từ sở hữu vô định,27:41:00
,,,,,,,Bài 2 : Trang ôn tập ,5 trang
,,,,,,,Bài 3 : Trang từ vựng,3 trang
,,,,,,,Chương 13 : Thảo luận có hướng dẫn,12:51
,,,,,,,Chương 14 : Luyện đọc các câu có hướng dẫn,5:21
,,,,,,"Phần 15 : Chươn 14 : Danh từ gốc -i ngôi thứ 3, Các nghĩa và hình thái của Văn biểu Latin",,
,,,,,,,Bài 1 : Gốc ngôi số 3 và Các văn biểu,22:53
,,,,,,,Bài 2 : Trang ôn tập,2 trang
,,,,,,,Bài 3 : Trang từ vựng,3 trang
,,,,,,,Chương 14 : Tự thảo luạn có hướng dẫn,21:59
,,,,,,,Chương 14 : Các câu tự đọc có hướng dẫn,3:42
,,,,,,"Phần 16 : Số thứ tự và số đếm , Sở hữu cách, văn biểu latin",,
,,,,,,,"Bài 1 : Số đếm 
Xem trước",28:29:00
,,,,,,,Bài 2 : Trang ôn tập,6 trang
,,,,,,,Bài 3 : Trang từ vựng,3 trang
,,,,,,,Chương 15 : Tự thảo luận có hướng dẫn,8:31
,,,,,,,Chương 15 : Các câu luyện tập có hướng dẫn cho phần Đọc,5:52
,,,,,,Phần 17 : Tổng kết khóa học và Ôn tập,,
,,,,,,,"Ôn tập gì và Ôn tập như thế nào
Xem trước",5:54
,,,,,,,Các chương 1-15 : Sách giáo trình,52 trang
,,,,,,,Thi hết khóa!,8 trang 
