,,,,,,,,
,,,,,,,Giới thiệu về hình ảnh sửa chữa,06:08
,,,,,,,"Kiểm tra cho bụi, vết bẩn, vết xước",02:15
,,,,,,,Chỉnh sáng và điều chỉnh Levels,02:21
,,,,,,,Điều chỉnh Curves để cải thiện ánh sáng,02:23
,,,,,,,Sửa Cân bằng trắng,06:14
,,,,,,,Làm nét hình ảnh Chân dung,03:45
,,,,,,,Sửa biến dạng ảnh do ống kính,05:53
,,,,,,,Cắt xén ảnh và mở rộng,06:13
,,,,,,,Ảnh Chân dung sửa chữa,5 câu hỏi
,,,,,,Phần 3: Thiết bị chỉnh sửa ảnh chân dung bằng PTS,,
,,,,,,,Giới thiệu về Kỹ thuật chỉnh sửa ảnh chân dung,02:27
,,,,,,,Loại bỏ quầng thâm,03:55
,,,,,,,"Loại bỏ nếp nhăn
Xem trước ",02:37
,,,,,,,Làm mắt to hơn,04:14
,,,,,,,Làm rõ đường nét của mắt,04:39
,,,,,,,Loại bỏ mắt đỏ,02:33
,,,,,,,Làm mắt sáng,05:01
,,,,,,,Thay đổi màu mắt,06:32
,,,,,,,Định hình lại lông mày,03:40
,,,,,,,Sửa răng,03:26
,,,,,,,Làm trắng răng,04:28
,,,,,,,Làm môi dày hơn,04:22
,,,,,,,Bổ sung hoặc điều chỉnh Son môi,05:58
,,,,,,,"Làm bóng môi
Xem trước ",02:05
,,,,,,,Chỉnh nhiễu ảnh,02:55
,,,,,,,Loại bỏ tóc rủ xuống,02:49
,,,,,,,Làm sáng tóc,02:14
,,,,,,,Thay đổi màu tóc,16:03
,,,,,,,Làm sáng vùng da bị tối,02:39
,,,,,,,Xử lí khu vực tối trên mặt\,02:36
,,,,,,,Loại bỏ các điểm màu da nóng,03:31
,,,,,,,Loại bỏ nhược điểm Part 1,04:50
,,,,,,,Loại bỏ nhược điểm Part 2,06:34
,,,,,,,Làm mềm da - Điều chỉnh Blur Kỹ thuật,04:25
,,,,,,,Làm mịn da - Chuyền Kỹ thuật cao,03:30
,,,,,,,Làm mềm da - Channel là Layer Kỹ thuật,05:10
,,,,,,,Thêm kỹ thuật số Trang điểm,05:08
,,,,,,,Làm gầy mặt kỹ thuật 1,02:32
,,,,,,,Làm gầy mặt kỹ thuật 2,04:14
,,,,,,,Kỹ thuật Chỉnh sửa chân dung,10câu hỏi
,,,,,,Phần 4: Công cụ chỉnh sửa file RAW bằng pts,,
,,,,,,,Giới thiệu về bộ lọc RAW,07:23
,,,,,,,Làm nét và làm mờ file RAW,04:47
,,,,,,,Chỉnh sửa màu file RAW,02:01
,,,,,,,"Loại bỏ nhược điểm trong RAW
Xem trước ",03:48
,,,,,,,Điều chỉnh Selective trong RAW,04:57
,,,,,,,Kỹ thuật chỉnh sửa chân dung file RAW,5 câu hỏi
,,,,,,,Danh sách kiểm tra Tài liệu có thể in,1 trang
,,,,,,Phần 5: Loại bộ áp màu đặc biệt trong chỉnh sửa ảnh chân dung bằng PTS,,
,,,,,,,Giới thiệu về hiệu ứng đặc biệt trong chỉnh sửa ảnh chân dung,01:13
,,,,,,,Thêm tương phản trong Portraits,04:35
,,,,,,,Làm màu trong Portraits,07:26
,,,,,,,Hiệu ứng hình ảnh,09:37
,,,,,,,Pop Out Effect,09:32
,,,,,,,Kỹ thuật thêm nguồn sáng,04:53
,,,,,,,DĐộ sâu trường ảnh,07:24
,,,,,,,Làm nổi nền ảnh,08:53
,,,,,,,,03:29
,,,,,,,Hiệu ứng đặc biệt và stylizing Chân dung hình ảnh,5 câu hỏi
,,,,,,Phần 6: Chuyển đổi thành ảnh đen trắng thật nghệ thuật trong PTS,,
,,,,,,,Giới thiệu về chuyển đổi hình ảnh đen và trắng,03:24
,,,,,,,Các chế độ màu và chuyển đổi kênh,04:06
,,,,,,,Các kênh và chuyển đổi mặt nạ,07:41
,,,,,,,Black-và-White Conversion Adjustment,05:08
,,,,,,,Channel Mixer Chuyển đổi Adjustment,05:39
,,,,,,,"Gradient Map Adjustment chuyển đổi
Xem trước ",04:49
,,,,,,,RAW Lọc đen và trắng chuyển đổi,05:44
,,,,,,,Nghệ thuật Black-và-trắng Ảnh chuyển đổi,5 câu hỏi
,,,,,,Phần 7: Thiết lập ảnh chân dung và sử dụng bộ lọc Actions trong PTS,,
,,,,,,,Thiết lập hình ảnh,02:57
,,,,,,,Tạo Actions và áp dụng hàng loạt Actions,05:38
,,,,,,,Phần kết luận,01:14
,,,,,,,Xem xét và Liên kết mjang xã hội,Văn bản
,,,,,,,Bonus: Tìm hiểu nhiều hơn trong khóa học khác của tôi!,Văn bản
