Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Một service tùy chỉnh,5:17,Video,
,,,,,,,,Gắn kết dữ liệu (phần 1),18:07,Video,
,,,,,,,,Gắn kết dữ liệu (phần 2),7:40,Video,
,,,,,,,,Một directive tùy chỉnh,13:43,Video,
,,,,,,,,Ghi chú,0:32,Video,
,,,,,,,Phần 9: BONUS,,,,
,,,,,,,,Cải thiện trải nghiệm người dùng về trang SPA với ng-submit,6:05,Video,
,,,,,,,,Thiết kế các services trong một chương trình AngularJS lớn,7:16,Video,
,,,,,,,,"Trình điều khiển (Controller) lồng nhau, Mã nguồn sạch (Clean Code) và 'Controller as' (thay thế cho $scope)",10:49,Video,
,,,,,,,Phần 10: Hãy Sẵn Sàng Với AngularJS 2.0 Vào Năm 2016,,,,
,,,,,,,,"Cập nhật #1 - ES6, AtScript, ...",8:12,Video,
,,,,,,,,Cập nhật #1 - Links,Văn bản,Text,
,,,,,,,Phần 11: Kết luận,,,,
,,,,,,,,Quà chia tay,Văn bản,Text,
,,,,,,,,Kết luận,1:47,Video,
