Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Nếu bạn là người mới bắt đầu, bạn quá bận rộn để có thể tìm một lớp học ngôn ngữ, hoặc bạn cần ôn lại tiếng Đức trước khi đi du lịch hay sau một chuyến công tác dài thì đây chính là khóa học dành cho bạn. Nó bao gồm tất cả 4 kỹ năng cơ bản: Nghe, nói, đọc, viết. Bạn sẽ hứng thú với môi trường giảng dạy khá thoải mái, tự do và sự linh hoạt của khóa học vì nó cho phép bạn học theo trình độ của bạn.",,,,,Cách nói trang trọng và không trang trọng,3:54,Video,
,,,"Từ vựng và ngữ pháp được dạy thông qua các văn bản và hội thoại, dựa trên các tình huống hàng ngày, sắp xếp từ bài học nói về sở thích, thói quen hàng ngày đến bài đặt món ăn trong một nhà hàng hay đặt lịch hẹn khám bệnh với bác sĩ.",,,,,Kết thúc của động từ,6:10,Video,
,,,"""Khóa học này tuyệt vời theo nhiều cấp độ. Nó thực sự vạch ra những vấn đề cơ bản và xây dựng một nền tảng vững chắc cho học viên. Những kiến thức được giải thích và giảng dạy dưới hình thức đơn giản và rõ ràng,dể hiểu. Cập nhật các nội dung và mức độ khó tăng dần cũng rất đáng khích lệ bởi vì các bài học tiếp theo được xây dựng dựa trên nền tảng nội dung và kiến thức của các bài học trước đó. Tôi đánh giá cao khóa học này ""- Đỗ Minh",,,,,Điền vào chỗ trống với dạng kết thúc đúng của động từ,7 câu,Video,
,,,Bạn sẽ học cấu thành câu tieengd Đức ngay sau bài học đầu tiên,,,,,Động từ: Nói,3:07,Video,
,,,Các ngôn ngữ được tiếp cận theo phương pháp chức năng và giao tiếp để bạn có thể dễ dàng sử dụng những gì bạn đã học để giao tiếp bằng tiếng Đức một cách hiệu quả.,,,,,"Điền vào chỗ trống với các dạng đúng của động từ ""nói""",7 câu,Video,
,,,"Tôi nắm bắt được các phương pháp giải thích ngữ pháp đơn giản và thân thiện nhất, có thể cho phép bạn tiến bộ từng ngày với tốc độ ổn định nhưng đồng thời nâng cũng nâng cao khả năng nắm bắt về âm, cách một ngôn ngữ được sử dụng như thế nào. Từ đó, tạo lòng tin nơi bạn.",,,,,"Trật Tự Từ
",2:46,Video,
,,,"""Các giảng viên say mê trong giảng dạy, với cách tiếp cận rất thực tế. Các tình huống hàng ngày được đưa vào bài giảng rất rõ ràng, dễ nhớ. Tôi sẽ giới thiệu nó cho bất cứ ai bắt đầu học tiếng Đức"". - An",,,,,Đặt câu theo thứ tự từ đúng,5 câu,Video,
,,,Đây là những gì bạn có thể mong đợi:,,,,,Các Quốc gia và Ngôn ngữ,5:01,Video,
,,,"Chuyên nghiệp, vui vẻ và các bài học dễ hiểu",,,,,Số đếm từ 1 đến 20,1:28,Video,
,,,"Bài tập hấp dẫn, cho phép bạn kiểm tra trình độ hiểu biết của bạn",,,,,Cách tốt nhất để học và thực hành về số đếm,Văn bản,Text,
,,,Hướng dẫn bài học để xây dựng các kỹ năng giao tiếp của bạn giao tiếp,,,,,Thực hành: Nói,2:05,Video,
,,,Hỗ trợ đặc biệt và những câu trả lời nhanh chóng cho các câu hỏi của bạn,,,,,Thực hành viết,Văn bản,Text,
,,,Phiên bản âm thanh MP3 có thể tải về của tất cả các bài học để nghe trên đường đi,,,,,Chào hỏi - Từ vựng bổ sung,Văn bản,Text,
,,,Bảo đảm hoàn trả lại tiền trong 30 ngày mà không hỏi bất cứ câu hỏi nào,,,,Phần 3: Nói về Gia đình của bạn,,,,
,,,Và điều cuối cùng nhưng không kém phần quan trọng ..........để học tiếng Đức một cách nhanh chóng!,,,,,"Nghề nghiệp, Gia đình, Sở thích",3:50,Video,
,,,Bạn đã sẵn sàng chưa? Tham gia khóa này và bắt đầu nói tiếng Đức ngay lập tức!,,,,,Động từ: Giới thiệu,2:52,Video,
,,,,,,,,"Các động từ: Đọc, Xem",2:49,Video,
,,,,,,,,Điền vào các khoảng trống với các động từ liên hợp chính xác,9 câu,Quiz,
,,,,,,,,Đại từ Sở hữu I,5:33,Video,
,,,,,,,,Điền vào chỗ trống với các đại từ sở hữu đúng,7 câu,Quiz,
,,,,,,,,Số đếm: từ 20 đến 100,3:09,Video,
,,,,,,,,Nói Thích và Không thích,3:36,Video,
,,,,,,,,Dạng phủ định: Không,2:59,Video,
,,,,,,,,Đặt câu theo thứ tự từ đúng,6 câu,Quiz,
,,,,,,,,Thực hành Nói,1:39,Video,
,,,,,,,,Thực hành Viết,Văn bản,Text,
,,,,,,,,Gia đình - Từ vựng bổ sung,Văn bản,Text,
,,,,,,,Phần 4: Khám phá các vùng lân cận xung quanh bạn,,,,
,,,,,,,,Đi bộ trong Thành phố,4:27,Video,
,,,,,,,,Mạo từ Xác định và Không xác định,2:09,Video,
,,,,,,,,Đại từ Sở hữu II,4:49,Video,
,,,,,,,,Điền vào chỗ trống với các đại từ sở hữu đúng,4 câu,Quiz,
,,,,,,,,Dạng phủ định: Chưa,3:14,Video,
,,,,,,,,Thể Akkusativ,5:25,Video,
,,,,,,,,,8 câu,Quiz,
,,,,,,,,Điền dạng đúng của Akkusativ,3:03,Video,
,,,,,,,,"Điền dạng đúng của động từ ""Có""",4 câu,Quiz,
,,,,,,,,Giờ mở cửa,4:54,Video,
,,,,,,,,Thực hành Nói,2:07,Video,
,,,,,,,,Thực hành Viết,Văn bản,Text,
,,,,,,,Phần 5: Đi đến Nhà hàng,,,,
,,,,,,,,Làm thế nào để gọi Món ăn và Đồ uống,4:48,Video,
,,,,,,,,Một thực đơn đặc biệt,3:01,Video,
,,,,,,,,Kết thúc của tính từ: Akkusativ,4:00,Video,
,,,,,,,,Điền dạng đúng của các mạo từ và tính từ,9 câu,Quiz,
,,,,,,,,Động từ: Muốn,3:31,Video,
,,,,,,,,"Các động từ: Lấy, Ăn",2:20,Video,
,,,,,,,,Động từ khuyết thiếu: Có thể,4:29,Video,
,,,,,,,,Điền dạng đúng của động từ,10 câu,Quiz,
,,,,,,,,Danh từ số nhiều,3:35,Video,
,,,,,,,,"Động từ""Có"" và ""Giới thiệu"" ở thì Quá khứ (Thì quá khứ)",4:49,Video,
,,,,,,,,"Điền dạng đúng của động từ ""Có"" và ""Giới thiệu"" (Thì quá khứ)",9 câu,Quiz,
,,,,,,,,Thực hành Nói,2:05,Video,
,,,,,,,,Thực hành Viết,Văn bản,Text,
,,,,,,,,Món ăn - Từ vựng bổ sung,Văn bản,Text,
,,,,,,,Phần 6: Miêu tả Thói quen hàng ngày của bạn,,,,
,,,,,,,,Một ngày đặc biệt,6:38,Video,
,,,,,,,,Nói về Thời gian,2:54,Video,
,,,,,,,,Đại từ nhân xưng  Akkusativ,3:30,Video,
,,,,,,,,Điền vào chỗ trống với các đại từ nhân xưng đúng,7 câu,Quiz,
,,,,,,,,Thì quá khứ hoàn thành,6:06,Video,
,,,,,,,,"Điền dạng đúng của động từ ""Có"" và phân từ quá khứ",9 câu,Video,
,,,,,,,,Thì quá khứ hoàn thành: Các động từ bất quy tắc,4:29,Video,
,,,,,,,,Các động từ phân tách,4:55,Video,
,,,,,,,,Điền vào chỗ trống với dạng đúng của động từ (hiện tại),6 câu,Quiz,
,,,,,,,,Một ngày đặc biệt - Thì quá khứ,4:54,Video,
,,,,,,,,"Điền dạng đúng của động từ ""Có"" hoặc ""Giới thiệu"" + phân từ quá khứ",9 câu,Quiz,
,,,,,,,,Dạng phủ định của các động từ thì quá khứ,2:55,Video,
,,,,,,,,Thực hành Nói,3:23,Video,
,,,,,,,,Thực hành Viết,Văn bản,Text ,
,,,,,,,Phần 7: Đi du lịch,,,,
,,,,,,,,Thời tiết,5:12,Video,
,,,,,,,,Mua Vé,3:45,Video,
,,,,,,,,Động từ khuyết thiếu: Muốn,3:22,Video,
,,,,,,,,Giới từ chỉ hướng,2:49,Video,
,,,,,,,,Điền vào chỗ trống với các giới từ chỉ hướng đúng,6 câu,Quiz,
,,,,,,,,Từ nối: Đó/ vì,6:51,Video,
,,,,,,,,"Điền vào chỗ trống với các từ ""Đó"" hoặc ""Vì""",8 câu,Quiz,
,,,,,,,,Thể Dativ,6:29,Video,
,,,,,,,,"Điền vào chỗ trống với dạng đúng của ""Dativ""",9 câu,Quiz,
,,,,,,,,Di chuyển và Địa điểm ,5:33,Video,
,,,,,,,,"Chọn dạng đúng của từ ""ở""",7 câu,Quiz,
,,,,,,,,Tháng trong năm,2:39,Video,
,,,,,,,,Thực hành Nói,2:48,Video,
,,,,,,,,Thực hành Viết,Văn bản,Text,
,,,,,,,,Quần áo - Từ vựng bổ sung,Văn bản,Text,
,,,,,,,Phần 8: Hẹn Gặp,,,,
,,,,,,,,Gọi cho Bác sĩ,3:24,Video,
,,,,,,,,Bộ phận cơ thể,2:47,Video,
,,,,,,,,Ra ngoài với Bạn bè,5:08,Video,
,,,,,,,,Động từ khuyết thiếu: Cần phải,3:06,Video,
,,,,,,,,Đại từ nhân xưng Dativ,4:34,Video,
,,,,,,,,Điền vào chỗ trống với đại từ nhân xưng đúng,8 câu,Quiz,
,,,,,,,,Các động từ với Dativ và Akkusativ,3:19,Video,
,,,,,,,,Điền vào chỗ trống với dạng đúng (Dativ/Akkusativ),9 câu,Quiz,
,,,,,,,,Đọc Ngày Tháng,5:47,Video,
,,,,,,,,Nhiều hơn Giới từ với Dativ,4:09,Video,
,,,,,,,,Điền vào chỗ trống với giới từ đúng,9 câu,Quiz,
,,,,,,,,Thực hành Nói,2:57,Video,
,,,,,,,,Thực hành Viết,Văn bản,Text,
,,,,,,,,Cơ thể - Từ vựng bổ sung,Văn bản,Text,
,,,,,,,Phần 9: Kết luận và các bước tiếp theo,,,,
,,,,,,,,Chúc mừng!,1:20,Video,
,,,,,,,Chương trình dạy đầy đủ,,,,
