Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Tuy nhiên, các kĩ năng ""Học tập siêu đẳng"" trong khóa học này sẽ có thể được áp dụng trong rất nhiều những mặt khác trong cuộc sống của bạn, từ nhớ số điện thoại tới học những kĩ năng mới hay cả nói ngôn ngữ mới",,,,,Tại sao chúng ta phải nâng cao khả năng ghi nhớ trước tiên?,2:41,Video,
,,,"Cách chúng tôi sẽ dạy bạn về kí thuật ""học tập siêu đẳng"" và kĩ thuật ghi nhớ nâng cao",,,,,Chúng ta lưu trữ thông tin như thế nào: giải thích ngắn gọn,2:40,Video,
,,,"Điều đáng buồn là để học các kĩ năng này cũng như những kĩ thuật ghi nhớ trong quá khứ, bạn phải đọc rất nhiều sách và bài báo về tâm lí học. Hay bạn phải thuê 1 gia sư đắt tiền, người mà chuyên về ""học tập siêu đẳng"", điều mà chính tôi đã từng làm. Và điều đó đã thay đổi cuộc sống của tôi.",,,,,Tại sao các hình ảnh là cách để ghi nhớ tốt nhất,4:10,Video,
,,,"Thật may mắn, những người hướng dẫn của tôi (các chuyên gia về superlearning, kĩ thuật ghi nhớ và đọc tốc độ) đã đồng ý giúp tôi thay đổi các tài liệu của họ thành một khóa học trực tuyết đầu tiên",,,,,Những hình ảnh nào đến với bạn tự nhiên nhất?,2:22,Video,
,,,"Chúng tôi thiết kế ra 1 khóa học dựa nhiều trên các bài giảng video và một lượng lớn bài tập về nhà. Các phần của bài giảng chỉ là phần nhỏ trong khóa học superlearning này- bạn sẽ phải thực hành rất nhiều bài tập và bài luận trên 1 khung chương trình thường xuyên. Khóa học cần 2-3 giờ 1 tuần để tiếng luyện tập ghi nhớ, đọc nhanh và đào tạo và kéo dài trong khoảng 4-6 tuần. Sẽ không dễ dàng nhưng nếu bạn áp dụng trong công việc, chắc rằng bạn sẽ thành công.",,,,,Lí thuyết hành động: học một điều mới,1:41,Video,
,,,"Thêm vào đó, có thêm 1.5 tiếng dành cho các video bổ sung từ TED, youtube và một số nguồn khác nằm trong 1 phần của khung chương trình ""superlearner"" là 1 trong những điểm sáng của Jonathan Levi.",,,,,Chúng ta có hiểu cách để nâng cao khả năng ghi nhớ?,5 câu hỏi,Quiz,
,,,,,,, Phần 3: Sử dụng Mental Markers cho việc học,,,,
,,,,,,,,Sự nhận thức sai - phần 2,3 câu hỏi,Quiz,
,,,,,,,,Tranh ảnh có tác động gì tới đọc?,3:04,Video,
,,,,,,,,Tạo ra sự nổi bật để ghi nhớ tốt hơn,5:59,Video,
,,,,,,,,Hướng dẫn: tạo ra sự nổi bật khi đọc,6:30,Video,
,,,,,,,,Kết nỗi những điểm nổi bậ,7:33,Video,
,,,,,,,,Thử áp dụng các kĩ năng của bạn,1:35,Video,
,,,,,,,,Chúng ta hiểu về những điểm nổi bật tới đâu?,4 câu hỏi,Quiz,
,,,,,,,Phần 4: Trước khi đọc và sự chuẩn bị,,,,
,,,,,,,,Sự nhận thức sai phần 3,4 câu hỏi,Quiz,
,,,,,,,,Trước khi đọc,2:32,Video,
,,,,,,,,Tạo sự hứng thú và tò mò,3:25,Video,
,,,,,,,,Chúng ta đã rõ về những điều cần làm trước khi đọc?,3 câu hỏi,Quiz,
,,,,,,,"Phần 5: Đọc bằng mắt, không tạo ra Âm thanh",,,,
,,,,,,,,Đọc nhanh và bài kiểm tra về đọc hiểu - phần 2,8 câu hỏi,Quiz,
,,,,,,,,Sự nhận thức sai phần 4,5 câu hỏi,Quiz,
,,,,,,,,Phần lớn mọi người đọc như thế nào:  một cách đọc,2:56,Video,
,,,,,,,,Sự đảo mắt: sử dụng mắt hiệu quả nhất có thể,4:02,Video,
,,,,,,,,Nâng cao phạm vi của mắt: đảo mắt rộng hơn,1:54,Video,
,,,,,,,,Các cách đảo mắt hữu hiệu khác,1:36,Video,
,,,,,,,Phần 6: Hãy Tăng tốc mọi thứ lên,,,,
,,,,,,,,Luyện tập nhanh với thẻ học,1:49,Video,
,,,,,,,,Luyện tập với tốc độ đọc mà bạn muốn,6:39,Video,
,,,,,,,,Mẹo: đánh lừa não bộ để nâng cao tốc đọ,1:37,Video,
,,,,,,,,Tạo ra điểm nổi bật,2:43,Video,
,,,,,,,,Chúng ta đã hiểu về đọc bằng mắt?,7 câu hỏi ,Quiz,
,,,,,,,,Tiếp tục training,1:27,Video,
,,,,,,,,Bài kiểm tra đọc nhanh và đọc hiểu - phần 3,8 câu hỏi,Quiz,
,,,,,,,Phần 7: Hệ thống Sáng Tạo và Duy trì trí nhớ lâu dài,,,,
,,,,,,,,Sự nhận thức sai phần 5,3 câu hỏi,Quiz,
,,,,,,,,Sơ đồ tư duy,1:26,Video,
,,,,,,,,Các bộ phận ghi nhớ (mới được nâng cấp và mở rộng),8:31,Video,
,,,,,,,,Đánh thứ tự hệ thống ghi nhớ,2:52,Video,
,,,,,,,,Sự vụng về,1:45,Video,
,,,,,,,,Bạn đã nhớ những điểm mẫu chốt về ghi nhớ chưa?,3 câu hỏi,Quiz,
,,,,,,,Phần 8: Thói quen học tập tốt,,,,
,,,,,,,,Sự nhận thức sai phần 6,4 câu hỏi,Quiz,
,,,,,,,,Ngủ và học,2:09,Video,
,,,,,,,,Sự cần thiết về học về môi trường,3:01,Video,
,,,,,,,,Sử dụng phần mềm để giúp cho trí nhớ,1:58,Video,
,,,,,,,,Môi trường của bạn có phù hợp để học?,4 câu hỏi,Document,
,,,,,,,Phần 9: Áp dụng tất cả các kỹ năng của bạn vào mọi việc,,,,
,,,,,,,,Sự nhận thức sai phần 7,4 câu hỏi,Document,
,,,,,,,,Kết nối các kĩ năng: những tài liệu và sách vở nặng nề,1:31,Video,
,,,,,,,,Kết nối các kĩ năng: học ngoại ngữ,8:22,Video,
,,,,,,,,Kết nối các kĩ năng: không bao giờ quên mặt hoặc tên,2:02,Video,
,,,,,,,,Video hoặc bài nghe về superlearning,2:04,Video,
,,,,,,,,"Những sách và bài tập cần thiết, ôn tập",1 trang,Document,
,,,,,,,,Bạn có thể áp dụng những kĩ năng mới cho những thứ khác ngoài đọc không?,5 câu hỏi,Quiz,
,,,,,,,,Cảm ơn và chúc mừng,1:01,Video,
