Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,PHƯƠNG PHÁP GIẢNG DẠY KHÓA HỌC:,,,,,Số thứ tự từ 1 đến 10,2:17,Video,
,,,"Khóa học này nhắm vào các từ vựng thông dụng trong các tình huống thực tế, vì vậy bạn sẽ thỏa sức học các từ khóa quan trọng! Hệ thống từ vựng này được người nói tiếng Tây Ban Nha bản xứ sử dụng phổ biến trong các tình huống đa dạng.",,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,1 trang,Document,
,,,"Đầu tiên, bạn sẽ được học các từ vựng mục tiêu. Sau đó bạn sẽ xem và nghe các từ vựng đó được sử dụng trong một cuộc hội thoại thực tế giữa 2 hoặc nhiều người nói tiếng Tây Ban Nha với nhau.",,,,,Buổi thực hành  số 2 (Số thứ tự từ 1 đến 10),2:06,Video,
,,,"Cuối cùng, bạn có thể kiểm tra khả năng tiếng Tây Ban Nha của bạn qua Câu hỏi trắc nghiệm hoặc ""Video Thời gian - Thực hành"" ở cuối mỗi chủ đề.",,,,,Nó có giá bao nhiêu? - Từ vựng và Hội thoại,2:33,Video,
,,,TỔNG QUAN:,,,,,Nó có giá bao nhiêu? ,6 câu hỏi,Quiz,
,,,"Qua 88 bài giảng Video và hơn 4 giờ nội dung, bạn sẽ học được tiếng Tây Ban Nha đàm thoại cần thiết trong một số tình huống thông thường. Bắt đầu từ vốn từ vựng đơn giản đến các từ vựng và cụm từ phức tạp hơn, bạn có thể sử dụng khi gặp gỡ mọi người. Từ đó, bạn cũng hoàn toàn có thể đặt món ăn, làm theo các chỉ dẫn và các kỹ năng quan trọng khác rất cần thiết để giao tiếp thành công với người nói tiếng Tây Ban Nha.",,,,,Các phương thức thanh toán - Từ vựng và Hội thoại,4:19,Video,
,,,"Ngoài các bài giảng video, video thực hành và các câu hỏi trắc nghiệm; bạn sẽ có quyền tham khảo các tập tin PDF. Bạn có thể in các file PDF để xem lại trong thời gian rảnh rỗi để nâng cao kỹ năng đàm thoại tiếng Tây Ban Nha của mình.",,,,,Thẻ ATM và Văn phòng giao dịch ngoại tệ - Từ vựng và Hội thoại,2:37,Video,
,,,Hãy tham gia vào cộng đồng với hơn 2000 sinh viên ham học tiếng Tây Ban Nha của chúng tôi. Chúng tôi sẵn sàng giải đáp các thắc mắc của bạn nếu bạn có bất kỳ câu hỏi nào. Và hãy nhớ rằng: Tất cả các khóa học đều đảm bảo hoàn lại tiền trong 30 ngày. Hẹn gặp các bạn trong khóa học.,,,,,Danh mục về Tiền,5 câu hỏi,Quiz,
,,,,,,,Phần 5: Các dịch vụ và tiện ích khách sạn,,,,
,,,,,,,,Các Dịch vụ và Tiện ích Khách sạn - Từ vựng,3:05,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,2 trang,Document,
,,,,,,,,Buổi thực hành số 3 - Các Dịch vụ và Tiện ích Khách sạn,5:20,Video,
,,,,,,,,Các Dịch vụ và Tiện ích Khách sạn - Hội thoại,1:45,Video,
,,,,,,,,Cập nhật tiến độ,0:13,Video,
,,,,,,,,Bên trong phòng khách sạn - Từ vựng,2:36,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,2 trang,Document,
,,,,,,,,Bài thực hành số 4 - Bên trong Phòng Khách sạn,5:18,Video,
,,,,,,,,Tại bộ phận Lễ tân - Từ vựng,2:11,Video,
,,,,,,,,Tại bộ phận Lễ tân - Hội thoại,2:12,Video,
,,,,,,,Phần 6: Đặt phòng khách sạn,,,Video,
,,,,,,,,Đặt phòng khách sạn - Câu hỏi từ nhân viên khách sạn,3:38,Video,
,,,,,,,,Câu hỏi từ nhân viên khách sạn,3 câu hỏi,Quiz,
,,,,,,,,Đặt phòng khách sạn  - Các câu hỏi bạn sẽ hỏi,7:19,Video,
,,,,,,,,Đặt phòng khách sạn - Hội thoại,1:39,Video,
,,,,,,,,Đặt phòng Khách sạn,9 câu hỏi,Quiz,
,,,,,,,Phần 7: Hỏi/ Làm theo chỉ dẫn,,,Video,
,,,,,,,,Các điểm đến phổ biến - Từ vựng,3:25,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,3 trang,Document,
,,,,,,,,Buổi thực hành số 5 - Các Chỉ dẫn phổ biến,5:36,Video,
,,,,,,,,Cập nhật tiến độ,0:13,Video,
,,,,,,,,Hỏi và làm theo chỉ dẫn - Từ vựng,4:09,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,1 trang,Document,
,,,,,,,,Bài thực hành số 6 - Làm theo chỉ dẫn,3:14,Video,
,,,,,,,,Khu phố - Từ vựng và thực hành,2:14,Video,
,,,,,,,,Hỏi và làm theo chỉ dẫn - Hội thoại,1:33,Video,
,,,,,,,,Hỏi / Làm theo Chỉ dẫn,9 câu hỏi,Quiz,
,,,,,,,,Tại lối rẽ / đèn giao thông - Từ vựng và thực hành,2:51,Video,
,,,,,,,,"Khu phố ,lối rẽ / Đèn giao thông",7 câu hỏi,Quiz,
,,,,,,,,Khu phố tính theo đơn vị mét - Từ vựng và thực hành,5:23,Video,
,,,,,,,,Hàng trăm,9câu hỏi,Quiz,
,,,,,,,,Số đếm và đơn vị mét,8 câu hỏi,Quiz,
,,,,,,,Phần 8: Phương tiện giao thông công cộng,,,Video,
,,,,,,,,Phương tiện vận chuyển - Từ vựng,3:20,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,2 câu hỏi,Quiz,
,,,,,,,,Buổi thực hành số 7 - Các phương tiện vận chuyển,4:17,Video,
,,,,,,,,Thời gian đến / rời đi - Từ vựng,8:35,Video,
,,,,,,,,Từ vựng về thời gian đến / rời đi,19 câu hỏi,Quiz,
,,,,,,,,Cập nhật tiến độ,0:12,Video,
,,,,,,,,Mấy giờ nó rời đi/ đến? - Từ vựng,6:35,Video,
,,,,,,,,Mấy giờ nó rời đi/ đến? - Hội thoại,1:29,Video,
,,,,,,,,Mấy giờ nó rời đi/ đến?,8 câu hỏi,Quiz,
,,,,,,,,Tôi nên bắt xe buýt/ chuyến tàu/ chuyến phà nào? - Từ vựng,3:47,Video,
,,,,,,,,Tôi nên bắt xe buýt/ chuyến tàu/ chuyến phà nào? - Hội thoại,1:22,Video,
,,,,,,,,Từ vựng Tôi nên bắt xe buýt/ chuyến tàu/ chuyến phà nào?,6 câu hỏi,Quiz,
,,,,,,,,Số đếm từ 13 đến 20,2:10,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,1 trang,Document,
,,,,,,,,Buổi thực hành số 8 - Số đếm từ 13 đến 20,2:37,Video,
,,,,,,,,Mua vé - Từ vựng,2:57,Video,
,,,,,,,,Mua vé - Hội thoại,1:50,Video,
,,,,,,,,Từ vựng về mua vé,7 câu hỏi,Quiz,
,,,,,,,Phần 9: Đi du lịch bằng Taxi,,,Video,
,,,,,,,,Bắt Taxi - Từ vựng,3:11,Video,
,,,,,,,,Bắt Taxi - Hội thoại,1:40,Video,
,,,,,,,,Bắt Taxi - Trả tiền cho tài xế,2:33,Video,
,,,,,,,,Bắt Taxi,9 câu hỏi,Quiz,
,,,,,,,,Cập nhật tiến độ,0:13,Video,
,,,,,,,Mục 10: Đọc thực đơn và các loại đồ uống phổ biến,,,Video,
,,,,,,,,Thực đơn - Từ vựng,3:55,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,2 trang,Document,
,,,,,,,,Buổi thực hành  số 9 - Thực đơn,5:26,Video,
,,,,,,,,Đồ uống - Từ vựng,5:38,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,3 trang,Document,
,,,,,,,,Buổi thực hành số 10 - Các loại đồ uống,9:44,Video,
,,,,,,,Mục 11: Gọi món ăn,,,Video,
,,,,,,,,Những điều nhân viên phục vụ sẽ nói hoặc hỏi,9:33,Video,
,,,,,,,,Những điều nhân viên phục vụ sẽ nói hoặc hỏi,11 trang,Document,
,,,,,,,,Gọi món ăn - Từ vựng,2:13,Video,
,,,,,,,,Gọi món ăn - Hội thoại,5:36,Video,
,,,,,,,,Gọi món ăn,8 trang,Document,
,,,,,,,Phần 12: Danh mục món ăn phổ biến,,,Video,
,,,,,,,,Danh mục Món ăn là động vật - Từ vựng,3:34,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,2 trang,Document,
,,,,,,,,Buổi thực hành số 11 - Món ăn là động vật,5:24,Video,
,,,,,,,,Danh mục Món ăn không liên quan đến Động vật - Từ vựng,5:03,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,3 trang,Document,
,,,,,,,,Buổi thực hành số 12 - Món ăn không liên quan đến Động vật,7:27,Video,
,,,,,,,,Cập nhật tiến độ,0:13,Video,
,,,,,,,,Kết hợp và loại bỏ Thực phẩm - Từ vựng và Hội thoại,4:54,Video,
,,,,,,,,Kết hợp và Loại bỏ thực phẩm,12 câu hỏi,Quiz,
,,,,,,,Mục 13: Đồ gia vị và đặt bàn,,,Video,
,,,,,,,,Bổ sung một vài gia vị - Từ vựng,2:28,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,1 trang,Document,
,,,,,,,,Buổi thực hành số 13 - bổ sung một vài gia vị,3:43,Video,
,,,,,,,,Bổ sung một vài gia vị - Hội thoại,3:41,Video,
,,,,,,,,Đặt Bàn - Từ vựng,2:58,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,2 trang,Document,
,,,,,,,,Buổi thực hành số 14 - Đặt Bàn,4:13,Video,
,,,,,,,,Đặt Bàn - Hội thoại,3:48,Video,
,,,,,,,,Bổ sung một vài gia vị và đặt bàn,6 câu hỏi,Quiz,
,,,,,,,Mục 14: Thanh toán Hóa đơn tại nhà hàng,,,Video,
,,,,,,,,Số đếm từ 21 đến 99,6:21,Video,
,,,,,,,,Biểu mẫu bổ sung để dùng cho các video tiếp theo,1 trang,Document,
,,,,,,,,Buổi thực hành số 15 - Số đếm từ  21 đến 99,3:53,Video,
,,,,,,,,Thanh toán hóa đơn tại nhà hàng - Hội thoại,2:47,Video,
,,,,,,,,Số đếm từ 21 đến 99 và thanh toán hóa đơn,9 câu hỏi,Quiz,
,,,,,,,,Cập nhật tiến độ,0:21,Video,
,,,,,,,,Phần kết luận,2:29,Video,
,,,,,,,Chương trình học đầy đủ,,,,
