Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Lựa chọn từ khóa và danh mục để hiển thị tại vị trí bán tốt nhất,,,,,Định dạng cho Kindle: Các kỹ thuật tốt nhất và Các lỗi cần tránh,12:35,Video,
,,,"Tạo buzz - ""tin đồn"" cho sự kiện ra mắt và chiêu mộ đội ngũ đại sứ sách.",,,,,Chọn một nhan đề đi vào lòng người (với sự trợ giúp của dữ liệu từ khoá),7:18,Video,
,,,"Tạo trang bìa, trang mô tả sách, trang danh sách trang, trang về tác giả.",,,,,Tạo nên một trang bìa bắt mắt: Ấn tượng đầu tiền vô cùng quan trọng,10:55,Video,
,,,"""Hack"" nội dung cuốn sách của bạn để đứng đầu trong các tìm kiếm trên Amazon và chiếm được các khách hàng lâu dài.",,,,,"Đăng tải ""Hình ảnh khách hàng"" của riêng bạn.",1:13,Video,
,,,"Định dạng cuốn sách của bạn thật chuyên nghiệp, đăng tải lên Amazon và tạo ra phiên bản bìa mềm (miễn phí)!",,,,Phần 2: Sẵn sàng: Đăng tải cuốn sách của bạn lên Amazon,,,,
,,,"""Định giá cuốn sách của bạn để tối ưu hoá doanh số, lợi nhuận và giá trị cảm nhận*.",,,,,Giới thiệu cho sản phẩm đăng tải trên Amazon,0:27,Video,
,,,"Giá trị cảm nhận là: là phương pháp định giá sản phẩm dựa trên mức giá mà khách hàng sẵn sàng chi trả hơn là dựa trên chi phí sản xuất .""",,,,,Ưu và nhược điểm của lựa chọn KDP: Độc quyền có mặt tích của nó,6:34,Video,
,,,Sử dụng tầm ảnh hưởng khổng lồ và hoạt động nội bộ của Amazon để quảng bá cuốn sách của bạn.,,,,,Mô tả sách của bạn: Người bán hàng thầm lặng bị bỏ qua,7:23,Video,
,,,Kêu gọi độc giả để lại lời bình luận về cuốn sách.,,,,,Lựa chọn thể loại và từ khoá của bạn để có được sự bày bán và ảnh hưởng lớn nhất,7:25,Video,
,,,Tạo đòn bẩy từ các gian bán hàng miễn phí để lan toả nội dung cuốn sách.,,,,,"Định giá sách Kindle của bạn cho doanh thu bán hàng, lợi nhuận và giá trị nhận thức",5:24,Video,
,,,"Tối đa hoá độ phủ sóng của bạn với các mạng xã hội như Facebook, LinkedIn, Twitter,..",,,,,Trung tâm tác giả Amazn: Trang hàng bán miễn phí của bạn mà nhiều tác giả bỏ qua,2:51,Video,
,,,Giữ đà của cuộc khai trương sau những cú đẩy khuyến mại lớn,,,,,Tạo nên bản bìa mềm để trông bạn giống như một tác giả chuyên nghiệp,4:57,Video,
,,,"95% các tác giả Kindle khác không biết hoặc không thực hiện các chiến thuật trên, vì vậy bạn sẽ có một lợi thế vô cùng lớn và có thể giành được vị trí đầu bảng - đi cùng với đó sẽ là sức ảnh hưởng và thu nhập.",,,,,Sẵn sàng để xuất bản!,1:55,Video,
,,,"Bạn đã sẵn sàng để bắt đầu cuộc hành trình đến với danh hiệu ""Bestseller""? Bắt đầu ngay thôi!",,,,Phần 3: Bay lên: Thiết kế việc phát hành,,,,
,,,,,,,,Sẵn sàng để cất cánh? Giới thiệu về giai đoạn ra mắt,1:24,Video,
,,,,,,,,Một việc bạn phải làm trong khi ra mắt sách,1:32,Video,
,,,,,,,,Thu nhận nhưng đánh giá tiền khai trương: Một yếu tố chứng nhận xã hội quan trọng,10:04,Video,
,,,,,,,,Một buổi ra mắt miễn phí hay tính phí? Tại sao các tác giả vô danh nên cân nhắc một chiến dịch quảng bá miễn phí,4:49,Video,
,,,,,,,,Các trang quảng bá miễn phí và các nhóm Facebook: Quăng một mẻ lưới lớn,1:29,Video,
,,,,,,,,Truyền trông qua Email phần 1: Gmail và Steak - Tiếp cận cộng đồng cá nhân,7:15,Video,
,,,,,,,,Truyền thông qua Email phần 2: LinkedIn - Truyền thông tới các mối quan hệ của bạn,2:44,Video,
,,,,,,,,Các trang miễn phí: Những kho tải miễn phí,5:10,Video,
,,,,,,,,Những nền tảng của bạn: các thủ thuật về email và trang web,3:34,Video,
,,,,,,,,Phương tiện truyền thông: Suy nghĩ vươn ra khỏi mạng lưới của bạn,11:41,Video,
,,,,,,,,Sử dụng các phương tiện và tiếp cận đối tượng độc giả khác để mở rộng tầm ảnh hưởng,6:29,Video,
,,,,,,,,Biến các email đến thành vũ khí thị trường,2 trang,Document,
,,,,,,,,Sự chuyển biến quan trọng từ Miễn phí đến Tính phí,4:23,Video,
,,,,,,,,"Tặng kèm: Ra mắt với 20,000 Bản Kindle tải về",38 trang,Document,
,,,,,,,,Bước tiếp theo là gì? Giai đoạn hậu xuất bản,2:45,Video,
