Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Câu hỏi vấn đáp suốt khóa học để kiểm tra kiến thức,,,,,Những lựa chọn,2:52,Video,
,,,Thực hành suốt khóa học để luyện tập những gì đã học,,,,,Nghiên cứu về nỗi sợ thất bại,5:54,Video,
,,,và còn nhiều nhiều nữa!,,,,,Nỗi sợ thua cuộc,2:46,Video,
,,,"Ấn nút ""Học khóa này"" ở góc phải trang web và bắt đầu ngay. Bạn không muốn trì hoãn học cách tạo ra những sản phẩm hấp dẫn khiến người khác MUỐN mua, sử dụng và khiến họ có động lực để bắt đầu",,,,,Chất dopamine,2:55,Video,
,,,,,,,,Ví dụ về bản năng,5:03,Video,
,,,,,,,,Thực hành về bản năng,1:03,Video,
,,,,,,,,Vấn đáp bản năng,6 questions,Quiz,
,,,,,,,Phần 4: Đọc và tầm nhìn,,,,
,,,,,,,,Giới thiệu về sự am hiểu và tầm nhìn,0:51,Video,
,,,,,,,,Sự tầm nhìn và bộ não,1:34,Video,
,,,,,,,,Sự thật về chữ in hoa,1:45,Video,
,,,,,,,,Tiêu đề,1:25,Video,
,,,,,,,,Phông chữ,2:12,Video,
,,,,,,,,Độ dài của dòng,2:05,Video,
,,,,,,,,Trình độ đọc,2:37,Video,
,,,,,,,,Phần hình thoi trên mặt,2:23,Video,
,,,,,,,,Chromosteropsis (những màu nào không nên đi với nhau),1:17,Video,
,,,,,,,,Mù màu,7:03,Video,
,,,,,,,,Màu sắc và văn hóa,2:38,Video,
,,,,,,,,Đồ vật với đường cong,1:20,Video,
,,,,,,,,Ví dụ thực tiễn về phần đọc và tầm nhìn.,10:52,Video,
,,,,,,,,Luyện tập cách đọc và tầm nhìn,1:22,Video,
,,,,,,,,Câu hỏi trắc nghiệm về đọc và tầm nhìn.,10 questions,Quiz,
,,,,,,,Phần 5: Nhận thức và trí nhớ,,,,
,,,,,,,,Suy nghĩ của hệ thống 1 và hệ thống 2,3:40,Video,
,,,,,,,,Công bố sự tiến bộ,2:07,Video,
,,,,,,,,Bí ẩn của +7 và -2,2:18,Video,
,,,,,,,,Nhân tố con người,5:31,Video,
,,,,,,,,GIới hạn của trí nhớ,5:16,Video,
,,,,,,,,Sự tương quan ,3:28,Video,
,,,,,,,,Giới thiệu tại sao video trên mạng lại hấp dẫn vậy,5:10,Video,
,,,,,,,,Quan hệ giữa chúng ta với công nghệ,3:37,Video,
,,,,,,,,Ví dụ thực tiễn về bộ phận nhận thức và trí nhớ,9:31,Video,
,,,,,,,,Bài tập nhận thức và trí nhớ,0:31,Video,
,,,,,,,,Vấn đáp nhận thức và trí nhớ,9 questions,Quiz,
,,,,,,,Phần 6: áp dụng quy luật thu hút với sản phẩm của bạn,,,,
,,,,,,,,Giới thiệu về áp dụng các quy luật,0:51,Video,
,,,,,,,,Bước 1: Ai là đối tượng hướng tới,4:08,Video,
,,,,,,,,Bước 2: Đối tượng hướng tới của bạn muốn làm gì,2:10,Video,
,,,,,,,,Bước 3: Bạn muốn đối tượng hướng tới làm gì,2:40,Video,
,,,,,,,,Bước 4: Chọn những quy luật áp dụng được cho tất cả mọi người,3:56,Video,
,,,,,,,,Bước 5: Áp dụng quy luật chi tiết cho mỗi hoàn cảnh,3:20,Video,
,,,,,,,,Áp dụng quy luật thu hút để tái thiết kế,3:58,Video,
,,,,,,,,Áp dụng quy luật thu hút tới một dự án từ lúc khởi đầu,2:55,Video,
,,,,,,,,Bài tập về áp dụng quy luật thu hút,0:30,Video,
,,,,,,,,Câu hỏi trắc nghiệm về quy luật thu hút,7 questions,Quiz,
,,,,,,,Phần 7: sức manh của câu chuyện,,,,
,,,,,,,,Giới thiệu về câu chuyện,2:10,Video,
,,,,,,,,Câu chuyện và não bộ.,6:28,Video,
,,,,,,,,Sử dụng câu chuyện về bản thân để xúi giục hành động,5:29,Video,
,,,,,,,,Câu chuyện gợi ý,3:24,Video,
,,,,,,,,Cam kết ,4:13,Video,
,,,,,,,,Ví dụ điển hình về câu chuyện,8:43,Video,
,,,,,,,,Thực hành sức mạnh của câu chuyện,0:45,Video,
,,,,,,,,Vấn đáp sức mạnh của câu chuyện,5 questions,Quiz,
,,,,,,,Phần 8: Thói quen,,,,
,,,,,,,,Giới thiệu về thói quen,2:43,Video,
,,,,,,,,Khoa học thói quen,3:10,Video,
,,,,,,,,3 bí mật của thói quen,6:52,Video,
,,,,,,,,Ví dụ thực tiễn về thói quen,7:21,Video,
,,,,,,,,Câu hỏi trắc nghiệm thói quen,5 questions,Quiz,
,,,,,,,Phần 9: Đánh lừa suy nghĩ.,,,,
,,,,,,,,"Giới thiệu về bài giảng "" đánh lừa suy nghĩ""",0:54,Video,
,,,,,,,,Hiệu ứng hối tiếc.,0:49,Video,
,,,,,,,,Cảm xúc và hành động,2:03,Video,
,,,,,,,,Cái tên và biểu tượng cụ thể với trừu tượng ,0:46,Video,
,,,,,,,,Kinh nghiệm và sự sở hữu,2:12,Video,
,,,,,,,,Hiệu ứng phơi bày,1:31,Video,
,,,,,,,,Điểm tựa,4:44,Video,
,,,,,,,,Hiệu ứng của nhắc đến tiền,2:16,Video,
,,,,,,,,Hiệu ứng của nhắc đến cái chết,2:59,Video,
,,,,,,,,Ví dụ thực tiễn về đánh lừa suy nghĩ.,4:59,Video,
,,,,,,,,Bài tập đánh lừa suy nghĩ,0:40,Video,
,,,,,,,,Câu hỏi trắc nghiệm về đánh lừa suy nghĩ.,10 questions,Quiz,
,,,,,,,Phần 10: Khát vọng trở nên tinh thông,,,,
,,,,,,,,Giới thiệu về khát vọng tinh thông,1:04,Video,
,,,,,,,,Tự do ý chí,2:47,Video,
,,,,,,,,Giới thiệu về trạng thái trôi,1:56,Video,
,,,,,,,,Vai trò của góp ý,1:53,Video,
,,,,,,,,Ví dụ thực tiễn về khát vọng tinh thông,5:06,Video,
,,,,,,,,Bài tập về khát vọng tinh thông,0:32,Video,
,,,,,,,,Câu hỏi trắc nghiệm về khát vọng tinh thông,7 questions,Quiz,
,,,,,,,Phần 11: Cám ơn,,,,
,,,,,,,,Cám ơn đã tham gia khóa học,0:35,Video,
