Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Nếu bạn đã đọc đến đây và vẫn chưa biết phải quyết định thế nào, hãy nhìn vào các nhận xét về chúng tôi. Chúng tôi tin rằng bạn sẽ nhận ra đây là một khoá học tuyệt vời!",,,,,Coi chừng - con dao kìa!,0:39,Video,
,,,"Tuy nhiên, nếu bạn thuộc về 0.0001 phần trăm không đồng ý, hãy nhớ rằng luôn có một cam kết hoàn tiền trong 30 ngày.",,,,,Cái mác - Một con dao lớn!,0:16,Video,
,,,,,,,,Vấn đề,2 câu hỏi,Quiz,
,,,,,,,,"""Ngươi"" chứ không phải ""Bạn""",1:39,Video,
,,,,,,,,Nhân ,0:30,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Bạn và bạn,2:25,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,"Ai thật sự là ""Người Trung Quốc?"" ",1:11,Video,
,,,,,,,,"""Nữ"" - người phụ nữ tập Yoga",2:28,Video,
,,,,,,,,Suy nghĩ... ,0:29,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Đây là cách phụ nữ làm điều đó,0:39,Video,
,,,,,,,,Tương tự nhưng khác nhau,1:19,Video,
,,,,,,,,Chiếc xe trượt của ông già Noel,2:35,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Cách nào cũng được ....,1:45,Video,
,,,,,,,,Âm thanh đường phố,0:22,Video,
,,,,,,,,她 ,0:22,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,"Một ""Người phụ nữ"" cũng là một ""Cô ấy""",1:06,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,"Ai ""là Người Trung Quốc?""",0:21,Video,
,,,,,,,,Vấn đề ,1 câu hỏi,Quiz,
,,,,,,,,Bạn - Bạn - Anh ấy - Cô ấy,2:09,Video,
,,,,,,,,"Cứ làm loạn lên với ""đồ vật"" ",2:10,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Ba thứ đầy đủ về câu!,0:36,Video,
,,,,,,,,Hỏi giảo viên của bạn,1:40,Video,
,,,,,,,,Ôn tập,4:52,Video,
,,,,,,,,Tài liệu bổ sung - 5 ,5:24,Video,
,,,,,,,,Từ vựng - 5,1 trang,Quiz,
,,,,,,,Phần 2: Bài 6 - Cần bổ sung thước dây!,,,,
,,,,,,,,Giới thiệu bài 6,1:10,Video,
,,,,,,,,Các từ đo lường,6:17,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Người cây và cái ô,4:17,Video,
,,,,,,,,Những cái cửa ba một phần hai,0:48,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Một cái cửa mở,0:41,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Các bản nhạc ca tụng Felix,2:13,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,CHÚNG TA LÀ GIA ĐÌNH,1:06,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Giống như người Tây Ban Nha thích nó vậy,0:57,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Chuyến thám hiểm ở Lào,2:25,Video,
,,,,,,,,Ôn tập,3:52,Video,
,,,,,,,,Tài liệu bổ sung bài 6,2:14,Video,
,,,,,,,,Từ vựng 6,1 trang,Quiz,
,,,,,,,Phần 3: Bài 7,,,,
,,,,,,,,Giới thiệu bài 7,1:10,Video,
,,,,,,,,Một người được phục vụ,2:31,Video,
,,,,,,,,8 người con trai,2:28,Video,
,,,,,,,,Người dân Bắc Kinh tự hào,2:11,Video,
,,,,,,,,Một cướp biển người Trung,2:28,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Em bé bị nhốt trong chiếc hộp,1:40,Video,
,,,,,,,,Đứa trẻ người Trung nhỏ bé,1:40,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Đây là một người con trai thật sự,1:08,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,"Trẻ, đáng yêu và tóc vàng",2:24,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Den lilla prisen,1:59,Video,
,,,,,,,,Một ngày đẹp trời!,1:57,Video,
,,,,,,,,Coi chừng - con dao kìa! ,0:20,Video,
,,,,,,,,"""Nhỏ"" - Được cởi xích",2:52,Video,
,,,,,,,,"Bây giờ thì họ cũng đã nhận ra được điều đó, chúng tôi nghĩ vậy",1:50,Video,
,,,,,,,,Nhanh và nguy hiểm 14?,0:41,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Đây là cách bạn tán tỉnh một cô gái Trung Quốc,0:51,Video,
,,,,,,,,"Thiếu ""OK"" ",0:46,Video,
,,,,,,,,"Thiếu ""Là""",4:02,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Bằng chứng khác về việc anh ta là siêu nhân,1:32,Video,
,,,,,,,,"""Hảo"" thật là hữu ích",1:39,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Xin chào mọi người!,1:05,Video,
,,,,,,,,Ôn tập,4:28,Video,
,,,,,,,,Tài liệu bổ sung - 7,11:37,Video,
,,,,,,,,Từ vựng 7,2 trang,Quiz,
,,,,,,,Phần 4: Bài 8,,,Video,
,,,,,,,,Giới thiệu bài 8,1:00,Video,
,,,,,,,,Baywatch đã quay lại!,1:52,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Ghép cặp ngựa mẹ ,1:16,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Anh hùng của tôi,0:59,Video,
,,,,,,,,Những người mẹ to lớn,2:48,Video,
,,,,,,,,Đây là cách tôi được nuôi dạy,2:08,Video,
,,,,,,,,Mẹ không bao giờ có thể ... hoặc?,1:31,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Một con ngựa có vấn đề,1:56,Video,
,,,,,,,,Được rồi!,0:57,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Bạn thế nào?,0:28,Video,
,,,,,,,,Các nguyên tắc cơ bản của một cuộc hội thoại,1:12,Video,
,,,,,,,,"""Có phải không?""",1:36,Video,
,,,,,,,,"Bản đồ tư duy ""Mã""",1:51,Video,
,,,,,,,,Ôn tập,3:51,Video,
,,,,,,,,Tài liệu bổ sung 8,11:42,Video,
,,,,,,,,Từ vựng 8 (Bản xem trước),2 trang,Document,
,,,,,,,,Giờ kể chuyện - Chương 2 ,7:41,Video,
,,,,,,,Phần 5: Bài 9 - Bạn gọi một người chết là gì?,,,Video,
,,,,,,,,Cùng nói chuyện nào!,2:02,Video,
,,,,,,,,Giới thiệu bài 9,0:32,Video,
,,,,,,,,"""Được gọi là...""",3:15,Video,
,,,,,,,,Một câu chuyện vô cùng buồn về Shi,0:55,Video,
,,,,,,,,"""Thập""",1:21,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Một nguyên tắc cơ bản,1:04,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Cái to trước,1:49,Video,
,,,,,,,,Líu lo lẹo lưỡi ,1:23,Video,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Đừng khóc vì tôi argentina,2:24,Video,
,,,,,,,,Rất nhiều thứ quan trọng,4:42,Video,
,,,,,,,,Một cuộc hội thoại thuần khiết,0:21,Video,
,,,,,,,,Ôn tập,2:06,Video,
,,,,,,,,Tài liệu bổ sung 9,14:06,Video,
,,,,,,,,Từ vựng bài 9,2 trang,Document,
,,,,,,,Phần 6: Bài 10 - Các ký tự nổi tiếng nhất thế giới,,,,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,"Phần 7: Bài 11 - Làm việc, Yêu thương, Mở rộng",,,,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,"Phần 8: Bài 12 - Hôm qua, hôm nay và kể cả ngày mai ",,,,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,Phần 9: Bài 13 - Châm chộc những người bạn Trung Quốc của bạn (?),,,,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,Phần 10: Bài 14 - Rẽ về Uruguay,,,,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,Phần 11: Bài 15 - Mọi nơi và mọi thứ,,,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,Phần 12: Bài 16 - Tôi biết những người xấu xí,,,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,2 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,,Vấn đề,1 câu hỏi,Quiz,
,,,,,,,Chương trình giảng dạy đầy đủ,,,,
