Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Làm thế nào để có được quyền truy cập vào một máy chủ Linux nếu bạn không được cho phép.,,,,,Ôn tập,0:27,,
,,,,,,,Phần 3: Ngày thứ 2,,,,
,,,,,,,,Cấu trúc thư mục Linux,10:02,,
,,,,,,,,Trình thông dịch (Shell),7:35,,
,,,,,,,,Các lệnh Linux cơ bản,5:06,,
,,,,,,,,Fish,5:56,,
,,,,,,,,Làm việc với các Thư mục,8:57,,
,,,,,,,,Bảng liệt kê các tập tin và hiểu về LS Output,11:45,,
,,,,,,,Phần 4: Ngày thứ 3,,,,
,,,,,,,,Quyền cho thư mục và tập tin được giải thích - Phần Một,11:14,,
,,,,,,,,Quyền cho thư mục và tập tin được giải thích - Phần Hai,9:28,,
,,,,,,,,Tìm kiếm tập tin và Thư mục,6:55,,
,,,,,,,,Hiển thị tập tin và trình soạn thảo Nano,5:16,,
,,,,,,,,Chỉnh sửa tập tin trong Vi,9:58,,
,,,,,,,,Chỉnh sửa tập tin với Emacs,5:40,,
,,,,,,,,Biên tập đồ họa,4:22,,
,,,,,,,Phần 5: Ngày thứ 4,,,,
,,,,,,,,"Xóa, sao chép, di chuyển, và đổi tên tập tin",11:08,,
,,,,,,,,Các kí hiệu - Phần Một,5:12,,
,,,,,,,,Các kí hiệu - Phần Hai,7:03,,
,,,,,,,,"Đầu vào, đầu ra, và sự chuyển hướng",7:46,,
,,,,,,,,So sánh các tập tin,4:13,,
,,,,,,,,Tìm kiếm trong tập tin và sử dụng Pipes,9:41,,
,,,,,,,,Truyền và sao chép các tập tin qua mạng,6:35,,
,,,,,,,,Tùy chỉnh Shell Prompt,5:08,,
,,,,,,,,Các công cụ rút gọn lệnh shell,3:41,,
,,,,,,,,Ôn tập,0:27,,
,,,,,,,Phần 6: Ngày thứ 5,,,,
,,,,,,,,Biến môi trường,2 trang,,
,,,,,,,,Quy trình và kiểm soát công việc,11:53,,
,,,,,,,,Lên lịch các việc lặp lại với Cron,5:50,,
,,,,,,,,Chuyển đổi người dùng và chạy các lệnh,8:10,,
,,,,,,,,Lịch sử shell và Tab Hoàn Tab,13:11,,
,,,,,,,,Cài đặt phần mềm,13:33,,
,,,,,,,,Kết luận - Xin chúc mừng và cảm ơn!,1:04,,
,,,,,,,Mục 7: Tặng thêm ,,,,
,,,,,,,,"Tặng thêm - Cài đặt Apache, MySQL, PHP và Wordpress trên Ubuntu",9:26,,
