Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Shared Text Styles,2:25,Video,
,,,,,,,,Text Path & Outline,2:21,Video,
,,,,,,,,Ảnh Bitmap,5:03,Video,
,,,,,,,,Biểu tượng,6:23,Video,
,,,,,,,,Giới thiệu về Styling,4:46,Video,
,,,,,,,,Styling,9:43,Video,
,,,,,,,,"Tổ chức: Groups, artboards, & Pages",9:34,Video,
,,,,,,,,Cài đặt Canvas,9:52,Video,
,,,,,,,,Xuất sản phẩm thiết kế,10:34,Video,
,,,,,,,Phần 6: UX School 101,,,,
,,,,,,,,UX (Trải nghiệm người dùng) là gì?,5:24,Video,
,,,,,,,,UX bắt đầu ở đâu,5:14,Video,
,,,,,,,,Khả năng sử dụng,3:49,Video,
,,,,,,,,thiết kế người dùng là trọng tâm,3:59,Video,
,,,,,,,,10 nguyên tắc của thiết kế mà người dùng là trọng tâm,7:32,Video,
,,,,,,,,Nhu cầu kinh doanh so với nhu cầu người dùng,3:24,Video,
,,,,,,,,Phẩm chất của một nhà thiết kế UX tốt ,6:32,Video,
,,,,,,,,Tiến trình thiết kế UX,3:10,Video,
,,,,,,,Phần 7: UX School Ứng dụng: Khám phá App của chúng tôi,,,,
,,,,,,,,Công việc của bạn,1:00,Video,
,,,,,,,,TÌm hiểu mục tiêu người dùng,5:11,Video,
,,,,,,,,Thông tin thêm về người dùng,1:52,Video,
,,,,,,,,20 phương pháp nghiên cứu UX,8:49,Video,
,,,,,,,,tạo Personas,7:03,Video,
,,,,,,,,Biểu đồ người dùng,5:03,Video,
,,,,,,,,vẽ Mockups,4:27,Video,
,,,,,,,,Mockups Trong Sketch,7:23,Video,
,,,,,,,Phần 8: Gói biểu tượng (Icon Pack),,,,
,,,,,,,,Biểu tượng Video Camera ,2:17,Video,
,,,,,,,,Biểu tượng Location ,2:18,Video,
,,,,,,,,Biểu tượng biểu đồ hình tròn (Pie Chart),3:39,Video,
,,,,,,,,Biểu tượng nốt nhạc (Music Note),3:11,Video,
,,,,,,,,Biểu tượng dòng Analytics ,1:45,Video,
,,,,,,,,Biểu tượng nửa mặt trăng,2:14,Video,
,,,,,,,,Biểu tượng mặt trời,3:13,Video,
,,,,,,,,Biểu tượng Tóm tắt Giấy ,6:44,Video,
,,,,,,,,Biểu tượng đồng hồ,3:06,Video,
,,,,,,,,Biểu tượng Hộp màu  (color Box),3:14,Video,
,,,,,,,,Biểu tượng bánh răng,3:04,Video,
,,,,,,,,Biểu tượng Thách thức,0:49,Video,
,,,,,,,,Giải pháp Thách thức,5:33,Video,
,,,,,,,Phần 9: Thiết kế Ứng dụng,,,,
,,,,,,,,Trải nghiệm Màn Hình 1,18:07,Video,
,,,,,,,,Trải nghiệm Màn Hình 2,11:14,Video,
,,,,,,,,Trải nghiệm Màn Hình 3,2:11,Video,
,,,,,,,,Trải nghiệm Màn Hình cuối,9:31,Video,
,,,,,,,,Tùy chỉnh Màn hình,15:55,Video,
,,,,,,,,Thiết lập,4:31,Video,
,,,,,,,,Mặc định/Trang chủ,18:10,Video,
,,,,,,,,Thêm vào trang chủ,13:40,Video,
,,,,,,,,Hoàn thiện trang chủ,6:28,Video,
,,,,,,,,Thiết lập màn hình,10:40,Video,
,,,,,,,,Hoàn thiện thiết lập màn hình,7:01,Video,
,,,,,,,,Thiết lập màn hình (2),4:23,Video,
,,,,,,,,Màn hình báo cá nhân,4:24,Video,
,,,,,,,Phần 10: Prototyping với Invision,,,,
,,,,,,,,"Giới thiệu về inVision
",4:40,Video,
,,,,,,,,Chuẩn bị cho việc đăng lên,4:09,Video,
,,,,,,,,Prototyping bản tải lên của chúng ta,14:20,Video,
,,,,,,,,Một chút thay đổi,4:08,Video,
,,,,,,,Phần 11: Thực hiện thiết kế vào Xcode cùng Rob Percival,,,,
,,,,,,,,Băt đầu Xcode,1:07,Video,
,,,,,,,,Thiết lập một dự án,1:38,Video,
,,,,,,,,Nút bấm đầu tiên của chúng ta,4:00,Video,
,,,,,,,,Nhập ảnh,2:43,Video,
,,,,,,,,Các nhãn như trường văn bản,2:32,Video,
,,,,,,,,Hoàn thiện màn hình,3:52,Video,
,,,,,,,Phần 12: TÀI LIỆU BỔ SUNG: Thiết kế trang web và sử dụng Boootstrap cùng Victor Bastos,,,,
,,,,,,,,Tài liệu phác thảo thiết kế trang web,Text,Text,
,,,,,,,,Bổ sung: Giới thiệu trang web Bootstrap,6:02,Video,
,,,,,,,,Bổ sung: Trang web Bootstrap phần 1,16:35,Video,
,,,,,,,,Bổ sung: Trang web Bootstrap phần 2,15:19,Video,
,,,,,,,,Bổ sung: Trang web Bootstrap phần 3,16:46,Video,
,,,,,,,,Bổ sung: Trang web Bootstrap phần 4,17:18,Video,
,,,,,,,,Bổ sung: Trang web Bootstrap phần 5,7:58,Video,
,,,,,,,Phần 13: Tiếp tục thêm nội dung,,,,
,,,,,,,,Tiếp tục thêm nội dung,Text,Text,
