Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Khóa học này được thiết kế để tự tương tác nhưng các sinh viên ham học có thể hoàn thành nó trong 9-10 tuần. Mỗi phần được chia thành các mô tả video giải thích các khái niệm cốt lõi của tiếng Nhật bằng tiếng Anh, tiếp theo là bổ sung vốn từ vựng, các hoạt động, các file âm thanh và thậm chí nhiều hơn các mô tả video một cách cẩn thận cho thấy làm thế nào để viết đúng các ký tự của tiếng Nhật.",,,,,"JIC 01-01 Hoạt động
",4 trang,Document,
,,,Tất cả các tài liệu đã được xem xét kỹ lưỡng và xác minh bởi một chuyên gia giảng dạy tiếng Nhật và người bản xứ.,,,,,"JIC 01-01 Audio
",2:04,Video,
,,,Xin vui lòng thông báo cho tôi qua trang web của chúng tôi nếu bạn không thể đủ khả năng để mua khóa học này vì một số rắc rối về tài chính hoặc bạn chỉ đơn giản là không có thêm tiền mặt và bạn sẽ muốn tham gia nó.,,,,,"JIC 01-06 Chào hỏi cơ bản và các Cụm từ
",6:52,Video,
,,,"Nếu bạn yêu thích việc học tiếng Nhật để thúc đẩy sự nghiệp của bạn, hoặc chỉ để cho vui; và nếu bạn đánh giá cao một cơ hội tốt để học tiếng Pháp như thế này, khóa học này là dành cho bạn.",,,,,JIC 01-06 Hoạt động,1 trang,Document,
,,,,,,,,"JIC 01-06 Audio
",1:03,Video,
,,,,,,,,"JIC 01 Giải pháp Hoạt động
",1 trang,Document,
,,,,,,,Phần 2: Con người và Đồ vật,,,Video,
,,,,,,,,"JIC 02-01 Tiêu đề, Quốc tịch, Nghề nghiệp và Gia đình",7:26,Video,
,,,,,,,,JIC 02-01 Hoạt động,3 trang,Document,
,,,,,,,,JIC 02-01 Audio,1:09,Video,
,,,,,,,,JIC 02-01 Góc Kanji,7:11,Video,
,,,,,,,,JIC 02-02 Đại từ nhân xưng,4:50,Video,
,,,,,,,,JIC 02-02 Hoạt động,2 trang,Document,
,,,,,,,,JIC 02-02 Audio,0:11,Video,
,,,,,,,,JIC 02-02 Góc Kanji,1:27,Video,
,,,,,,,,JIC 02-03 Câu kể và Câu hỏi cơ bản,6:34,Video,
,,,,,,,,JIC 02-03 Hoạt động,2 trang,Document,
,,,,,,,,"JIC 02-04 Đây, Đó và Cũng",3:21,Video,
,,,,,,,,JIC 02-04 Hoạt động,2 trang,Document,
,,,,,,,,JIC 02-04 Audio,0:24,Video,
,,,,,,,,JIC 02-04 Góc Kanji,4:23,Video,
,,,,,,,,JIC 02 Giải pháp Hoạt động,2 trang,Document,
,,,,,,,Phần 3: Kỹ năng sống hàng ngày,,,Video,
,,,,,,,,JIC 03-01 Nói Có và Không,3:34,Video,
,,,,,,,,JIC 03-01 Hoạt động,2trang,Document,
,,,,,,,,JIC 03-01 Audio,0:24,Video,
,,,,,,,,JIC 03-01 Góc Kanji,2:01,Video,
,,,,,,,,JIC 03-02 Who and Whose,4:17,Video,
,,,,,,,,JIC 03-02 Hoạt động,2 trang,Document,
,,,,,,,,JIC 03-02 Audio,0:23,Video,
,,,,,,,,JIC 03-02 Góc Kanji,1:17,Video,
,,,,,,,,JIC 03-03 Cái gì và Cái nào,4:24,Video,
,,,,,,,,JIC 03-03 Hoạt động,2 trang,Document,
,,,,,,,,JIC 03-03 Audio,0:19,Video,
,,,,,,,,JIC 03-03 Góc Kanji,3:11,Video,
,,,,,,,,JIC 03-04 Ở đâu và Địa điểm,7:05,Video,
,,,,,,,,JIC 03-04 Hoạt động,2 trang,Document,
,,,,,,,,JIC 03-04 Audio,0:51,Video,
,,,,,,,,JIC 03-04 Góc Kanji,6:21,Video,
,,,,,,,,"JIC 03-05 Số đếm, Tuổi và Tiền",5:27,Video,
,,,,,,,,JIC 03-05 Hoạt động,2 trang,Document,
,,,,,,,,JIC 03-05 Audio,0:24,Video,
,,,,,,,,JIC 03-05 Góc Kanji,1:25,Video,
,,,,,,,,JIC 03-06 Thời gian,6:43,Video,
,,,,,,,,JIC 03-06 Hoạt động,1 trang,Document,
,,,,,,,,JIC 03-06 Audio,0:14,Video,
,,,,,,,,JIC 03-06 Góc Kanji,2:54,Video,
,,,,,,,,JIC 03-07 Time câu hỏis,4:22,Video,
,,,,,,,,JIC 03-07 Hoạt động,1 trang,Document,
,,,,,,,,JIC 03-07 Audio,0:15,Video,
,,,,,,,,JIC 03-07 Góc Kanji,1:12,Video,
,,,,,,,,JIC 03-08 Ngày và Tháng,6:17,Video,
,,,,,,,,JIC 03-08 Hoạt động,2 trang,Document,
,,,,,,,,JIC 03-08 Audio,1:37,Video,
,,,,,,,,JIC 03-08 Góc Kanji,6:40,Video,
,,,,,,,,JIC 03-09 Thích và Không thích,3:30,Video,
,,,,,,,,JIC 03-09 Hoạt động,2 trang,Document,
,,,,,,,,JIC 03-09 Audio,0:36,Video,
,,,,,,,,JIC 03-09 Góc Kanji,6:11,Video,
,,,,,,,,JIC 03 Giải pháp Hoạt động,4 trang,Document,
,,,,,,,Phần 4: Mô tả,,,Video,
,,,,,,,,JIC 04-01 Tính từ,8:29,Video,
,,,,,,,,JIC 04-01 Hoạt động,2 trang,Document,
,,,,,,,,JIC 04-01 Audio,0:48,Video,
,,,,,,,,JIC 04-01 Góc Kanji,7:47,Video,
,,,,,,,,JIC 04-02 Cấp độ Đặt câu hỏi và Nói bổ sung,5:13,Video,
,,,,,,,,JIC 04-02 Hoạt động,2 trang,Document,
,,,,,,,,JIC 04-02 Audio,0:38,Video,
,,,,,,,,JIC 04-02 Góc Kanji,3:04,Video,
,,,,,,,,JIC 04-03 Các tính từ được dùng như Danh từ,4:25,Video,
,,,,,,,,JIC 04-03 Hoạt động,2  trang,Document,
,,,,,,,,JIC 04-03 Audio,0:40,Video,
,,,,,,,,JIC 04-03 Góc Kanji,4:40,Video,
,,,,,,,,"JIC 04-04 Kinh nghiệm được chia sẻ, Nhấn Mạnh và Xác nhận",5:05,Video,
,,,,,,,,JIC 04-04 Hoạt động,2  trang,Document,
,,,,,,,,JIC 04-04 Audio,0:24,Video,
,,,,,,,,JIC 04-04 Góc Kanji,0:20,Video,
,,,,,,,,"JIC 04-05 Vẻ bề ngoài, Địa điểm và Tài năng",3:37,Video,
,,,,,,,,JIC 04-05 Hoạt động,2 trang,Document,
,,,,,,,,JIC 04-05 Audio,0:28,Video,
,,,,,,,,JIC 04-05 Góc Kanji,4:04,Video,
,,,,,,,,JIC 04-06 So sánh,4:11,Video,
,,,,,,,,JIC 04-06 Hoạt động,1 trang,Document,
,,,,,,,,JIC 04-06 Audio,0:04,Video,
,,,,,,,,JIC 04-06 Góc Kanji,0:15,Video,
,,,,,,,,JIC 04 Giải pháp Hoạt động,4 trang,Document,
,,,,,,,Phần 5: Sự hiện hữu và Sở hữu đồ vật,,,,
,,,,,,,,JIC 05-01 Đồ dùng sinh hoạt,6:24,Video,
,,,,,,,,Chương trình học đầy đủ,,,
