Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Và thêm nữa, Tudemy hoàn tiền trong vòng 30 ngày nếu bạn không hài lòng, và cá nhân tôi đảm bảo bạn sẽ thành công như hàng ngàn các học viên của Tudemy khác",,,,,Miễn phí thư viện nhạc từ Youtube,3:55,Video,
,,,,,,,,Miễn phí thư viện nhạc từ Youtube - cập nhật,Văn bản,Text,
,,,,,,,,"Tăng lượt view, subscribe cho video hiện tại và kiếm tiền từ nó",8:03,Video,
,,,,,,,,Làm sao để ngay lập tức theo dõi đối thủ của bạn và đánh bại họ,10:38,Video,
,,,,,,,,"Cách mới để tìm ra đánh đáu hiệu quả cho video, không phải ai cũng biết",2:09,Video,
,,,,,,,,Cuối cùng nhưng rất quang trọng - Làm sao và vì sao để sử dụng chúng Phần 1,9:11,Video,
,,,,,,,,Cuối cùng nhưng rất quang trọng - Làm sao và vì sao để sử dụng chúng Phần 2,1:35,Video,
,,,,,,,,Backlinks: 8 cách dễ dàng để thành công và thêm backlink từ kênh Youtube,Văn bản,Text,
,,,,,,,"Phần 3: Lượt view - thêm lượt xem, liên kết và theo dõi",,,,
,,,,,,,,Người xem có thực sự quan tâm? và tái sao,1:50,Video,
,,,,,,,,View nào là view quan trọng?,0:44,Video,
,,,,,,,,Comment là 1 bí quyết thành công - làm cách nào để sử dụng chúng,2:31,Video,
,,,,,,,,Làm sao để dừng spam ngay lập tức,3:02,Video,
,,,,,,,,Bí mật của inbox Youtube,0:54,Video,
,,,,,,,"Phần 4: Tính năng thêm để làm tăng view, theo dõi dễ dàng và kiếm tiền",,,,
,,,,,,,,Tính năng Youtube và giải thích,4:36,Video,
,,,,,,,,Tạo ra video Youtube dễ dàng,3:56,Video,
,,,,,,,,Làm sao để tăng lên hàng triệu view và sub,3:16,Video,
,,,,,,,,Làm sao để thêm quảng cáo vào video,1:51,Video,
,,,,,,,,Cài đặt nâng cao để dễ dàng hơn,1:15,Video,
,,,,,,,Phần 5: Phân tích Youtube - Chìa khóa nếu sử dụng đúng cách,,,,
,,,,,,,,Giới thiệu về phân tích - làm sao để đọc được phân tích về lượt view,3:42,Video,
,,,,,,,,Làm sao để hiểu nhanh nhất và kiếm tiền từ nền tảng video,13:24,Video,
,,,,,,,,Chính xác thì bạn phải làm gì đầu tiên,1:05,Video,
,,,,,,,,Làm sao để hiểu được báo cáo phân tích,2:59,Video,
,,,,,,,,Hiểu về đặc điểm nhân chủng học của lượng xem,3:23,Video,
,,,,,,,,Giờ thì xem bạn đã thành công,4:54,Video,
,,,,,,,,Tính năng mới -  real time,Văn bản,Text,
,,,,,,,,Devices - phân tích đơn giản,3:51,Video,
,,,,,,,,Quan trọng: Làm thế nào để phân tích được hết các chức năng của Youtube,17:27,Video,
,,,,,,,Phần 6: Hiểu được báo cáo lượt tương tác để tiến tới thành công,,,,
,,,,,,,,Báo cáo tương tác: Giới thiệu,0:37,Video,
,,,,,,,,Hiểu được phân tích về lượt theo dõi,6:27,Video,
,,,,,,,,Like và dislikes - bạn cần biết cái gì? Nó sẽ làm bạn bất ngờ,3:39,Video,
,,,,,,,,"Ví dụ về dữ liệu ""ưa thích"" của bạn",1:08,Video,
,,,,,,,,Tìm hiểu sao những bình luận lại rất quan trọng ,1:04,Video,
,,,,,,,,Chia sẻ video của bạn,1:31,Video,
,,,,,,,,"Báo cáo chú thích - Làm sao để đọc được chúng, làm sao để tăng được kết quả lên",3:39,Video,
,,,,,,,Phần 7: Cơ bản về bản quyền,,,,
,,,,,,,,Bản quyền - Những câu hỏi thường gặp - Băng nghe,3:44,Video,
,,,,,,,,Bạn có cần giúp để hiểu vấn đề bản quyền của 1 video,Văn bản,Text,
,,,,,,,,Giúp đỡ. có 1 ai đó ăn cắp video của tôi,Văn bản,Text,
,,,,,,,Phần 8: Hỏi đáp,,,Video,
,,,,,,,,Tại sao bạn không cần quan tâm tới lượt view,6:16,Video,
,,,,,,,,Tại sao định dạng file không được Youtube chấp nhận,Văn bản,Text,
,,,,,,,,Bí mật để thành công trên Youtube,5:59,Video,
,,,,,,,,"Views ""Stuck"" at 301?",Văn bản,Text,
,,,,,,,Phần 9: Các nguồn tài liệu tham khảo,,,,
,,,,,,,,Nguồn tài liệu - 1000 trang có thể download PDF,Văn bản,Text,
,,,,,,,,Sử dụng Youtube để kết nối với thế hệ C,1 trang,Document,
,,,,,,,Phần 10: Ảnh hiển thị Youtube và khóa học đồ họa - Kiếm phiếu giảm giá ở đây,,,,
,,,,,,,,Ảnh Youtube - khóa học miễn phí,Văn ban,Text,
,,,,,,,Phần 11: Tìm hiểu thêm về Alun Hill,,,,
,,,,,,,,Về Alun Hill,Văn bản,Text,
