Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Tôi dành ra 30 tiếng một tuần để trả lời email và nói chuyện điện thoại với học sinh của mình. Tôi giúp đỡ mọi người cùng với kiến thức chuyên môn của mình và tạo ra khác biệt. Tôi yêu thích những gì tôi làm và tôi sẽ làm mọi thứ có thể, tôi trao cho các bạn mọi thứ tôi có để đảm bảo các bạn sẽ thành công.",,,,,Kết bạn với tôi trên Linkedln để có thêm sự hỗ trợ và cơ hội việc làm,Văn bản,Text,
,,,Chúc bạn có một ngày tuyệt vời,,,,,Có được hơn 500 sự liên kết trong vòng chưa đầy 5 phút,3:16,Video,
,,,,,,,,Hỏi đáp - có được hơn 500 liên kết trong vòng chưa đầy 5 phút,Văn bản,Text,
,,,,,,,,Nhưng gợi ý tối quan trọng của Linkedln và làm sao để có chúng,4:02,Video,
,,,,,,,,Làm thế nào để tạo ra những kỹ năng và phần xác nhận tuyệt vời,0:46,Video,
,,,,,,,,"Tiêu đề của bạn như một đoạn quảng cáo tới người tuyển dụng, đừng lãng phí khoảng trống đó",Văn bản,Text,
,,,,,,,,Những lời khuyên về hình ảnh của bạn trên Linkedln,Văn bản,Text,
,,,,,,,Phần 3: Làm thế nào để tách biệt bạn với những người khác và nổi bật với một trang cá nhân,,,,
,,,,,,,,Công cụ tuyệt vời nhất không thể chối cãi để bạn được tách biệt và nổi bật,3:08,Video,
,,,,,,,,95% mọi người không biết làm thế nào để sử dụng trang web cá nhân để có được một cuộc phỏng vấn,1:57,Video,
,,,,,,,,Cách không thể đơn giản hơn tạo ra một trang web cá nhân của bạn trong vòng 1 giờ đồng hồ,Văn bản,Text,
,,,,,,,Phần 4: Vượt qua vòng loại và chinh phục quá trình nộp đơn trực tuyến,,,,
,,,,,,,,Bí mật lớn nhất của tìm kiếm việc làm mà bạn không biết phần 1,2:05,Video,
,,,,,,,,Bí mật lớn nhất của tìm kiếm việc làm mà bạn không biết phần 2,3:09,Video,
,,,,,,,,Bí mật lớn nhất của tìm kiếm việc làm mà bạn không biết phần 3,1:52,Video,
,,,,,,,Phần 5: Hàng loạt các cách tiếp cận với quản lý nhân sự và áp dụng trực tiếp với mọi người,,,,
,,,,,,,,Tìm kiếm người ra quyết định tuyển dụng cuối cùng - tìm kiếm ông chủ của bạn,3:15,Video,
,,,,,,,,Nộp đơn trực tiếp mà không cần phải nói chuyện với bất cứ ai,1:50,Video,
,,,,,,,,"Đây là cách những người kiếm việc hàng đầu tìm kiếm những công việc tuyệt vời. Shhh, đây là một bí mật",4:03,Video,
,,,,,,,,"Không thể tìm thấy được ai là người ra quyết định cuối cùng? Đây là cách "" chữa cháy "" dễ dàng.",4:06,Video,
,,,,,,,,Tháp tìm việc và hệ thống giới thiệu nhân viên ,3:49,Video,
,,,,,,,,Phương pháp đơn giản nhất đôi khi có thể là cách tốt nhất,Văn bản,Text,
,,,,,,,,Bạn đã bao giờ kêu gọi sự hỗ trợ từ khách hàng? Một các khác để tiếp cận những người ra quyết định,2:20,Video,
,,,,,,,,Làm thế nào để có được Email của bất kỳ nhà tuyển dụng nào,Văn bản,Text,
,,,,,,,,Sử dụng phương tiện truyền thông đại chúng để nộp đơn trực tiếp,2:24,Video,
,,,,,,,Phần 6: Kết luận và các bước hành động,,,,
,,,,,,,,Gọi hoặc gửi mail cho tôi - Số điện thoại cá nhân và địa chỉ Email của tôi,Văn bản,Text,
,,,,,,,,Kế hoạch hành động,Văn bản,Text,
,,,,,,,,Một điều cuối cùng,2:44,Video,
