Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Đầu tư Bất động sản Truyền thống và Sáng tạo,11:23,Video,
,,,,,,,,Cách để biến ít thành nhiều với bất động sản phần 1a,16:02,Video,
,,,,,,,,Cách để biến ít thành nhiều với bất động sản phần 1b,10:11,Video,
,,,,,,,,Cách để biến ít thành nhiều với bất động sản phần 2a,11:29,Video,
,,,,,,,,Cách để biến ít thành nhiều với bất động sản phần 2b,14:04,Video,
,,,,,,,Phần 3: Công thức từng bước đầu tư bất động sản sáng tạo ,,,,
,,,,,,,,Công thức căn bản đầu tư Bất động sản sáng tạo,13:07,Video,
,,,,,,,,Bước 1: Tìm người bán có động cơ,10:17,Video,
,,,,,,,,Bước 2: Cách để nói chuyện với người bán có động cơ,4:33,Video,
,,,,,,,,Bước 2: Cuộc gọi trực tiếp với người bán có động cơ,1:26:48,Video,
,,,,,,,,Bước 3: Cách tốt nhất để ra giá,12:36,Video,
,,,,,,,,Bước 3: Đạt được thỏa thuận theo hợp đồng,5:03,Video,
,,,,,,,,Bước 3: Triển khai thực hiện thỏa thuận,8:05,Video,
,,,,,,,,Bước 3: Ước tính chi phí cải tạo như một chuyên gia,31:17:00,Video,
,,,,,,,,Bước 4: Đánh giá thỏa thuận,7:42,Video,
,,,,,,,,Bước 4: Xác định giá trị tài sản một cách chính xác,14:30,Video,
,,,,,,,,Bước 4: Tiếp cận MLS (dịch vụ đăng kê bất động sản) cho đầu tư bất động sản,7:58,Video,
,,,,,,,,Bước 5: Lời khuyên cải tạo nhà cho nhà đầu tư,15:12,Video,
,,,,,,,,Bước 5: Cách dễ dàng để tìm người mua,8:35,Video,
,,,,,,,,Bước 5: 5 mẹo bán nhà mà công ty môi giới bất động sản của bạn không biết,12:44,Video,
,,,,,,,,Bước 5: Mẹo đơn giản để bán nhà nhanh,16:58,Video,
,,,,,,,,Bước 5: kiểm soát người mua,18:05,Video,
,,,,,,,,Bước 6: Cách để nhận kinh phí cho các thỏa thuận bất động sản,9:32,Video,
,,,,,,,,Bước 6: Kết thúc thỏa thuận,6:29,Video,
,,,,,,,Phần 4: Mua bất động sản mà không cần tiền mặt hoặc tín dụng (bài giảng UCF),,,,
,,,,,,,,Giới thiệu,4:46,Video,
,,,,,,,,Thỏa thuận đầu tiên,4:58,Video,
,,,,,,,,Ba cách để mua bất động sản mà không cần tiền mặt hoặc tín dụng,1:30,Video,
,,,,,,,,Tài chính chủ sở hữu,1:36,Video,
,,,,,,,,"Subject to (mua tài sản bằng thế chấp hiện tại, nhưng người mua không chịu trách nhiệm về các khoản nợ)",8:12,Video,
,,,,,,,,Bí quyết để quản lý tài sản,1:18,Video,
,,,,,,,,Tại sao người bán đồng ý với subject to?,1:51,Video,
,,,,,,,,Hợp đồng chọn trong thuê nhà,5:36,Video,
,,,,,,,,Kỹ thuật nào tốt hơn?,3:49,Video,
,,,,,,,,Land trusts (trường hợp quyền sở hữu thuộc về một bên ủy thác nhưng người thụ hưởng mảnh đất là một người khác),2:49,Video,
,,,,,,,,Các nhược điểm,9:16,Video,
,,,,,,,,Tịch thu nhà đất,2:34,Video,
,,,,,,,,Những cạm bẫy phổ biến ,2:51,Video,
,,,,,,,,Kiểm tra kỹ năng của bạn # 1,3:40,Video,
,,,,,,,,Kiểm tra kỹ năng của bạn # 2,5:33,Video,
,,,,,,,,Kiểm tra kỹ năng của bạn # 3,1:25,Video,
,,,,,,,,Điều khoản bán,2:02,Video,
,,,,,,,,Người bán Y2K ,4:01,Video,
,,,,,,,,Hỏi đáp,2:30,Video,
,,,,,,,"Phần 5: Hiểu biết về ""flip"" nhà (Những gì bạn sẽ không thấy trên TV)",,,,
,,,,,,,,"Bí quyết của ""flip"" nhà",15:38,Video,
,,,,,,,,"Liệu ""flip"" nhà có bất hợp pháp?",11:51,Video,
,,,,,,,,"Liệu ""flip"" nhà có đảm bảo đạo đức?",10:55,Video,
,,,,,,,,Những gì họ không nói cho bạn về những ngôi nhà bán buôn,17:27,Video,
,,,,,,,,"""Flip"" một ngôi nhà ở ngay sân sau nhà bạn",3:05,Video,
,,,,,,,,"Chương trình truyền hình về ""flip"" nhà có hữu ích cho các nhà đầu tư không?",18:40,Video,
,,,,,,,Phần 6: Bất động sản của bạn trong tương lai,,,,
,,,,,,,,Thiết lập mục tiêu cho đầu tư Bất động sản,10:50,Video,
,,,,,,,,Đầu tư vào bất động sản gần và xa nhà,19:01,Video,
,,,,,,,,Có cần bỏ việc để làm bất động sản?,19:55,Video,
,,,,,,,,Pháp nhân nào tốt nhất cho đầu tư bất động sản,18:14,Video,
,,,,,,,,Đầu tư bằng lương hưu,11:20,Video,
,,,,,,,,5 Mẹo tiết kiệm thuế cho đầu tư bất động sản,16:07,Video,
,,,,,,,,Xây dựng giá trị ròng bằng việc sử dụng bất động sản,16:17,Video,
,,,,,,,Phần 7: Những gì bạn cần biết trước khi bạn bắt đầu đầu tư,,,,
,,,,,,,,Cách tệ nhất để đầu tư vào bất động sản,15:41,Video,
,,,,,,,,7 cách khiến nhà đầu tư thất bại,19:28,Video,
,,,,,,,,Liệu có nhà cố vấn đầu tư bất động sản nào phù hợp với bạn?,8:13,Video,
,,,,,,,,Chọn một cố vấn đầu tư bất động sản,16:07,Video,
,,,,,,,,Câu chuyện của bạn sẽ tiếp diễn như thế nào?,8:21,Video,
,,,,,,,,Kết luận của khóa học,4:22,Video,
