Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Tóm tắt các bước (đến phần Quản lý tổng thể),3:02,Video,
,,,,,,,,Tài liệu Dự án,0:51,Video,
,,,,,,,,Phê duyệt kế hoạch quản lý dự án và bắt đầu buổi họp,1:59,Video,
,,,,,,,,Quy trình trực tiếp và Quản lý dự án làm việc,5:48,Video,
,,,,,,,,"Hành động khắc phục, hành động phòng ngừa & Khắc phục nhược điểm",4:04,Video,
,,,,,,,,Giám sát và điều khiển quá trình làm việc của dự án,3:42,Video,
,,,,,,,,Thực hiện quy trình kiểm soát thay đổi tổng thể,8:30,Video,
,,,,,,,,Thay đổi Ban kiểm soát (CCB),0:46,Video,
,,,,,,,,Quy trình thay đổi,6:05,Video,
,,,,,,,,Quy trình kết thúc dự án hoặc một pha trong dự án,1:42,Video,
,,,,,,,,Các câu hỏi và câu trả lời phần 4,14:53,Video,
,,,,,,,,Phần 4 Trắc nghiệm: Khối kiến thức về quản lý tổng thể,37 câu hỏi,Quiz,
,,,,,,,Phần 5: Các lĩnh vực kiến thức quản trị phạm vi ,,,,
,,,,,,,,Tài liệu phát tay cho Phần 5 - Thuyết trình,84 trang,Document,
,,,,,,,,Nội dung,1:01,Video,
,,,,,,,,Tổng quan về Quản lý phạm vi,6:31,Video,
,,,,,,,,Phạm vi sản phẩm & phạm vi dự án,1:43,Video,
,,,,,,,,Lên quy trình quản lý phạm vi,2:49,Video,
,,,,,,,,Thu thập quy trình yêu cầu,1:35,Video,
,,,,,,,,Công cụ & kỹ thuật để thu thập các yêu cầu,9:52,Video,
,,,,,,,,Tài liệu yêu cầu,2:00,Video,
,,,,,,,,Cân đối yêu cầu các bên liên quan và giải quyết các yêu cầu bị mâu thuẫn,2:22,Video,
,,,,,,,,Ma trận truy xuất yêu cầu,2:09,Video,
,,,,,,,,Xác định quy trình phạm vi,1:56,Video,
,,,,,,,,Tuyên bố phạm vi dự án,2:51,Video,
,,,,,,,,Những hạn chế và giả định,2:00,Video,
,,,,,,,,Quy trình tạo cấu trúc phân tách công việc (WBS),4:15,Video,
,,,,,,,,Nội quy tạo WBS,6:40,Video,
,,,,,,,,Lợi ích của việc sử dụng WBS,10:27,Video,
,,,,,,,,Mối quan hệ của các cấp bậc trong WBS,1:51,Video,
,,,,,,,,Từ điển WBS,4:07,Video,
,,,,,,,,Xác nhận quy trình phạm vi,5:55,Video,
,,,,,,,,Các bước của phê chuẩn phạm vi,2:55,Video,
,,,,,,,,Quy trình kiểm soát phạm vi,3:50,Video,
,,,,,,,,Các câu hỏi và câu trả lời phần 5,8:59,Video,
,,,,,,,,Trắc nghiệm Phần 5: Lĩnh vực quản lý Khối kiến thức,25 trang,Document,
,,,,,,,Phần 6: Thời gian quản lý Khối kiến thức,,,,
,,,,,,,,Tài liệu phát tay tay cho Phần -6 Thuyết trình,111 trang,Document,
,,,,,,,,Nội dung,2:01,Video,
,,,,,,,,Tổng quan về quản lý thời gian,2:43,Video,
,,,,,,,,Lên kế hoạch Quy trình quản lí lịch trình,6:02,Video,
,,,,,,,,Xác định quy trình hoạt động,4:11,Video,
,,,,,,,,Ví dụ xác định quy trình hoạt động,2:14,Video,
,,,,,,,,Quy trình chuỗi hoạt động,2:18,Video,
,,,,,,,,Các loại mối quan hệ trong PDM,4:07,Video,
,,,,,,,,Các loại phụ thuộc,1:57,Video,
,,,,,,,,Dẫn & Thua,1:19,Video,
,,,,,,,,Lợi ích của biểu đồ mạng lưới,1:54,Video,
,,,,,,,,Ví dụ quy trình chuỗi hoạt động ,2:06,Video,
,,,,,,,,Điểm quan trọng về Ước tính,4:32,Video,
,,,,,,,,Quy trình Ước tính Hoạt động Tài nguyên,4:40,Video,
,,,,,,,,Ví dụ quy trình Ước tính Hoạt động Tài nguyên,1:04,Video,
,,,,,,,,Quy trình Ước tính Hoạt động Thời lượng,2:03,Video,
,,,,,,,,Kỹ thuật ước tình một điểm,2:58,Video,
,,,,,,,,Kỹ thuật ước tình tương đồng,1:18,Video,
,,,,,,,,Kỹ thuật ước tính giới hạn,2:50,Video,
,,,,,,,,Kỹ thuật ước tính thử nghiệm,1:42,Video,
,,,,,,,,Ước tính ba điểm- Kỹ thuật phân tích PERT,3:46,Video,
,,,,,,,,Ví dụ về ước tính ba điểm- Kỹ thuật phân tích PERT,2:26,Video,
,,,,,,,,Quy trình Ước tính thời lượng hoạt động,1:02,Video,
,,,,,,,,Phân tích dự trữ,2:46,Video,
,,,,,,,,Phát triển quy trình về lịch trình,4:20,Video,
,,,,,,,,Phương pháp đường tới hạn (CPM),3:48,Video,
,,,,,,,,Bài tập về Phương pháp đường tới hạn (CPM),8:13,Video,
,,,,,,,,Ghi chú về CPM,1:42,Video,
,,,,,,,,Phương pháp rút ngắn lịch trình (Fast Tracking & Crashing),3:39,Video,
,,,,,,,,"Phân tích kịch bản ""Nếu như""",1:22,Video,
,,,,,,,,Điều chỉnh lịch trình (Resource leveling),2:36,Video,
,,,,,,,,Phương pháp tài nguyên bắt buộc (critical chain),0:38,Video,
,,,,,,,,Lịch trình dự án,3:43,Video,
,,,,,,,,Lịch trình cố định (baseline),1:39,Video,
,,,,,,,,Ví dụ về phát triển lịch trình ,1:50,Video,
,,,,,,,,Quy trình kiểm soát lịch trình,9:30,Video,
,,,,,,,,Các câu hỏi và câu trả lời phần 6,12:41,Video,
,,,,,,,,Trắc nghiệm Phần 6: Thời gian quản lý Khối kiến thức,30 câu hỏi,Quiz,
,,,,,,,Phần 7: Khối kiến thức quản lý chi phí,,,,
,,,,,,,,Tài liệu phát tay cho Phần 7: Thuyết trình,88 trang,Document,
,,,,,,,,Nội dung,2:00,Video,
,,,,,,,,Tổng quan về Quản lý Chi phí,1:31,Video,
,,,,,,,,Lên kế hoạch cho Quy trình quản lý chi phí,5:04,Video,
,,,,,,,,Vòng xoay chi phí và tư vấn giá trị (value engineering),3:54,Video,
,,,,,,,,Quy trình ước tính chi phí,8:37,Video,
,,,,,,,,Các loại chi phí,2:32,Video,
,,,,,,,,Đầu vào quy trình ước tính chi phí,4:15,Video,
,,,,,,,,Ước tính,3:12,Video,
,,,,,,,,Độ chính xác của các ước lượng,3:30,Video,
,,,,,,,,Xác định quy trình ngân sách,2:22,Video,
,,,,,,,,Ví dụ quy trình xác định ngân sách,3:28,Video,
,,,,,,,,Chi phí đã được duyệt (cost baseline) và các thành phần của ngân sách dự án,1:54,Video,
,,,,,,,,Làm gì sau khi xác định quy trình ngân sách,2:56,Video,
,,,,,,,,Quy trình kiểm soát chi phí,1:57,Video,
,,,,,,,,Báo cáo tiến độ,3:55,Video,
,,,,,,,,Quản lí giá trị đạt được,2:33,Video,
,,,,,,,,Bài tập quản lí giá trị đạt được,3:08,Video,
,,,,,,,,Chênh lệch trong quản lý giá trị thu được,3:11,Video,
,,,,,,,,Bài tập về chênh lệch trong quản lý giá trị thu được,2:33,Video,
,,,,,,,,Dự báo trong quản lý giá trị thu được,7:29,Video,
,,,,,,,,Bài tập về dự báo trong quản lý giá trị thu được,5:10,Video,
,,,,,,,,Những lưu ý quan trọng về EVM,4:24,Video,
,,,,,,,,Các câu hỏi và câu trả lời phần 7,10:45,Video,
,,,,,,,,Trắc nghiệm Phần 7: Khối kiến thức quản lý chi phí,25 câu hỏi,Quiz,
,,,,,,,Phần 8: Khối kiến thức quản lý chất lượng,,,,
,,,,,,,,Tài liệu phát tay cho Phần 8 - Thuyết trình,78 trang,Document,
,,,,,,,,Nội dung,1:25,Video,
,,,,,,,,Tổng quan về quản lý chất lượng,3:00,Video,
,,,,,,,,Điều khoản về chất lượng,3:09,Video,
,,,,,,,,Các nhà lý thuyết về chất lượng,1:30,Video,
,,,,,,,,Các khái niệm về quản lý chất lượng,7:32,Video,
,,,,,,,,Sự khác biệt trong quy trình quản lý chất lượng,5:14,Video,
,,,,,,,,Lên Kế hoạch cho quy trình quản lý chất lượng,3:53,Video,
,,,,,,,,Công cụ & Kỹ thuật sử dụng trong quản lý chất lượng,10:22,Video,
,,,,,,,,7 Công cụ cơ bản về chất lượng (công cụ 7QC) - Phần I,10:15,Video,
,,,,,,,,7 Công cụ cơ bản về chất lượng (công cụ 7QC) - Phần II,12:57,Video,
,,,,,,,,Kết quả đầu ra của việc lên kế hoạch quá trình quản lý chất lượng,2:09,Video,
,,,,,,,,Thực hiện quy trình đảm bảo chất lượng,5:14,Video,
,,,,,,,,Kiểm soát quy trình chất lượng,4:18,Video,
,,,,,,,,Điều khoản & khái niệm về quy trình kiểm soát chất lượng,3:47,Video,
,,,,,,,,Các kết quả của quá trình kiểm soát chất lượng,1:58,Video,
,,,,,,,,Lời khuyên về quy trình quản lý chất lượng,1:35,Video,
,,,,,,,,Các câu hỏi và câu trả lời phần 8,11:10,Video,
,,,,,,,,Trắc nghiệm Phần 8: Khối kiến thức quản lý chất lượng,20 câu hỏi,Quiz,
,,,,,,,Phần 9: Khối kiến thức quản lý nguồn nhân lực,,,,
,,,,,,,,Tài liệu phát tay cho Phần 9 - Thuyết trình,106 trang,Document,
,,,,,,,,Nội dung,2:20,,
,,,,,,,,Tổng quan về quản lý nhân sự,6:42,,
,,,,,,,,Vai trò của các nhà tài trợ dự án,9:33,,
,,,,,,,,Vai trò của đội dự án,3:24,,
,,,,,,,,Vai trò của các bên liên quan,1:12,,
,,,,,,,,Vai trò của Giám đốc các bộ phận,4:12,,
,,,,,,,,"Vai trò của Giám đốc dự án, Danh mục & Quản lí chương trình",2:44,,
,,,,,,,,Lên kế hoạch Quy trình quản lý nhân sự,4:41,,
,,,,,,,,Cách thức tổ chức & Mô tả vị trí,6:01,,
,,,,,,,,Kế hoạch quản lý nguồn nhân lực,2:44,,
,,,,,,,,Kế hoạch quản lý nhân sự,3:25,,
,,,,,,,,Resource Histogram,0:57,,
,,,,,,,,Hệ thống ghi nhận & thưởng,2:00,,
,,,,,,,,Quy trình tuyển đội dự án,2:38,,
,,,,,,,,Công cụ & Kỹ thuật sử dụng trong tuyển nhóm dự án,5:30,,
,,,,,,,,"Virtual teams (nhóm làm việc qua các phương tiện mạng, không gặp nhau)",5:37,,
,,,,,,,,Halo effect (hiệu ứng lan tỏa),1:16,,
,,,,,,,,Quy trình phát triển các nhóm dự án,2:07,,
,,,,,,,,Hoạt động phát triển nhóm,3:25,,
,,,,,,,,Công cụ & Kỹ thuật sử dụng trong quá trình phát triển đội dự án,4:59,,
,,,,,,,,Quy trình quản lý nhóm dự án,2:10,,
,,,,,,,,Công cụ & Kỹ thuật sử dụng trong quá trình quản lí đội dự án,2:46,,
,,,,,,,,Quyền hạn của Quản lý dự án,3:00,,
,,,,,,,,Quản Trị Xung Đột,5:15,Video,
,,,,,,,,Những kỹ thuật để giải quyết xung đột,2:06,Video,
,,,,,,,,Điều khoản & Chủ đề quan trọng,1:48,Video,
,,,,,,,,Lý thuyết Mc Gregor về X và Y,1:19,Video,
,,,,,,,,Hệ thống cấp bậc của Maslow về nhu cầu,1:58,Video,
,,,,,,,,Lý thuyết về nhu cầu của David McClelland,1:29,Video,
,,,,,,,,Lý thuyết Herzberg,1:37,Video,
,,,,,,,,Các câu hỏi và câu trả lời phần 9,12:14,Video,
,,,,,,,,Trắc nghiệm Phần 9: Khối kiến thức quản lý nguồn nhân lực,31 câu hỏi,Quiz,
,,,,,,,Phần 10: Khối kiến thức quản lý truyền thông,,,,
,,,,,,,,Tài liệu phát tay cho Phần 10 - Thuyết trình,34 trang,Document,
,,,,,,,,Nội dung,1:09,Video,
,,,,,,,,Tổng quan về Quản lý Truyền thông,1:50,Video,
,,,,,,,,Các chiều trong quá trình Quản lý Truyền thông,3:24,Video,
,,,,,,,,Kỹ năng giao tiếp hiệu quả,3:54,Video,
,,,,,,,,Lên kế hoạch cho quy trình quản lý truyền thông,3:22,Video,
,,,,,,,,Số lượng kênh truyền thông tiềm năng,2:00,Video,
,,,,,,,,Công nghệ truyền thông,2:25,Video,
,,,,,,,,Mô hình truyền thông,3:04,Video,
,,,,,,,,Phương pháp truyền thông,2:33,Video,
,,,,,,,,Kế hoạch Quản lý Truyền thông,4:30,Video,
,,,,,,,,Quy trình quản lý Truyền thông,1:23,Video,
,,,,,,,,Quy trình kiểm soát Truyền thông,1:18,Video,
,,,,,,,,Các câu hỏi và câu trả lời phần10,5:17,Video,
,,,,,,,,Trắc nghiệm Phần 10: Khối kiến thức quản lý truyền thông,10 câu hỏi,Quiz,
,,,,,,,Phần 11: Khối kiến thức quản lý rủi ro,,,,
,,,,,,,,Tài liệu phát tay tay cho Phần 11 - Thuyết trình,105 trang,Document,
,,,,,,,,Nội dung,1:59,Video,
,,,,,,,,Tổng quan về Quản lý rủi ro,3:28,Video,
,,,,,,,,Các khái niệm quản lý rủi ro,6:43,Video,
,,,,,,,,Lên kế hoạch cho Quy trình quản lý rủi ro và Kế hoạch Quản lý rủi ro,11:18,Video,
,,,,,,,,Xác định quy trình rủi ro,1:58,Video,
,,,,,,,,Công cụ & kỹ thuật để xác định rủi ro,4:51,Video,
,,,,,,,,Risk register (bảng phân tích rủi ro),3:10,Video,
,,,,,,,,Thực hiện quy trình phân tích rủi ro định tính,9:29,Video,
,,,,,,,,Thực hiện quy trình phân tích rủi ro định lượng,4:37,Video,
,,,,,,,,Công cụ & kỹ thuật để thực hiện phân tích rủi ro định lượng,10:28,Video,
,,,,,,,,Kết quả đầu ra của quá trình thực hiện phân tích rủi ro định lượng,2:22,Video,
,,,,,,,,Lên quy trình ứng phó rủi ro,3:02,Video,
,,,,,,,,Chiến lược ứng phó nguy cơ rủi ro tiêu cực,4:12,Video,
,,,,,,,,Chiến lược ứng phó nguy cơ rủi ro tích cực,2:46,Video,
,,,,,,,,Chiến lược ứng phó,2:05,Video,
,,,,,,,,Kết quả đầu ra của Kế hoạch ứng phó rủi ro,3:15,Video,
