Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Hình ảnh trong ứng dụng Indesign,1:14,Video,
,,,,,,,,Truy tìm hình ảnh,1:19,Video,
,,,,,,,,Máy quay gốc,2:43,Video,
,,,,,,,Phần 6 : Chuyên ngành,,,,
,,,,,,,,Giới thiệu,0:36,Video,
,,,,,,,,Thiết kế in ấn,2:01,Video,
,,,,,,,,"Thiết kế web, máy tính bảng và điện thoại",1:56,Video,
,,,,,,,,Chỉnh sửa ảnh,1:05,Video,
,,,,,,,,Nghệ thuật số,1:37,Video,
,,,,,,,Phần 7: Được công nhận,,,,
,,,,,,,,Tiến cử,0:40,Video,
,,,,,,,,Nắm bắt cảm hứng,4:05,Video,
,,,,,,,,Tiếp tục các nhiệm vụ của bạn,1:47,Video,
,,,,,,,,Tìm cảm hứng từ đám đông và các cuộc thi,2:49,Video,
,,,,,,,,Chia sẻ công việc,1:22,Video,
,,,,,,,,Quay video màn hình Screencast và viết blog,2:01,Video,
,,,,,,,,Tạo lập danh mục,3:33,Video,
,,,,,,,,Thực tập,1:34,Video,
,,,,,,,,Được chứng nhận,1:46,Video,
,,,,,,,,CV (lí lịch cá nhân) sáng tạo,1:43,Video,
,,,,,,,,Nộp đơn xin việc và tham gia các buổi phỏng vấn,3:21,Video,
,,,,,,,Phần 8 : Tổng kết,,,,
,,,,,,,,Điều gì tiếp theo?,2:12,Video,
,,,,,,,Phần 9: Các nguồn tài liệu hữu ích cho các nhà thiết kế,,,,
,,,,,,,,Các kỹ năng cần thiét,1 trang,Document,
,,,,,,,,Các thuật ngữ hữu ích,7 trang,Document,
,,,,,,,,Những trang web hữu dụng cho các nhà thiết kế,1 trang,Document,
,,,,,,,,Các phím tắt,5 trang ,Document,
