Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,HỌC HADOOP RẤT ĐƠN GIẢN,,,,,Phân bổ kiến trúc - Giới thiệu tóm tắt tổng quan,2:54,Video,
,,,"Học Hadoop rất dễ dàng, tất cả bạn cần là một sự giúp đỡ nhỏ trong việc định hướng đúng. Bạn có thể học ở nhà bằng cách thiết lập một nhóm trên 1 máy duy nhất và thử sức với những khái niệm nâng cao ở nhà. Khóa học sẽ giúp bạn làm điều đó. Trong khóa học này, bạn sẽ học những nguyên tắc cơ bản về hadoop với những ví dụ và giải thích bằng hình ảnh rất dễ hiểu. Với bài thi như trắc nghiệm thực hành, bạn sẽ sẵn sàng hiểu rõ kỳ thi chứng chỉ phát triển Cloudera và Hortonworks",,,,,Câu hỏi 2-4,1 câu hỏi,Quiz,
,,,Có nhiều khóa học từ các công ty tiêu tốn cả một gia tài (khoảng 2000$ hoặc hơn) cho 3 đến 4 ngày đào tạo. Khóa học này với mục đích cung cấp mô hình TỰ HỌC ít tốn kém. Một trong những ưu điểm nổi bật của khóa học là giúp bạn đạt đến trình độ chuyên môn với chi phí thấp.,,,,,Hadoop ,5:16,Video,
,,,TẠI SAO BẠN NÊN ĐĂNG KÝ KHÓA HỌC NÀY?,,,,,Câu hỏi 2-5,2 câu hỏi,Quiz,
,,,"Mọi thứ luôn thay đổi. Đối với công nghệ thông tin, bạn nên biết rằng quy luật của trò chơi là phải hiểu làn sóng mới và vượt qua khi nó đến. Khóa học này sẽ loại bỏ những khó khăn ban đầu bạn có thể gặp phải khi tìm hiểu một công nghệ phức tạp và bạn có thể học dễ dàng qua các video và tương tác tối chúng tôi.",,,,Phần 3: Cài đặt Hadoop,,,,
,,,"[ROI]: Tỷ lệ hoàn vốn đầu tư với khóa học này: kiến thức, chứng chỉ và mức lương sẽ duy trì bên bạn mãi mãi chỉ với một thời gian đầu tư nhỏ. Đây có lẽ là một trong những đầu tư tốt nhất cho cơ hội nghề nghiệp tương lai.",,,,,Cài đặt Hadoop,28:57:00,Video,
,,,"Khóa học là chìa khóa giúp bạn có thể mở cánh cửa của hầu hết công việc yêu cầu công nghệ thông tin tại thời điểm hiện tại. Ngay lúc này là thời điểm hoàn hảo nhất để bạn bước vào lĩnh vực Dữ liệu Lớn và với bất kỳ mục tiêu nào bạn chọn, trở thành nhà lập trình hadoop, quản trị viên hadoop hay chuyên gia phân tích dữ liệu hadoop, nội dung của khóa học là nền tảng cho bất kỳ con đường sự nghiệp nào và rất cần thiết để đạt được mục tiêu cuối cùng.",,,,,Linux (Ubuntu) - Mẹo,4:34,Video,
,,,VẬY BẠN ĐẠT ĐƯỢC GÌ TỪ KHÓA HỌC?,,,,,Lệnh HDFS,10:32,Video,
,,,"1. Nội dung video chất lượng cao: Video bao gồm các hình ảnh động, miêu tả tranh ảnh đề làm cho việc học của bạn trở nên thú vị, sáng tạo, nhanh chóng và dễ dàng.",,,,,Chạy một chương trình MapRed,7:48,Video,
,,,2. Mã code và thực hành: Tất cả học sinh tham gia khóa học sẽ cài đặt và chạy chương trình trong khung mô hình xử lý tập dữ liệu lớn song song. Mã của tất cả các chương trình thảo luận được gắn trong khóa học này (hơn 10 mã code ví dụ),,,,Phần 4: Kiến trúc HDFS và các khái niệm,,,,
,,,3. Trắc nghiệm: có những câu đố giống bài thi vào cuối mỗi buổi học để kiểm tra việc học và và đảm bảo bạn sẵn sàng cho kỳ thi lấy chứng chỉ,,,,,Các khái niệm HDFS,4:35,Video,
,,,4. Các tài liệu quan trọng: Có một số giấy tờ PDFquan trọng được gắn với mỗi bài học để giúp bạn tham khảo khi làm viêc về Hadoop,,,,,Câu hỏi 4-1,12 câu hỏi,Quiz,
,,,Các câu hỏi thường gặp [Frequently Asked Questions],,,,,Kiến trúc HDFS,6:35,Video,
,,,Dưới đây là những câu hỏi tôi đã được hỏi trước đây,,,,,Câu hỏi 4-2,4 câu hỏi,Quiz,
,,,Câu hỏi: Khi nào tôi có thể nghĩ đến việc lấy chứng chỉ?,,,,,Đọc và viết HDFS,4:54,Video,
,,,"Trả lời: Bạn sẽ mất khoảng 15-25 ngày để hoàn thành khóa học vì nó bao gồm việc cài đặt hadoop và và một số bài tập thực hành. Vào cuối khóa học sẽ có những câu hỏi trắc nghiệm kiểm tra sự sẵn sàng đối đầu/đối đầu và hiểu rõ về kỳ thi của bạn. Bởi vì hình thức/mô hình kỳ thi luôn thay đổi, tôi muốn giới thiệu bạn vượt qua tất cả các chứng chỉ thực hành Cloudera để có sự chuẩn bị tốt nhất cho kỳ thi",,,,,Câu hỏi 4-3,4 câu hỏi,Quiz,
,,,Câu hỏi: Bạn có kỳ thi phụ không?,,,,,Các khái niệm HDFS II,4:04,Video,
,,,"Trả lời: Xin lỗi, không. Khóa học này giúp bạn xây dựng nền tảng hiểu biết về Hadoop, vì vậy chuẩn bị cho bạn về kỳ thi. Sẽ không có bất kỳ một hoạt động không minh bạch nào trong khóa học này.",,,,,Các lệnh đặc biệt,6:34,Video,
,,,THÊM THÔNG TIN VỀ KHÓA HỌC HADOOP,,,,Phần 5: Hiểu biết về MapReduce,,,,
,,,"Để biết thêm thông tin về chứng chỉ Hadoop, tìm kiếm trên google ""Cloudera CCD-410 và Hortonworks Certified Apache Hadoop 2.x nhà lập trình Java"" (HCAHD)",,,,,Giới thiệu MapReduce,6:05,Video,
,,,"""Khóa đào tạo về Hadoop tốt nhất dành cho người mới bắt đầu""",,,,,Câu hỏi 5-1,4 câu hỏi,Quiz,
,,,"""Đây là khóa học tốt nhất mà tôi từng tham gia về Hadoop. Cách sử dụng slide giảng dạy tuyệt vời mà bất kỳ ai không biết có thể vượt qua. Khóa học này đáng giá từng xu""",,,,,Hiểu biết về MapReduce phần 1,5:12,Video,
,,,"""Cảm ơn vì đã mang đến khóa học này"" - Uzair",,,,,Câu hỏi 5-2,3 câu hỏi,Quiz,
,,,,,,,,Hiểu biết về MapReduce phần 2,5:19,Video,
,,,,,,,,Câu hỏi 5-3,1 câu hỏi,Quiz,
,,,,,,,,Chạy chương trình MapReduce đầu tiên,10:31,Video,
,,,,,,,,Câu hỏi 5-4,6 câu hỏi,Quiz,
,,,,,,,,Người phối hợp và chạy công cụ,11:05,Video,
,,,,,,,,Câu hỏi 5-5,5 câu hỏi,Quiz,
,,,,,,,,"Tóm tắt bản đồ, giảm thiểu và phối hợp phần 1",7:27,Video,
,,,,,,,,"Tóm tắt bản đồ, giảm thiểu và phối hợp phần 2",7:45,Video,
,,,,,,,Phần 6: Các loại MapReduce và định dạng,,,Video,
,,,,,,,,Các loại MapReduce và định dạng,5:37,Video,
,,,,,,,,Câu hỏi 6-1,3 câu hỏi,Quiz,
,,,,,,,,Các thí nghiệm với Defaults,7:11,Video,
,,,,,,,,Câu hỏi 6-2,3 câu hỏi,Quiz,
,,,,,,,,Các lớp học định dạng IO,6:16,Video,
,,,,,,,,Câu hỏi 6-3,2 câu hỏi,Quiz,
,,,,,,,,Các thí nghiệm với File output - Advanced Concept,3:38,Video,
,,,,,,,Phần 7: MapReduce cổ điển and YARN,,,,
,,,,,,,,Phân tích hoạt động làm việc của MapReduce,4:22,Video,
,,,,,,,,Câu hỏi 7-1,4 câu hỏi,Quiz,
,,,,,,,,Job run- Classic MapReduce,7:54,Video,
,,,,,,,,Câu hỏi 7-2,6 câu hỏi,Quiz,
,,,,,,,,Kịch bản sai lầm - MapReduce cổ điển,3:45,Video,
,,,,,,,,Câu hỏi 7-3,4 câu hỏi,Quiz,
,,,,,,,,Job run -YARN,9:45,Video,
,,,,,,,,Câu hỏi 7-4,8 câu hỏi,Quiz,
,,,,,,,,Kịch bản sai lầm - YARN,5:18,Video,
,,,,,,,,Câu hỏi 7-5,4 câu hỏi,Quiz,
,,,,,,,,Lên kế hoạch công việc MApreduce,5:06,Video,
,,,,,,,,Xáo trộn và phân loại,4:32,Video,
,,,,,,,,Câu hỏi 7-7,4 câu hỏi,Quiz,
,,,,,,,,Tình năng điều chỉnh hiệu suất,7:10,Video,
,,,,,,,,Câu hỏi 7-8,4 câu hỏi,Quiz,
,,,,,,,Phần 8: Các khái niệm MApreduce nâng cao,,,,
,,,,,,,,Nhìn vào bàn tính,6:21,Video,
,,,,,,,,Câu hỏi 8-1,3 câu hỏi,Quiz,
,,,,,,,,Thực hành - Bàn tính,3:32,Video,
,,,,,,,,Phân vùng sắp xếp ý tưởng - Phần 1,7:19,Video,
,,,,,,,,Phân vùng sắp xếp ý tưởng - Phần 2,5:31,Video,
,,,,,,,,Câu hỏi 8-2,5 câu hỏi,Quiz,
,,,,,,,,Bản đồ phía tham gia vận hành,4:42,Video,
,,,,,,,,Câu hỏi 8-3,4 câu hỏi,Quiz,
,,,,,,,,Giảm sự vận hành tham gia phía,4:29,Video,
,,,,,,,,Câu hỏi 8-5,2 câu hỏi,Quiz,
,,,,,,,,Phân phối dữ liệu phía,3:47,Video,
,,,,,,,,Câu hỏi 8-6,3 câu hỏi,Quiz,
,,,,,,,,Hadoop Streaming and Hadoop Pipes,2:24,Video,
,,,,,,,,Câu hỏi 8-7,2 câu hỏi,Quiz,
,,,,,,,Phần 9: Giới thiệu hệ sinh thái Hadoop,,,,
,,,,,,,,Giới thiệu về Pig,9:24,Video,
,,,,,,,,Giới thiệu về Hive,10:07,Video,
,,,,,,,,Câu hỏi - Hive,4 câu hỏi,Quiz,
,,,,,,,,Giới thiệu về Sqoop,8:43,Video,
,,,,,,,,Hiểu biết về Sqoop,4:05,Video,
,,,,,,,,Giới thiệu hệ sinh thái,1 trang,Document,
,,,,,,,Phần 10: Giới hạn cuối cùng: Chuẩn bị cho kỳ thi chứng chỉ CDH-410,,,,
,,,,,,,,Bài thi cuối kỳ phần 1,50 câu hỏi,Quiz,
,,,,,,,,Bài thi cuối kỳ phần 2,52 câu hỏi,Quiz,
,,,,,,,,Bài thi cuối kỳ phần 3,19 câu hỏi,Quiz,
,,,,,,,,Chuẩn bị cho kỳ thi chứng chỉ,0:56,Video,
