Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Do vậy, hãy tham gia cùng hàng ngàn sinh viên, những người đã đầu tư vào việc khám phá nghệ thuật viết từ một biên tập viên, người đã dạy một vài nhà báo tốt nhất của thế giới cách viết. Bạn cũng sẽ nhận ra:",,,,,Phần kết luận,7:30,,
,,,- Cách viết siêu súc tích,,,,Phần 6 : Những điều cần làm của người viết văn chuyên nghiệp,,,,
,,,- Cách tránh lặp tử một cách thừa thãi,,,,,Những điều cần làm,3 trang,,
,,,- Cách ngừng việc làm cho các ý tưởng đơn giản nghe phức tạp,,,,,,,,
,,,- Cách viết hoàn toàn bằng tiếng Anh,,,,,,,,
,,,- Cách nhận biết khi nào bạn đang quá thừa thãi,,,,,,,,
,,,- Cách tránh những từ yếu hay thừa,,,,,,,,
,,,- Cách giữ câu chủ động và thể hiện ý tưởng mạnh mẽ hơn,,,,,,,,
,,,- Cách cắt các câu thừa thãi,,,,,,,,
,,,- Cách tránh biệt ngữ và lời nói sáo,,,,,,,,
,,,- Cách tạo sự đối lập sắc nét khi cần,,,,,,,,
,,,- Cách tránh xáo trộn các yếu tố thời gian,,,,,,,,
,,,"- Cách sử dụng một cách chiến lược các từ như """"nó"""", """"họ"""", """"đây"""" và """"đó""",,,,,,,,
,,,"- Cách viết nhất quán, sử dụng các kỹ thuật nhà báo gọi là phong cách nhà nghề",,,,,,,,
,,,- Cách trình bày bài viết siêu chuyên nghiệp,,,,,,,,
,,,- Cách tránh những gì nhà báo gọi là sự lặp từ,,,,,,,,
,,,- Cách giữ ý tưởng gọn gàng và song song,,,,,,,,
,,,- Cách tạo ra một cấu trúc kể chuyện súc tích,,,,,,,,
,,,Đó mới chỉ là một vài thủ thuật viết bài làm cho những bài báo vĩ đại mượt mà. Bạn cũng sẽ được học chúng - trong chỉ ít ngày nếu bạn chọn đầu tư vào sự nghiệp của bạn hôm nay.,,,,,,,,
,,,"""Tôi đã tìm mọi nơi những cách làm sắc sảo bài viết của mình. Tôi đã mua sách, tham quan các trang web, xem các video và dần dần cải thiện nhưng không đủ. Bài viết của tôi thiếu sự trau chuốt. Khóa học của tác giả mang đến nhiều sức mạnh. Tôi rời đi với nhiều nguyên lý và phương pháp cho phép tôi nhìn thấy điểm yếu trong tác phẩm của tôi và rồi cải thiện ngay lập tức. Tôi đã học các bài học và cải thiện tác phẩm của mình nhiều. Những gì khó khăn trước đây giờ thật thú vị. Tôi có một thế giới quan mới về viết bài..."" -- Phương Uyên, HỌC VIÊN",,,,,,,,
,,,"""Tôi đã đọc nhiều cuốn sách về viết, ngồi hàng giờ vô tận phân tích những bài bị sửa mực đỏ từ giáo sư của mình, đọc nhiều bài khóa nổi tiếng, mà bài viết của tôi vẫn tiến bộ rất ít. Không hơn. Lớp học này cho tôi tâm mắt đại bàng để hiểu chi tiết, bức tranh lớn và quá trình viết. Tôi thực sự tin rằng lớp học này sẽ đưa các bài viết của tôi lên một cấp độ cao hơn..."" - Nguyên Khôi, HỌC VIÊN",,,,,,,,
,,,"Gửi đến nhiều, nhiều nghìn người đã đăng ký khóa giới thiệu của tôi, NƯỚC SỐT BÍ MẬT CỦA BÀI VIẾT VĨ ĐẠI, và có một kinh nghiệm ngắn về hệ thống viết bài mới rất hiệu quả của tôi, khóa này được đóng gói với tất cả các chiến thuật để giúp bạn phát triển đường cong nhận thức.",,,,,,,,
,,,"Tốt hơn nữa, khóa học này có thể đảm bảo hoàn lại tiền ban đầu, không rủi ro, không hỏi gì thêm, nếu như bạn không hài lòng. Do đó bạn có thể chắc chắn cái bạn nhận được là giá trị hàng đầu.",,,,,,,,
,,,"""Ngắn, hay và trúng trọng tâm, mỗi từ đáng giá hàng tấn vàng!..."" - Bình Minh, HỌC VIÊN",,,,,,,,
,,,"""Sẽ có nhiều khoảnh khắc ""Ah!! Tôi đã làm điều đó!"" mà buộc tôi phải quay trở lại blog của mình và viết lại..."" -- Hải Giang, HỌC VIÊN",,,,,,,,
,,,Viết lách mượt mà sẽ chuyển đổi từ marketing chán ngắt thành một bài nêu ý tưởng bán hàng thuyết phục...,,,,,,,,
,,,Nó chuyển đổi khách hàng tương lai do dự thành khách hàng có cam kết...,,,,,,,,
,,,"Nó chuyển bài viết kinh doanh, bài luận và blog tầm thường thành nội dụng chất lượng tốt, phải đọc...",,,,,,,,
,,,Cái quan trọng hơn là nó khiến bạn - nhà văn - trông siêu tài tình và phức tạp. Chỉ cần một khoảnh khắc để tưởng tượng cái mà bạn có thể làm cho doanh nghiệp hay sự nghiệp của bạn.,,,,,,,,
,,,"Trong khóa học này, tôi sẽ dạy bạn cách tăng trưởng nhanh chóng đường cong nhận thức về bài viết xuất sắc.",,,,,,,,
,,,"Bạn sẽ không chỉ học quy tắc. Bạn sẽ bắt đầu luyện tập áp dụng chúng thông qua bài phụ đạo trên màn hình, để nó ngấm sâu vào tiềm thức của bạn.",,,,,,,,
,,,"Vào lúc bạn học, bạn sẽ nhận thấy một sự khác biệt đầy ấn tượng trong chất lượng bài viết của bạn. Độc giả của bạn cũng vậy.",,,,,,,,
,,,"""Khóa học này cải thiệt bài viết của tôi theo cách không thể thể hiện bằng lời được! Tôi chuẩn bị cho bản thân một bài nói chán ngắt về việc sử dụng từ thay thế nhưng tôi đã phải luyện tập triệt để trong viết bài. Tôi bây giờ tạo ra các blog ngắn hơn, câu cách ít phức tạp hơn, chọn từ tốt hơn và nhiều cải thiện khác. Văn bản của tôi dễ đọc và nắm bắt, dứt khoát và tươi mới hơn. Giáo viên còn đề cập các khóa khác và tôi không thể chờ để được học chúng."" -- Chiến Caro, HỌC VIÊN",,,,,,,,
,,,"Bạn sẽ khám phá ra các nguyên lý này từ một nhà biên tập, tác giả của khóa học ""BÍ MẬT THÚ VỊ VỀ CÁCH VIẾT TUYỆT VỜI"", với gần 20000 học viên , là một trong số những khóa học tốt nhất và bán chạy nhất",,,,,,,,
,,,"Ở trường học các cấp và ở đại học, chúng ta được dạy theo một cách viết khuôn mẫu, lặp đi lặp lại đến nỗi nhàm chán. Cách đào tạo kém chất lượng này chính là nguyên nhân khiến các bài viết chơi hay chính thống rất khó khăn để theo dõi",,,,,,,,
,,,Sẽ thế nào nếu bạn đã biết cách những cách viết nhạt nhẽo và ngay lập tức có thể viết cho tờ báo hay tạp chí bạn yêu thích theo kiểu tinh tế như một nhà văn thực thụ?,,,,,,,,
,,,"Những nhà báo thành công biết được cả tá những mẹo hay ho khiến bài viết của họ nổi bật trên trang báo, chạm đến người đọc và thu hút sự chú ý của họ đến chữ cuối cùng.",,,,,,,,
,,,"Lần đầu tiên, tôi hé lộ chính xác cụ thể những chi tiết làm sao mà những nhà báo đó đạt được hiệu ứng thôi miên như vậy.",,,,,,,,
,,,KHÁM PHÁ NHỮNG CHIẾN THUẬT NÂNG CAO TỪ MỘT NHÀ BÁO HÀNG ĐẦU ĐỂ KHIẾN MỘT BÀI VIẾT TRỞ NÊN LUNG LINH.,,,,,,,,
,,,"Nếu bạn đã trải nghiệm khóa học ""BÍ MẬT THÚ VỊ VỀ CÁCH VIẾT TUYỆT VỜI"" của tôi và thích nó, thì đây chính là cái mà bạn có thể gọi là ""bữa chính"".",,,,,,,,
,,,"Một sự khám phá sâu hơn của các nguyên lý về SỰ ĐƠN GIẢN, SỰ RÕ RÀNG và SỰ TINH TẾ mà tôi đã giới thiệu với các bạn.",,,,,,,,
,,,BÍ QUYẾT ĐỂ TRỞ THÀNH MỘT NHÀ VĂN XUẤT CHÚNG sẽ đưa bạn tiến thêm một bước lớn đến với cách viết phi thường. Vậy nên hãy nắm lấy những chiến thuật này và khiến sự cạnh tranh của bạn thêm nổi bật.,,,,,,,,
,,,Bạn sẽ chạm đến gần cả tá chiến thuật mà tôi đã đang nắm vững bằng cách gặp gỡ một vài những nhà báo tuyệt nhất trên thế giới và học hỏi các phương pháp của họ một cách ti mỉ.,,,,,,,,
,,,"Nhưững chiến thuật có hiệu nghiệm này, được đưa ra như là nguyên lý chính 'dễ tiêu hóa' cùng với những bài luyện tập chiến thuật, sẽ giúp bạn trở thành một nhà văn đầy quyền lực một cách nhanh chóng",,,,,,,,
,,,Bạn sẽ được hỗ trợ mãi mãi với những nguyên lý mà có thể biến bất cứ một bài viết tầm thường nào thành một thứ thú vị và đáng nhớ.,,,,,,,,
,,,""" Là một phóng viên trẻ, văn xuôi của tôi có thể cứng nhắc và đầy những biệt ngữ nếu không được giám sát dưới con mắt thận trọng của giảng viên này và sự chú ý đến những gì độc giả muốn đọc của anh. Ngoài những kỹ năng báo cáo chuẩn - như độ chính xác , rõ ràng và toàn vẹn - tôi cũng học được cách sàng lọc , làm thế nào để chịu được áp lực từ phía những miệng lưỡi độc địa và những lời chỉ trích cay độc, được tạo nên từ sự thiếu đồng điệu giữa tác giả và độc giả. Giáo viên này sẽ dạy bạn làm thế nào để viết tốt với thái độ lịch thiệp. "" HAWA ALLAN , nhà báo và nhà văn viết truyện viễn tưởng .",,,,,,,,
,,,"Bạn gặp khó khăn trong việc viết rõ ràng và đầy uy lực? Bạn đã tự hỏi liệu việc bài viết dưới tiêu chuẩn có thể làm lùi bước sự nghiệp hoặc doanh nghiệp của bạn? Bạn có cho rằng đây là vấn đề thiên bẩm, do đó bạn không cần cố gắng để cải thiện?",,,,,,,,
,,,Tôi ở đây để nói cho bạn rằng bạn có thể cải thiện --- và nhanh hơn là bạn có thể tưởng tượng!,,,,,,,,
,,,"THE SECRET SAUCE OF GREAT WRITING"" đã giới thiệu cho bạn công thức viết lách đặc biệt của tôi. Đây là một số điều mà các học viên nói về khóa học:",,,,,,,,
,,,"""Tôi đã xem toàn bộ khóa học của bạn và luôn cảm thấy KINH NGẠC trong suốt thời gian xem. Những ngôn từ của bạn quả là sâu sắc... Bây giờ tôi hiểu được chất lượng công việc của mình, và làm thế nào để khiến nó đặc biệt.""",,,,,,,,
,,,"""Rất mạnh mẽ và chính xác. Tôi đã học được rất nhiều trong một thời gian rất ngắn... Tôi chân thành khuyên bạn nên tham gia khóa học này, đối với bất cứ ai phải viết tại nơi làm việc.""",,,,,,,,
,,,"""Phải học. Một khóa học tuyệt vời. Giờ đây tôi đã biết tôi đã làm sai gì đối với bài viết của mình'",,,,,,,,
,,,"Khóa học mới này được xây dựng trên khuôn khổ đem lại cho bạn những chiến thuật chính xác cho việc thúc đẩy mỗi một trong ba phẩm chất quan trọng của bài viết, đơn giản, rõ ràng và tinh tế, đến mức độ cao nhất .",,,,,,,,
,,,"Trong WRITING WITH FLAIR, tôi chia nhỏ việc viết một cách chính xác. Các khối kiến thức vô giá, cái mà đã được đặt ra trong quá trình này rất dễ dàng để làm theo, sẽ nhanh chóng đưa văn bản của bạn đến một trình độ khác mà không lãng phí thời gian vào các thủ thuật ngữ pháp rườm rà, tối nghĩa, không tạo ra sự khác biệt lớn .",,,,,,,,
,,,"Bạn sẽ nhận thấy sự cải thiện nhanh chóng - cho dù bạn đang viết một bài luận, thư xin việc, luận văn, báo cáo, bản ghi nhớ, thông cáo báo chí, blog, tờ bướm marketing, email bán hàng, sách hay thậm chí chỉ là một bài đăng trên Facebook.",,,,,,,,
,,,Tôi sẽ đi từng bước qua các nguyên tắc chính mà tôi đã thu nhặt được khi làm việc trong các tổ chức tin tức hàng đầu để bạn có thể cải thiện khả năng viết nhanh chóng trong ít nhất là vài ngày hoặc vài tuần.,,,,,,,,
