Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Với 30 bài giảng và thời lượng tài liệu chiếm hơn 7 giờ, bạn sẽ phát triển được một quy trình làm việc với ý tưởng ban đầu, tìm đúng cách để xây dựng ứng dụng của bạn và hiểu được cách sử dụng các nguyên tắc thiết kế.",,,,Phần 4: Ý tưởng trực quan ,,,,
,,,"Khóa học bắt đầu bằng việc dạy cho bạn khái niệm UX và sự ảnh hưởng của nó đến việc thiết kế UI. Bạn sẽ làm ra được các mô hình và khái niệm trực quan cho ý tưởng của bạn. Tiếp theo, bạn sẽ bắt đầu thiết kế phiên bản đầu tiên của ứng dụng và học cách để thử nó trên một thiết bị. Sau khi tạo ra thiết kế ban đầu của ứng dụng, bạn sẽ thiết kế lại chức năng định vị, nội dung chính và máy ảnh. Khi hoàn thành việc thiết kế lại, bạn sẽ tìm hiểu cách thiết kế biểu tượng cho ứng dụng và tổ chức một buổi giới thiệu để thiết kế ứng dụng hoàn thiện của mình.",,,,,Cảm hứng,8:51,Video,
,,,"Sau khi hoàn thành khóa học này, bạn sẽ có thể tự tạo ra thiết kế hoàn thiện của một ứng dụng di động hấp dẫn. Khi học các nguyên tắc trong thiết kế UI bạn không cần phải có bất cứ kinh nghiệm gì trước đó. Khóa học này rất hữu ích cho các doanh nhân, các nhà phát triển, và các nhà thiết kế đang tìm đường gia nhập vào thị trường ứng dụng di động.",,,,,Cách trình bày bản in,15:32,Video,
,,,Bạn cần có máy Mac để tham gia khóa học này.,,,,,Chọn màu,11:29,Video,
,,,,,,,,Lý thuyết màu sắc 1/2: Ý nghĩa của màu sắc,15:55,Video,
,,,,,,,,Lý thuyết màu sắc 2/2: Sự đồng màu,13:08,Video,
,,,,,,,Phần 5: Thiết kế phiên bản đầu tiên của ứng dụng,,,,
,,,,,,,,Phác thảo,5:58,Video,
,,,,,,,,Thiết kế chức năng điều hướng,33:19:00,Video,
,,,,,,,,Xem thử trên thiết bị,3:13,Video,
,,,,,,,,Sử dụng icon có sẵn,9:43,Video,
,,,,,,,,Tạo icon riêng,23:23,Video,
,,,,,,,,Thiết kế nội dung trang chủ,25:57:00,Video,
,,,,,,,,Thiết kế camera,54:26:00,Video,
,,,,,,,Phần 6: Thiết kế lại ứng dụng,,,,
,,,,,,,,Thiết kế lại thanh điều hướng,28:19:00,Video,
,,,,,,,,Thiết kế lại nội dung trang chủ,17:11,Video,
,,,,,,,,Thiết kế lại camera,7:38,Video,
,,,,,,,Phần 7: Hoàn thiện ứng dụng của bạn,,,,
,,,,,,,,Làm hướng dẫn sử dụng và hoàn thiện,16:34,Video,
,,,,,,,,Thiết kế icon của ứng dụng,33:27:00,Video,
,,,,,,,,Ra mắt thiết kế,6:48,Video,
,,,,,,,,Kết luận,0:49,Video,
