Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Những dự án đáng chú ý bao gồm Ardupilot, một nền tảng của dự án Máy bay không người lái (unmanned aerial vehicle) có thể kiểm soát các máy bay trên không, và Xoscillo, một mã nguồn mở dao động.",,,,,Đèn LED mờ - câu hỏi trắc nghiệm,3 câu hỏi,,
,,,"Nội dung và Tổng quan: Khóa học này được thiết kế dành cho bất cứ ai yêu thích học về thiết kế điện tử. Không cần kinh nghiệm gì, tất cả những gì bạn cần là một bo mạch Arduino và một vài thứ chi phí thấp.",,,,Phần 2: Cảm biến,,,,
,,,"Với hơn 19 giờ nội dung trong 110 bài giảng, khóa học này sẽ đưa bạn từ không có kinh nghiệm gì trong lĩnh vực thiết bị điện tử hoặc lập trình để trở thành một bậc thầy về Arduino.",,,,,Vài nét về cảm biến,3:03,,
,,,,,,,,Đo ánh sáng,8:29,,
,,,,,,,,Đo ánh sáng - câu hỏi trắc nghiệm,3 câu hỏi,,
,,,,,,,,Nhiệt độ và độ ẩm,7:09,,
,,,,,,,,Nhiệt độ và độ ẩm - câu hỏi trắc nghiệm,6 câu hỏi,,
,,,,,,,,Cảm biến áp suất khí quyển,7:11,,
,,,,,,,,Cảm biến áp suất khí quyển - câu hỏi trắc nghiệm,4 câu hỏi,,
,,,,,,,,Cảm biến chuyển động hồng ngoại,9:04,,
,,,,,,,,Cảm biến chuyển động hồng ngoại - câu hỏi trắc nghiệm,4 câu hỏi,,
,,,,,,,,Cảm biến siêu âm từ xa,10:11,,
,,,,,,,,Cảm biến siêu âm từ xa - câu hỏi trắc nghiệm,2 câu hỏi,,
,,,,,,,,Phát hiện gia tốc,6:37,,
,,,,,,,,Phát hiện gia tốc - câu hỏi trắc nghiệm,2 câu hỏi,,
,,,,,,,,Cảm biến dòng (hồng ngoại),3:36,,
,,,,,,,,Cảm biến dòng - câu hỏi trắc nghiệm,2 câu hỏi,,
,,,,,,,,Độ nghiêng và tác động,8:54,,
,,,,,,,,Độ nghiêng và tác động cảm biến - câu hỏi trắc nghiệm,3 câu hỏi,,
,,,,,,,Phần 3: Tương tác,,,,
,,,,,,,,Nút bấm,6:18,,
,,,,,,,,Nút bấm - câu hỏi trắc nghiệm,1 câu hỏi,,
,,,,,,,,Chiết áp,7:26,,
,,,,,,,,Chiết áp - câu hỏi trắc nghiệm,1 câu hỏi,,
,,,,,,,,Cảm biến cong,4:56,,
,,,,,,,,Cảm biến cong - câu hỏi trắc nghiệm,2 câu hỏi,,
,,,,,,,,Màng chiết áp,4:12,,
,,,,,,,,Màng chiết áp - câu hỏi trắc nghiệm,2 câu hỏi,,
,,,,,,,,Làm tiếng động với một máy rung âm thụ động,5:26,,
,,,,,,,,Làm tiếng động với một máy rung âm - câu hỏi trắc nghiệm,1 câu hỏi,,
,,,,,,,,"Bàn phím, Phần 1: Giới thiệu",4:06,,
,,,,,,,,"Bàn phím, Phần 2: Hệ thống kết nối dây song song",12:25,,
,,,,,,,,"Bàn phím, Phần 3: Phác thảo kết nối song song",5:14,,
,,,,,,,,"Bàn phím, Phần 4: Kết nối dây đơn",12:35,,
,,,,,,,,"Bàn phím, Phần 5: Kết luận về kết nối dây đơn",11:32,,
,,,,,,,,Kỹ thuật khắc phục nút nhấn phần cứng,Văn bản,,
,,,,,,,Phần 4: Hiển thị,,,,
,,,,,,,,Màn hình LCD hiển thị kí tự Phần 1,14:40,,
,,,,,,,,"Màn hình LCD hiển thị kí tự, Phần 2",7:50,,
,,,,,,,,"LCD dây dữ liệu đơn và I2C, Phần 1",15:40,,
,,,,,,,,"LCD dây  dữ liệu đơn và I2C, Phần 2",7:41,,
,,,,,,,,LCD và dự án bàn phím mini,Văn bản,,
,,,,,,,,Bài tập về màn hình LCD với bài giảng I2C,4 câu hỏi,,
,,,,,,,,LCD màn hình TFT,16:42,,
,,,,,,,,Câu hỏi cho bài giảng về màn hình LCD TFT ,1 câu hỏi,,
,,,,,,,,"Mạch hiển thị dùng ma trận LED  7 đoạn, Phần 1: Giới thiệu và lắp ráp",11:31,,
,,,,,,,,"Mạch hiển thị dùng ma trận LED  7 đoạn, Phần 2: Phác thảo",14:31,,
,,,,,,,,Kiểm soát mạch hiển thị dùng ma trận LED 8x8 với bộ điều khiển MAX7219,23:05,,
,,,,,,,,Hiển thị dữ liệu gia tốc ADXL335 trên mạch hiển thị dùng ma trận LED 8x8,6:58,,
,,,,,,,Phần 5: Động cơ,,,,
,,,,,,,,"Động cơ điện một chiều, Phần 1",18:12,,
,,,,,,,,"Động cơ điện một chiều, Phần 2",8:00,,
,,,,,,,,"Động cơ điện một chiều, Phần 3",12:05,,
,,,,,,,,Bài tập cho các bài giảng về động cơ điện một chiều,2 câu hỏi,,
,,,,,,,,"Động cơ mô tơ phụ, Phần 1",15:23,,
,,,,,,,,"Động cơ mô tơ phụ, Phần 2",11:14,,
,,,,,,,,Bài tập cho bài giảng về động cơ servo,1 câu hỏi,,
,,,,,,,,Động cơ Servo và dự án mini về màn hình LCD ,Văn bản,,
,,,,,,,,Động cơ bước Phần 1: Giới thiệu,7:32,,
,,,,,,,,Động cơ bước Phần 2: Kết nối với một động cơ bước đơn cực không có bánh răng,11:39,,
,,,,,,,,Động cơ bước Phần 3: Kiểm soát một động cơ bước đơn cực không có bánh răng,6:17,,
,,,,,,,,Động cơ bước Phần 4: Kết nối một động cơ đơn cực có bánh răng,5:05,,
,,,,,,,,Động cơ bước Phần 5: Sử dụng thư viện AccelStep,7:50,,
,,,,,,,,EasyDriver với động cơ bước NEMA17,18:29,,
,,,,,,,Phần 6: Mạng Ethernet và truyền thông Internet,,,,
,,,,,,,,"Mà chắn chắn Ethernet, Phần 1",24:08:00,,
,,,,,,,,"Màn chắn chắn Ethernet, Phần 2",14:18,,
,,,,,,,,Màn chắn Ethernet - Câu hỏi trắc nghiệm,2 câu hỏi,,
,,,,,,,,"Một máy chủ web báo cáo Arduino đơn giản, Phần 1",5:04,,
,,,,,,,,"Một máy chủ web báo cáo Arduino đơn giản, Phần 2",19:39,,
,,,,,,,,"Một máy chủ web báo cáo Arduino đơn giản, Phần 3",10:33,,
,,,,,,,,Máy chủ báo cáo đơn giản - Câu hỏi trắc nghiệm,1 câu hỏi,,
,,,,,,,,Máy chủ web kiểm soát Arduino,25:29:00,,
,,,,,,,,Kiểm soát máy chủ web - Câu hỏi trắc nghiệm,3 câu hỏi,,
,,,,,,,,Kiểm soát một động cơ với một trình duyệt web,16:40,,
,,,,,,,,Điều khiển động cơ web - Câu hỏi trắc nghiệm,2 câu hỏi,,
,,,,,,,,"Đăng nhập web vào Nimbits, Phần 1",8:58,,
,,,,,,,,"Đăng nhập web vào Nimbits, Phần 2",18:48,,
,,,,,,,,Bài giảng về nimbits  - Câu hỏi trắc nghiệm,1 câu hỏi,,
,,,,,,,,Đăng nhập vào Twitter,16:33,,
,,,,,,,,Đăng nhập vào Twitter - Câu hỏi trắc nghiệm,1 câu hỏi,,
,,,,,,,Phần 7: Truyền thông không dây,,,,
,,,,,,,,"Kết nối không dây với Bluetooth, Phần 1",12:35,,
,,,,,,,,"Kết nối không dây với Bluetooth, Phần 2",9:51,,
,,,,,,,,Bluetooth - Câu hỏi trắc nghiệm,3 câu hỏi,,
,,,,,,,,"Kết nối Wifi, Phần 1/4",2:46,,
,,,,,,,,"Kết nối Wifi, Phần 2/4",25:32:00,,
,,,,,,,,"Kết nối Wifi, Phần 3/4",19:34,,
,,,,,,,,"Kết nối Wifi, Phần 4/4",6:59,,
,,,,,,,,Kết nối Wifi: nâng cấp module CC3000 của bạn,10:09,,
,,,,,,,,Sử dụng các module thu phát nRF24L01 +,20:16,,
,,,,,,,Phần 8: Bộ lưu trữ ngoài,,,,
,,,,,,,,"Đọc và viết vào một thẻ SD, phần 1/3",13:56,,
,,,,,,,,"Đọc và viết vào một thẻ SD, phần 2/3",10:31,,
,,,,,,,,"Đọc và viết vào một thẻ SD, phần 3/3",9:48,,
,,,,,,,,Bài giảng về thẻ SD - Câu hỏi trắc nghiệm,1 question,,
,,,,,,,,EEPROM (bên trong và bên ngoài) Phần 1: Sử dụng cơ bản,10:58,,
,,,,,,,,EEPROM (bên trong và bên ngoài) Phần 2: các thư viện EEPROMex,5:36,,
,,,,,,,,EEPROM (bên trong và bên ngoài) Phần 3: Sử dụng một EEPROM bên ngoài,10:39,,
,,,,,,,Phần 9: Nghiên cứu kĩ hơn về vi điều khiển Atmega,,,,
,,,,,,,,Ngắt phần cứng Phần 1: Giới thiệu,12:16,,
,,,,,,,,Ngắt phần cứng Phần 2: Sử dụng các biến volatile,5:17,,
,,,,,,,,Ngắt phần cứng Phần 3: Thiết bị bấm giờ,5:08,,
,,,,,,,,Ngắt phần cứng Phần 4: Điều chế độ rộng xung độ phân giải cao,6:11,,
,,,,,,,,Sử dụng điện trở kéo lên lỗi kỹ thuật,7:16,,
,,,,,,,,Quản lý bộ nhớ Phần 1: Giới thiệu và Flash,5:49,,
,,,,,,,,Quản lý bộ nhớ Phần 2: RAM tĩnh,7:52,,
,,,,,,,,Quản lý năng lượng với chế độ ngủ và bộ đếm gộp trước,23:40,,
,,,,,,,Phần 10: Thiết bị ngoại vi mạch tích hợp,,,,
,,,,,,,,Kỹ thuật khắc phục nút bấm/ công tắc phần cứng Phần 1: Bối cảnh,7:16,,
,,,,,,,,Kỹ thuật khắc phục nút bấm/ công tắc phần cứng Phần 2: Demo,8:51,,
,,,,,,,,Bộ ghi dịch Phần 1: Bộ ghi dịch là gì,5:35,,
,,,,,,,,Bộ ghi dịch  Phần 2: mạch LED 8 cổng,3:50,,
,,,,,,,,Bộ ghi dịch Phần 3: mạch LED 8 cổng,9:27,,
,,,,,,,,Bộ ghi dịch Phần 4: mạch LED 16 cổng,7:34,,
,,,,,,,,"Điều khiển nhiều thiết bị với một cổng mở rộng, Phần 1: Bối cảnh và thiết lập",14:24,,
,,,,,,,,"Điều khiển nhiều thiết bị với một cổng mở rộng, Phần 2: Thêm các ví dụ",9:13,,
,,,,,,,,"Đồng hồ thời gian thực, Phần 1/2",15:53,,
,,,,,,,,"Đồng hồ thời gian thực, Phần 2/2",7:29,,
,,,,,,,,Bài tập cho bài giảng về đồng hồ thời gian thực,2 câu hỏi,,
,,,,,,,Phần 11: Kiểm soát tải trọng lớn với rơ le và bạn bè,,,,
,,,,,,,,Sử dụng các tranzito TIP22 để kiểm soát một dải LED,7:46,,
,,,,,,,,Rơ le Phần 1: Giới thiệu,4:56,,
,,,,,,,,Rơ le Phần 2: Làm thế nào không để điều khiển một Rơ le,15:23,,
,,,,,,,,Rơ le Phần 3: Kết nối dự trù một Rơ le 12V ,10:10,,
,,,,,,,,Rơ le Phần 4: Kết nối một kết nối Rơ le 12V,7:52,,
,,,,,,,,Rơ le Phần 5: Tấm chắn tiếp sức,4:22,,
,,,,,,,Phần 12: Chủ đề về tạo mẫu,,,,
,,,,,,,,Bare-bones Arduino Phần 1: Giới thiệu và mạch công suất,8:46,,
,,,,,,,,"Bare-bones Arduino Arduino Phần 2: Atmega, reset và đồng hồ",11:27,,
,,,,,,,,Bare-bones Arduino Arduino Phần 3: Dây power LED và thử nghiệm,8:39,,
,,,,,,,,"Tạo bảng mạch in của riêng bạn (PCB), Phần 1",18:22,,
,,,,,,,,"Tạo bảng mạch in của riêng bạn (PCB), Phần 2",20:11,,
,,,,,,,,"Sử dụng Processing với Arduino, Phần 1",14:58,,
,,,,,,,,"Sử dụng Processing với Arduino, Phần 2",12:09,,
,,,,,,,,"Tự tạo thư viện của riêng bạn, Phần 1",17:08,,
,,,,,,,,"Tự tạo thư viện của riêng bạn, Phần 2",3:34,,
