,,,,,,,,
,,,,,,,"Ngày 9 - quản lý khiếm khuyết, các công cụ chất lượng, quản lý thay đổi, quản lý phiên bản",1:52:07
,,,,,,,"Ngày 10 - Bugzilla, chứng chỉ kiểm thử",1:37:13
,,,,,,,Ngày 11 Công cụ Quản lý kiểm thử JIRA,1:27:47
,,,,,,,"Ngày 12 - Công cụ quản lý kiểm tra kiểm thử , chuẩn bị Resume",1:32:27
,,,,,,,"Ngày 13 - tổng quan về Tự động hóa, tổng quan về HP QTP ",1:59:50
,,,,,,,"Ngày 14 - chuẩn bị phỏng vấn, câu hỏi và câu trả lời",1:18:43
,,,,,,Phần 2: Giới thiệu kiểm thử phần mềm,,
,,,,,,,Khóa học Tổng quan,28:30:00
,,,,,,,"SDLC và giới thiệu về kiểm thử phần mềm
Xem trước ",1:38:50
,,,,,,,"mô hình V, xác minh và kiểm tra, bảo đảm chất lượng và điều khiển chất lượng",1:43:44
,,,,,,Phần 3: các kịch bản và các trường hợp kiểm thử,,
,,,,,,,"Kịch bản kiểm thử, Mẫu, Phát triển dự án Agile, Các loại kiểm thử",1:46:09
,,,,,,,"STLC, quy trình bảo đảm chất lượng
Xem trước ",1:47:03
,,,,,,,"Các trường hợp kiểm thử, dữ liệu kiểm thử, Test Script, Kế hoạch kiểm thử và mẫu",1:21:55
,,,,,,Phần 4: Thực hiện kiểm thử,,
,,,,,,,"Xây dựng, Tài liệu kiểm thử",1:39:56
,,,,,,,"thiết lập môi trường kiểm thử, Phạm vi kiểm thử, tỷ lệ gán lỗi, xét duyệt sự sẵn sàng kiểm thử",1:28:32
,,,,,,,"Dữ liệu kiểm thử, hệ quả không như mong đợi, BVA, EP, đoán lỗi",1:30:18
,,,,,,,"Các trường hợp kiểm thử, khả năng mở rộng, Bảng quyết định, sơ đồ chuyển trạng thái",1:35:26
,,,,,,,Toàn bộ tiến trình thực hiện kiểm thử và Báo cáo kiểm thử,1:06:17
,,,,,,Phần 5: Chiến lược kiểm thử và quản lý khiếm khuyết,,
,,,,,,,"Vòng đời khiếm khuyết, quản lý khiếm khuyết, xét duyệt kiểm thử ",1:22:45
,,,,,,,"Chiến lược kiểm thử, UAT",1:14:52
,,,,,,"Phần 6: Tổng quan JIRA, Bugzilla, và HP ALM (QC) ",,
,,,,,,,"ma trận dấu vết,  phân tích rủi ro, JIRA",1:16:10
,,,,,,,"Bugzilla, 7 Công cụ quản lý chất lượng",1:13:31
,,,,,,,"HP ALM (QC), Điểm chuẩn",1:07:53
,,,,,,Phần 7: Dự án thực tế,,
,,,,,,,"Tiến trình dự án kiểm thử phần mềm đầu cuối, Kiểm tra từng bước dự án thực tế, Tự động hóa kiểm thử",1:44:43
,,,,,,Phần 8: Tổng quan công cụ kiểm thử tự động QTP (Quick Test Pro),,
,,,,,,,"Kiểm tra từng bước QTP các trường hợp kiểm thử, kịch bản quá trình viết trong tự động hóa",1:38:24
,,,,,,,"Tổng quan QTP , các tài liệu kiểm thử dự án thực tế, Chứng chỉ kiểm thử (ISTQB, CSTE)",1:32:39
,,,,,,Phần 9: Resume và Chuẩn bị phỏng vấn,,
,,,,,,,"Chuẩn bị phỏng vấn, câu hỏi và câu trả lời",1:16:37
,,,,,,,"Chuẩn bị Resume, Quản lý thay đổi cấu hình Phần mềm, tài liệu dự án thực tế",1:06:33
