Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Những dự án đáng chú ý bao gồm Ardupilot, nền tảng dự án Máy bay không người lái (unmanned aerial vehicle) có thể kiểm soát các máy bay trên không, và mã nguồn mở dao động Xoscillo.",,,,,Đèn LED mờ - câu hỏi trắc nghiệm,3 câu hỏi,Quiz,
,,,NỘI DUNG  VÀ TỔNG QUAN:,,,,Phần 2: Cảm biến,,,,
,,,"Khóa học này được thiết kế dành cho bất cứ ai yêu thích học về thiết kế điện tử. Không cần bất cứ kinh nghiệm gì về Arduino, tất cả những gì bạn cần là một bo mạch Arduino và một vài thiết bị liên quan khác.",,,,,Vài nét về cảm biến,3:03,Video,
,,,"Với hơn 19 giờ nội dung trong 110 bài giảng, khóa học này sẽ đưa bạn từ người không hề có kinh nghiệm gì trong lĩnh vực thiết bị điện tử hoặc trong lập trình trở thành một bậc thầy về Arduino.",,,,,Đo ánh sáng,8:29,Video,
,,,,,,,,Đo ánh sáng - câu hỏi trắc nghiệm,3 câu hỏi,Quiz,
,,,,,,,,Nhiệt độ và độ ẩm,7:09,Video,
,,,,,,,,Nhiệt độ và độ ẩm - câu hỏi trắc nghiệm,6 câu hỏi,Quiz,
,,,,,,,,Cảm biến áp suất khí quyển,7:11,Video,
,,,,,,,,Cảm biến áp suất khí quyển - câu hỏi trắc nghiệm,4 câu hỏi,Quiz,
,,,,,,,,Cảm biến chuyển động hồng ngoại,9:04,Video,
,,,,,,,,Cảm biến chuyển động hồng ngoại - câu hỏi trắc nghiệm,4 câu hỏi,Quiz,
,,,,,,,,Cảm biến siêu âm từ xa,10:11,Video,
,,,,,,,,Cảm biến siêu âm từ xa - câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,,Phát hiện gia tốc,6:37,Video,
,,,,,,,,Phát hiện gia tốc - câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,,Cảm biến dòng (hồng ngoại),3:36,Video,
,,,,,,,,Cảm biến dòng - câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,,Độ nghiêng và tác động,8:54,Video,
,,,,,,,,Độ nghiêng và tác động cảm biến - câu hỏi trắc nghiệm,3 câu hỏi,Quiz,
,,,,,,,Phần 3: Tương tác,,,,
,,,,,,,,Nút bấm,6:18,Video,
,,,,,,,,Nút bấm - câu hỏi trắc nghiệm,1 câu hỏi,Quiz,
,,,,,,,,Chiết áp,7:26,Video,
,,,,,,,,Chiết áp - câu hỏi trắc nghiệm,1 câu hỏi,Quiz,
,,,,,,,,Cảm biến cong,4:56,Video,
,,,,,,,,Cảm biến cong - câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,,Màng chiết áp,4:12,Video,
,,,,,,,,Màng chiết áp - câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,,Làm tiếng động với một máy rung âm thụ động,5:26,Video,
,,,,,,,,Làm tiếng động với một máy rung âm - câu hỏi trắc nghiệm,1 câu hỏi,Quiz,
,,,,,,,,"Bàn phím, Phần 1: Giới thiệu",4:06,Video,
,,,,,,,,"Bàn phím, Phần 2: Hệ thống kết nối dây song song",12:25,Video,
,,,,,,,,"Bàn phím, Phần 3: Phác thảo kết nối song song",5:14,Video,
,,,,,,,,"Bàn phím, Phần 4: Kết nối dây đơn",12:35,Video,
,,,,,,,,"Bàn phím, Phần 5: Kết luận về kết nối dây đơn",11:32,Video,
,,,,,,,,Kỹ thuật khắc phục nút nhấn phần cứng,Văn bản,Text,
,,,,,,,Phần 4: Hiển thị,,,,
,,,,,,,,Màn hình LCD hiển thị kí tự phần 1,14:40,Video,
,,,,,,,,Màn hình LCD hiển thị kí tự phần 2,7:50,Video,
,,,,,,,,LCD dây dữ liệu đơn và I2C phần 1,15:40,Video,
,,,,,,,,LCD dây  dữ liệu đơn và I2C phần 2,7:41,Video,
,,,,,,,,LCD và dự án bàn phím mini,Văn bản,Text,
,,,,,,,,Bài tập về màn hình LCD với bài giảng I2C,4 câu hỏi,Quiz,
,,,,,,,,LCD màn hình TFT,16:42,Video,
,,,,,,,,Câu hỏi cho bài giảng về màn hình LCD TFT ,1 câu hỏi,Quiz,
,,,,,,,,"Mạch hiển thị dùng ma trận LED  7 đoạn, Phần 1: Giới thiệu và lắp ráp",11:31,Video,
,,,,,,,,"Mạch hiển thị dùng ma trận LED  7 đoạn, Phần 2: Phác thảo",14:31,Video,
,,,,,,,,Kiểm soát mạch hiển thị dùng ma trận LED 8x8 với bộ điều khiển MAX7219,23:05,Video,
,,,,,,,,Hiển thị dữ liệu gia tốc ADXL335 trên mạch hiển thị dùng ma trận LED 8x8,6:58,Video,
,,,,,,,Phần 5: Động cơ,,,,
,,,,,,,,Động cơ điện một chiều phần 1,18:12,Video,
,,,,,,,,Động cơ điện một chiều phần 2,8:00,Video,
,,,,,,,,Động cơ điện một chiều phần 3,12:05,Video,
,,,,,,,,Bài tập cho các bài giảng về động cơ điện một chiều,2 câu hỏi,Quiz,
,,,,,,,,Động cơ mô tơ phụ phần 1,15:23,Video,
,,,,,,,,Động cơ mô tơ phụ phần 2,11:14,Video,
,,,,,,,,Bài tập cho bài giảng về động cơ servo,1 câu hỏi,Quiz,
,,,,,,,,Động cơ Servo và dự án mini về màn hình LCD ,Văn bản,Text,
,,,,,,,,Động cơ bước phần 1: Giới thiệu,7:32,Video,
,,,,,,,,Động cơ bước phần 2: Kết nối với một động cơ bước đơn cực không có bánh răng,11:39,Video,
,,,,,,,,Động cơ bước phần 3: Kiểm soát một động cơ bước đơn cực không có bánh răng,6:17,Video,
,,,,,,,,Động cơ bước phần 4: Kết nối một động cơ đơn cực có bánh răng,5:05,Video,
,,,,,,,,Động cơ bước phần 5: Sử dụng thư viện AccelStep,7:50,Video,
,,,,,,,,EasyDriver với động cơ bước NEMA17,18:29,Video,
,,,,,,,Phần 6: Mạng Ethernet và truyền thông Internet,,,,
,,,,,,,,Mà chắn chắn Ethernet phần 1,24:08:00,Video,
,,,,,,,,Màn chắn chắn Ethernet phần 2,14:18,Video,
,,,,,,,,Màn chắn Ethernet - Câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,,Một máy chủ web báo cáo Arduino đơn giản phần 1,5:04,Video,
,,,,,,,,Một máy chủ web báo cáo Arduino đơn giản phần 2,19:39,Video,
,,,,,,,,Một máy chủ web báo cáo Arduino đơn giản phần 3,10:33,Video,
,,,,,,,,Máy chủ báo cáo đơn giản - Câu hỏi trắc nghiệm,1 câu hỏi,Quiz,
,,,,,,,,Máy chủ web kiểm soát Arduino,25:29:00,Video,
,,,,,,,,Kiểm soát máy chủ web - Câu hỏi trắc nghiệm,3 câu hỏi,Quiz,
,,,,,,,,Kiểm soát một động cơ với một trình duyệt web,16:40,Video,
,,,,,,,,Điều khiển động cơ web - Câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,,Đăng nhập web vào Nimbits phần 1,8:58,Video,
,,,,,,,,Đăng nhập web vào Nimbits phần 2,18:48,Video,
,,,,,,,,Bài giảng về nimbits  - Câu hỏi trắc nghiệm,1 câu hỏi,Quiz,
,,,,,,,,Đăng nhập vào Twitter,16:33,Video,
,,,,,,,,Đăng nhập vào Twitter - Câu hỏi trắc nghiệm,1 câu hỏi,Quiz,
,,,,,,,Phần 7: Truyền thông không dây,,,Video,
,,,,,,,,Kết nối không dây với Bluetooth phần 1,12:35,Video,
,,,,,,,,Kết nối không dây với Bluetooth phần 2,9:51,Video,
,,,,,,,,Bluetooth - Câu hỏi trắc nghiệm,3 câu hỏi,Quiz,
,,,,,,,,Kết nối Wifi phần 1/4,2:46,Video,
,,,,,,,,Kết nối Wifi phần 2/4,25:32:00,Video,
,,,,,,,,Kết nối Wifi phần 3/4,19:34,Video,
,,,,,,,,Kết nối Wifi phần 4/4,6:59,Video,
,,,,,,,,Kết nối Wifi: nâng cấp module CC3000 của bạn,10:09,Video,
,,,,,,,,Sử dụng các module thu phát nRF24L01 +,20:16,Video,
,,,,,,,Phần 8: Bộ lưu trữ ngoài,,,,
,,,,,,,,Đọc và viết vào một thẻ SD phần 1/3,13:56,Video,
,,,,,,,,Đọc và viết vào một thẻ SD phần 2/3,10:31,Video,
,,,,,,,,Đọc và viết vào một thẻ SD phần 3/3,9:48,Video,
,,,,,,,,Bài giảng về thẻ SD - Câu hỏi trắc nghiệm,1 câu hỏi,Quiz,
,,,,,,,,EEPROM (bên trong và bên ngoài) phần 1: Sử dụng cơ bản,10:58,Video,
,,,,,,,,EEPROM (bên trong và bên ngoài) phần 2: các thư viện EEPROMex,5:36,Video,
,,,,,,,,EEPROM (bên trong và bên ngoài) phần 3: Sử dụng một EEPROM bên ngoài,10:39,Video,
,,,,,,,Phần 9: Nghiên cứu kĩ hơn về vi điều khiển Atmega,,,,
,,,,,,,,Ngắt phần cứng phần 1: Giới thiệu,12:16,Video,
,,,,,,,,Ngắt phần cứng phần 2: Sử dụng các biến volatile,5:17,Video,
,,,,,,,,Ngắt phần cứng phần 3: Thiết bị bấm giờ,5:08,Video,
,,,,,,,,Ngắt phần cứng phần 4: Điều chế độ rộng xung độ phân giải cao,6:11,Video,
,,,,,,,,Sử dụng điện trở kéo lên lỗi kỹ thuật,7:16,Video,
,,,,,,,,Quản lý bộ nhớ phần 1: Giới thiệu và Flash,5:49,Video,
,,,,,,,,Quản lý bộ nhớ phần 2: RAM tĩnh,7:52,Video,
,,,,,,,,Quản lý năng lượng với chế độ ngủ và bộ đếm gộp trước,23:40,Video,
,,,,,,,Phần 10: Thiết bị ngoại vi mạch tích hợp,,,,
,,,,,,,,Kỹ thuật khắc phục nút bấm/ công tắc phần cứng phần 1: Bối cảnh,7:16,Video,
,,,,,,,,Kỹ thuật khắc phục nút bấm/ công tắc phần cứng phần 2: Demo,8:51,Video,
,,,,,,,,Bộ ghi dịch phần 1: Bộ ghi dịch là gì,5:35,Video,
,,,,,,,,Bộ ghi dịch  phần 2: mạch LED 8 cổng,3:50,Video,
,,,,,,,,Bộ ghi dịch phần 3: mạch LED 8 cổng,9:27,Video,
,,,,,,,,Bộ ghi dịch phần 4: mạch LED 16 cổng,7:34,Video,
,,,,,,,,Điều khiển nhiều thiết bị với một cổng mở rộng phần 1: Bối cảnh và thiết lập,14:24,Video,
,,,,,,,,Điều khiển nhiều thiết bị với một cổng mở rộng phần 2: Thêm các ví dụ,9:13,Video,
,,,,,,,,Đồng hồ thời gian thực phần 1/2,15:53,Video,
,,,,,,,,Đồng hồ thời gian thực phần 2/2,7:29,Video,
,,,,,,,,Bài tập cho bài giảng về đồng hồ thời gian thực,2 câu hỏi,Quiz,
,,,,,,,Phần 11: Kiểm soát tải trọng lớn với rơ le và bạn bè,,,,
,,,,,,,,Sử dụng các tranzito TIP22 để kiểm soát một dải LED,7:46,Video,
,,,,,,,,Rơ le phần 1: Giới thiệu,4:56,Video,
,,,,,,,,Rơ le phần 2: Làm thế nào không để điều khiển một Rơ le,15:23,Video,
,,,,,,,,Rơ le phần 3: Kết nối dự trù một Rơ le 12V ,10:10,Video,
,,,,,,,,Rơ le phần 4: Kết nối một kết nối Rơ le 12V,7:52,Video,
,,,,,,,,Rơ le phần 5: Tấm chắn tiếp sức,4:22,Video,
,,,,,,,Phần 12: Chủ đề về tạo mẫu,,,,
,,,,,,,,Bare-bones Arduino phần 1: Giới thiệu và mạch công suất,8:46,Video,
,,,,,,,,"Bare-bones Arduino Arduino phần 2: Atmega, reset và đồng hồ",11:27,Video,
,,,,,,,,Bare-bones Arduino Arduino phần 3: Dây power LED và thử nghiệm,8:39,Video,
,,,,,,,,Tạo bảng mạch in của riêng bạn (PCB) phần 1,18:22,Video,
,,,,,,,,Tạo bảng mạch in của riêng bạn (PCB) phần 2,20:11,Video,
,,,,,,,,Sử dụng Processing với Arduino phần 1,14:58,Video,
,,,,,,,,Sử dụng Processing với Arduino phần 2,12:09,Video,
,,,,,,,,Tự tạo thư viện của riêng bạn phần 1,17:08,Video,
,,,,,,,,Tự tạo thư viện của riêng bạn phần 2,3:34,Video,
