Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Tại sao hầu hết chế độ ăn kiêng phổ biến nhất lại thất bại khi giảm cân,,,,,Tặng thêm: Bí quyết giảm cân của tôi,0:47,Video,
,,,Các chế độ ăn kiêng sẽ yêu cầu bạn cắt giảm một cách đáng kể lượng calories xuống còn 50% hoặc thậm chí là hơn nữa,,,,Phần 3: Làm sao để xây dựng thói quen giảm cân,,,,
,,,Các chế độ ăn kiêng sẽ khiến cho bạn đói mỗi ngày,,,,,Tất cả thói quen bạn cần để giảm cân,5:04,Video,
,,,Làm chậm qúa trình trao đổi chất vì vậy bạn vật lộn để có thể vượt qua đỉnh điểm để giảm cân,,,,,Nền tảng quan trọng của việc giảm cân,1:12,Video,
,,,Những chương trình đó được thiết kế để cho bạn có một kết quả giảm cân nhanh với một tốc độ không an toàn,,,,,Điều bạn cần để giảm cân hiệu quả,2:35,Video,
,,,Chúng đối tất cả những thức ăn nhạt để giảm cân,,,,Phần 4: Mẹo để giảm cân một cách tối đa,,,,
,,,"Bạn sẽ cảm thấy suy sụp bởi chế độ ăn ít đường, tiếp tục ăn rất nhiều và lại tăng cân và thậm chí hơn thế nữa",,,,,Chế độ ăn kiêng đơn giản nhất giảm cân nhanh nhất,2:00,Video,
,,,Yêu cầu chương trình luyện tập tốn thời gian và căng thẳng để giảm cân,,,,,Tại sao đồng hồ lại giúp giảm cân bền vững 1 cách thần kỳ,1:59,Video,
,,,Yêu cầu hành giờ nấu nướng và chuẩn bị đồ ăn và các bữa ăn để hiệu quả nhất việc giảm cân,,,,,30 trong 30 quy luật,1:35,Video,
,,,Tại sao chương trình này khác biệt...,,,,,Làm sao để giảm cân khi bạn bị béo phì,2:04,Video,
,,,Khôngười bao gồm việc cắt giảm rất nhiều calories để giảm cân,,,,Phần 5: Cảm ơn và chúc mừng bạn,,,,
,,,Đảm bảo chắc chắn bạn được ăn cho đến khi bạn cảm thấy hoàn toàn thỏa mãn và no sau mỗi bữa ăn,,,,,Cảm ơn và chúc mừng bạn,2:31,Video,
,,,Không yêu cầu luyện tập hay tập thể dục để giảm cân,,,,Phần 6: Bí quyết giảm cân hoàn hảo,,,,
,,,Giảm cân đều đặn và bạn có thể giảm cân và giữ cân rất lâu,,,,,Giảm cân tốt nhất,2:22,Video,
,,,Cắt giảm nhiều giờ trong bếp bằng cách đơn giản hóa việc nấu ăn và chuân bị bữa ăn,,,,,Cách đơn giản làm những món ăn tốt cho sức khỏe ngon,4:03,Video,
,,,"Những kỹ thuật đơn giản, tiết kiệm thời gian để tạo ra bữa ăn với khẩu vị tuyệt vời với số lượng lớn",,,,,Các món ăn nhẹ và bữa phụ hoàn hảo,6:24,Video,
,,,Bạn nhận được gì từ khóa học này,,,,,Cách nấu gà ngon và đơn giản,1:30,Video,
,,,Làm thế nào để giảm được 20 -100 pao mỡ mà không cần luyện tập,,,,,Một trong những bữa sáng giúp giảm cân tốt nhất,5:10,Video,
,,,Tại sao các chương trình giảm cân phổ biến lại không hiệu quả,,,,,Tiếp tục luyện tập và thay đổi thể trạng của bạn,1 page,Document,
,,,Tại sao các chế độ ăn kiêng hiện tại đang gây hư hại tới cơ thế của bạn và khiến bạn tăng cân,,,,Phần 7: Thêm về nguyên liệu và thứ giảm cân,,,,
,,,Tại sao ứng dụng theo dõi là hoàn toàn phù hợp cho việc giảm cân,,,,,Tại sao thức ăn mexico lại có thể giảm cân,1:26,Video,
,,,"Chính xác là bạn cần ăn gì, như thế nào, khi nào và bao nhiêu để giảm cân mà không cần tập thê dục",,,,,Giảm cân bằng thức ăn kiêng của ấn độ,1:03,Video,
,,,Những loại thức ăn nào cần tránh để giảm cân,,,,,,,,
,,,Làm thế nào để giảm cân cùng với công thức nấu ăn ưa thích của tôi,,,,,,,,
,,,Làm thế nào để bạn tiết kiệm thời gian nấu ăn và nấu được những bữa ăn có chất lượng năm sao,,,,,,,,
,,,Tại sao thức ăn tốt cho sức khỏe lại có vị rất nhạt nhẽo và làm thế nào khiến chúng có vị thật xuất sắc với những kỹ thuật đơn giản và tiết kiệm thời gian,,,,,,,,
,,,Làm thế nào để ăn cho đến khi bạn no mà vẫn giảm được cân,,,,,,,,
,,,"Bạn có thế hỏi : ""có phải là mơ không?"" Trả lời: Hoàn toàn không! Hàng trăm khách hàng trực tiếp của tôi và hàng ngàn người qua kênh online đã giảm cân mà không cần luyện taapk bởi vì một thông tin cực kỳ quan trọng",,,,,,,,
,,,"80% khả năng giảm cân của bạn quản lí với cái gì, khi nào và bằng cách nào bạn ăn uống. Sẽ không có vấn đề gì nếu bạn là một vận đắng động viên 20 tuổi người mà đang cố găng giảm cân cho thi đấu hoặc một người trên 60 tuổi đang cố gắng giữ dáng cùng với cháu của bạn",,,,,,,,
,,,"Chương trình này được tạo ra cho bất cứ người nào và bất cứ tuổi tác nào "" Bằng cách nào chương trình này hiệu quả cho rất nhiều kiểu người""",,,,,,,,
,,,Không phải là nhiều nhóm tuổi khác nhau có những nhu cầu khác nhau?,,,,,,,,
,,,"Chắc chắn! Chúng tôi có nhiều nhu cầu dinh dường và lương calo khác nhau dựa trên di truyền học và hình dáng cơ thể, nhưng cuối cùng thì chúng ta đã tạo ra công thức tốt nhất và có thể giảm cân với một điều quan trọng nhất",,,,,,,,
,,,Ăn thật sự! Lí do thật sự khiến bạn phải vật lộn để giảm cân là vì bạn vẫn đang ăn:,,,,,,,,
,,,"Lúa mạch. lúa mạch đen, ngũ cốc đều chứa các bon hi đờ rát",,,,,,,,
,,,Tinh bột và đường tổng hợp,,,,,,,,
,,,Sữa,,,,,,,,
,,,Rượu,,,,,,,,
,,,"Sô đa, nước hoa quả, thức uống tăng lực và các loại đồ uống nhiều calo",,,,,,,,
,,,Khi bạn ăn thức ăn thật sự cơ thể bạn được lập trình để nhận dạng vf sẽ có thể là cân nặng đang giảm,,,,,,,,
,,,"Nghĩ rằng cơ thể bạn như một máy tinh thông minh. Nó có thời gian dễ dàng hơn để đọc thông tin và dùng những file đơn giản để xử lĩ, Kho bạn đưa cho nó một nhận dạng mà nó khoogn thể nhận ra hoặc quá phức tạp và quá tải với CPU của bạn, chiếm nhiề không gian bộ nhwos và làm chậm máy của bạn. Bạn cho rằng điều gfi sẽ khiến cơ thể bạn có thời gian dể dãng hơn để đọc và sử dụng",,,,,,,,
,,,Một quả cam? Hay một cái bánh mì tròn,,,,,,,,
,,,Sa lát bò với tiêu và hành? Hau mỳ Ý Alfredo,,,,,,,,
,,,Cafe đen? Hay một thức uống tăng lực,,,,,,,,
,,,Caà hồi hun khói với măng tây xào? Hay một bách sandwich gà,,,,,,,,
,,,Trà xanh? hay một margarita,,,,,,,,
,,,Tôi muốn bạn cân nhắc một số điều,,,,,,,,
,,,"Bao nhiêu ngày, tháng và năm đã trôi qua kể từ khi bạn muốn giảm cân nhưng sợ không dám thử?",,,,,,,,
,,,Đã bao lâu kể từ khi bạn không coi trọng sức khỏe và hạnh phúc bản thân?,,,,,,,,
,,,Những rào cản nào đã ngăn bạn khỏ việc giảm cân và thay đổi cơ thể mãi mãi,,,,,,,,
,,,"Các đây không lâu, tôi đã thừa cân 50 pao trước khi giảm cân thay đổi cuộc sống tôi mãi mãi. Tôi hoàn toàn buồn chán với cái cách mà tôi nhìn và cảm nhận và tôi muốn giúp bạn ban tạo ra sự thay đổi",,,,,,,,
,,,"Nếu bạn tuyệt vọng với việc giảm cân và khoogn có thời gian để luyện tập, đây chính là câu trả lời",,,,,,,,
,,,"Tôi muốn bạn ghi nhớ một vài điều. Hàng trăm khách hàng của tôi đã giảm được cân nặng mục tiêu của họ trong chương trình này, nhưng nếu bạn vẫn không hài lòng với khóa học này, tôi muốn bạn tìm ra giải pháp khác",,,,,,,,
,,,"Nếu bạn học khóa học này nhưng thấy không thỏa đáng, Udemy và tôi sẽ gửi lại bạn 100% tiền khóa học. tôi muốn chắc chắn rằng bạn tìm được ra khóa học và cách học phù hợp với bạn nhất",,,,,,,,
,,,Nếu bạn hoàn thành khóa học với sự không hài lòng và muốn bắt đầu giảm cân ngay bây giờ hãy nhấn vào take this course để bắt đầu,,,,,,,,
,,,"khong thể chờ để nhìn hay thấy kết quả, tôi thực sự rất hài lòng và đã đạt được mục tiêu của khóa học",,,,,,,,
