Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,"""đơn giản, hiện đại, cân đối ""và các điều khoản khác của khách hàng khác thực sự có ý nghĩa gì?",9:02,Video,
,,,,,,,,Sử dụng layer styles đúng cách,19:32,Video,
,,,,,,,,Cạm bẫy của trí tưởng tượng,4:29,Video,
,,,,,,,,Hiểu biết về sự tương phản,7:26,Video,
,,,,,,,,Sử dụng những cái có sẵn và ý nghĩa của việc trở thành một nhà thiết kế,12:05,Video,
,,,,,,,,Tối ưu bảng layer (lớp) của bạn,8:11,Video,
,,,,,,,,Thực hành: Làm thế nào để tổ chức một dự án lộn xộn,18:24,Video,
,,,,,,,,Nội dung cho người ngu ngốc,4:33,Video,
,,,,,,,,Thiết kế logo,5:45,Video,
,,,,,,,,Tầm quan trọng của tốc độ,6:29,Video,
,,,,,,,,Lựa chọn những dự án đúng,5:30,Video,
,,,,,,,,Hướng dẫn về giá cả cho công việc của bạn,10:52,Video,
,,,,,,,,Làm thế nào để liên tục trở nên tốt hơn,4:57,Video,
,,,,,,,"Phần 5: Những kỹ thuật, thủ thuật và lời khuyên về Typography",,,,
,,,,,,,,Những nguồn phông chữ tốt nhất,8:21,Video,
,,,,,,,,Bảng Character (điều khiển phông chữ),11:57,Video,
,,,,,,,,Làm thế nào để nhận dạng một phông chữ,4:47,Video,
,,,,,,,,Pha trộn phông chữ,5:33,Video,
,,,,,,,,"Những kỹ thuật, thủ thuật và lời khuyên về Typography",12:41,Video,
,,,,,,,Phần 6: Dự án,,,,
,,,,,,,,Giới thiệu và mô tả dự án,9:32,Video,
,,,,,,,,Tạo lập layout,4:12,Video,
,,,,,,,,Đưa nội dung vào,6:26,Video,
,,,,,,,,Tạo các tiêu đề,16:02,Video,
,,,,,,,,Tạo vùng background gây ấn tượng,11:21,Video,
,,,,,,,,Tạo vùng nội dung,12:49,Video,
,,,,,,,,Tạo testimonial (phần xin phản hồi) và footer,12:04,Video,
,,,,,,,,Kết luận,3:45,Video,
,,,,,,,Phần 7: Dự án thiết kế phẳng,,,,
,,,,,,,,"Thiết kế phẳng: Định nghĩa, các ví dụ, hiệu ứng chuyển động phẳng, lịch sử, trường phái skeuomorphism",10:25,Video,
,,,,,,,,Những sau lầm cần tránh về thiết kế phẳng,5:35,Video,
,,,,,,,,Xây dựng một trang web phẳng - Giới thiệu,1:28,Video,
,,,,,,,,Xây dựng một trang web phẳng - Tạo tiêu đề,6:46,Video,
,,,,,,,,Xây dựng một trang web phẳng - Tạo điểm trung tâm,9:23,Video,
,,,,,,,,Xây dựng một trang web phẳng - Testimonials và CTA (Call To Action - Kêu gọi hành động),9:06,Video,
,,,,,,,,Xây dựng một trang web phẳng - Hoàn thiện với chân trang,4:41,Video,
,,,,,,,Phần 8: Kết luận cuối cùng,,,,
,,,,,,,,Kết luận cuối cùng,1:11,Video,
,,,,,,,Phần 9: Tải toàn bộ các tài nguyên ở đây,,,,
,,,,,,,,Tải toàn bộ các tài nguyên ở đây,Văn bản,Text,
,,,,,,,,Xem trước các tài nguyên,1 slide,Document,
