Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,- Làm thế nào để có được quyền truy cập vào một máy chủ Linux nếu bạn không biết từ trước,,,,,Ôn tập,0:27,,
,,,- Bản phân phối phần mềm mã nguồn mở (Linux distribution) là gì và nên chọn cái nào,,,,Phần 3: Ngày thứ 2,,,,
,,,- Phần mềm nào là cần thiết để kết nối với Linux từ máy tính Mac và Windows.,,,,,Cấu trúc thư mục Linux,10:02,,
,,,- SSH là gì và làm thế nào để sử dụng nó.,,,,,Trình thông dịch (Shell),7:35,,
,,,"- Thiết kế hệ thống tập tin của hệ thống Linux và làm thế nào để tìm các chương trình, cấu hình, và tài liệu?",,,,,Các lệnh Linux cơ bản,5:06,,
,,,- Các lệnh Linux cơ bản mà bạn sẽ sử dụng thường xuyên nhất.,,,,,Fish,5:56,,
,,,"- Tạo, đổi tên, di chuyển, và xóa các thư mục.",,,,,Làm việc với các Thư mục,8:57,,
,,,"- Bảng liệt kê, đọc, tạo, chỉnh sửa, sao chép, và xóa các tập tin.",,,,,Bảng liệt kê các tập tin và hiểu về LS Output,11:45,,
,,,- Các lệnh làm việc như thế nào và cách để giải mã các quyền Linux khó hiểu nhất một cách dễ dàng.,,,,Phần 4: Ngày thứ 3,,,,
,,,"- Làm thế nào để sử dụng nano, vi và trình soạn thảo emacs.",,,,,Quyền cho thư mục và tập tin được giải thích - Phần Một,11:14,,
,,,- Hai phương pháp để tìm kiếm các tập tin và thư mục.,,,,,Quyền cho thư mục và tập tin được giải thích - Phần Hai,9:28,,
,,,- Làm thế nào để so sánh nội dung của các tập tin?,,,,,Tìm kiếm tập tin và Thư mục,6:55,,
,,,"- Ống dẫn là gì, tại sao chúng hữu ích, và làm thế nào để sử dụng chúng.",,,,,Hiển thị tập tin và trình soạn thảo Nano,5:16,,
,,,- Làm thế nào để nén các tập tin để tiết kiệm không gian và làm cho việc chuyển dữ liệu dễ dàng.,,,,,Chỉnh sửa tập tin trong Vi,9:58,,
,,,- Làm thế nào và tại sao phải chuyển hướng đầu vào và đầu ra từ các ứng dụng.,,,,,Chỉnh sửa tập tin với Emacs,5:40,,
,,,- Làm thế nào để tùy chỉnh shell prompt (tập kí tự đứng đầu lệnh) của bạn? ,,,,,Biên tập đồ họa,4:22,,
,,,"- Làm thế nào để đạt hiệu quả tại các dòng lệnh bằng cách sử dụng bí danh, hoàn thành tab, và lịch sử vỏ ngoài của bạn.",,,,Phần 5: Ngày thứ 4,,,,
,,,- Làm thế nào để sắp xếp và tự động hoá việc sử dụng cron.,,,,,"Xóa, sao chép, di chuyển, và đổi tên tập tin",11:08,,
,,,"- Làm thế nào để đạt hiệu quả tại các dòng lệnh bằng cách sử dụng bí danh, hoàn thành tab, và lịch sử shell của bạn.",,,,,Các kí hiệu - Phần Một,5:12,,
,,,- Làm thế nào để tìm và cài đặt phần mềm.,,,,,Các kí hiệu - Phần Hai,7:03,,
,,,- Tudemy sẽ hoàn lại tiền trong 30 ngày vô điều kiện - đó là lời hứa cá nhân của về sự thành công của bạn!,,,,,"Đầu vào, đầu ra, và sự chuyển hướng",7:46,,
,,,"Những gì bạn học trong khóa học này có thể được áp dụng đối với bất kỳ môi trường Linux bao gồm Ubuntu, Debian, Linux Mint, RedHat, Fedora, OpenSUSE, Slackware, và nhiều hơn nữa.",,,,,So sánh các tập tin,4:13,,
,,,Ghi danh ngay bây giờ và bắt đầu học các kỹ năng cần thiết để lên cấp sự nghiệp của bạn!,,,,,Tìm kiếm trong tập tin và sử dụng Pipes,9:41,,
,,,,,,,,Truyền và sao chép các tập tin qua mạng,6:35,,
,,,,,,,,Tùy chỉnh Shell Prompt,5:08,,
,,,,,,,,Các công cụ rút gọn lệnh shell,3:41,,
,,,,,,,,Ôn tập,0:27,,
,,,,,,,Phần 6: Ngày thứ 5,,,,
,,,,,,,,Biến môi trường,2 trang,,
,,,,,,,,Quy trình và kiểm soát công việc,11:53,,
,,,,,,,,Lên lịch các việc lặp lại với Cron,5:50,,
,,,,,,,,Chuyển đổi người dùng và chạy các lệnh,8:10,,
,,,,,,,,Lịch sử shell và Tab Hoàn Tab,13:11,,
,,,,,,,,Cài đặt phần mềm,13:33,,
,,,,,,,,Kết luận - Xin chúc mừng và cảm ơn!,1:04,,
,,,,,,,Mục 7: Khóa học tặng thêm,,,,
,,,,,,,,"Tặng thêm - Cài đặt Apache, MySQL, PHP và Wordpress trên Ubuntu",9:26,,
