Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Sau khóa học với 75 videos bài giảng cũng như hơn 7 tiếng đồng hồ nội dung, hướng dẫn về QuickBooks Pro 2014 sẽ hướng dẫn cho bạn về tất cả những nguyên lý cơ bản về phần mềm kế toán phổ biến và toàn diện này. Bạn sẽ được học cách cài đặt và thiết lập phần mềm QuickBooks, bắt đầu bằng việc tạo ra một tập tin cho công ty của bạn. Với những kiến thức cơ bản này, bạn có thể tiếp tục phát triển hệ thống các tài khoản kế toán, tạo ra các dự toán và hóa đơn và sắp xếp hàng loạt các báo cáo tài chính. Khi bạn hoàn thành khóa học này, bạn sẽ trở thành một người dùng QuickBooks pro 2014 thành thạo và có thể hoàn thành phần lớn các nhiệm vụ kế toán trong một chương trình đã được hệ thống.",,,,,"Preferences - Phần 1
",11:54,Video,
,,,"Lớp học này phù hợp cho các kế toán viên hoặc chủ các doanh nghiệp nhỏ, những người đang tìm kiếm một phương pháp toàn diện và có hệ thống để làm sổ sách. Khi kết thúc khóa học này, bạn sẽ được trang bị đầy đủ kỹ năng để sử dụng QuickBook pro 2014 cho tất cả các nhu cầu kế toán trong doanh nghiệp nhỏ của bạn.",,,,,Preferences - Phần 2,9:10,Video,
,,,,,,,,Làm việc với Người dùng,8:16,Video,
,,,,,,,,Hệ thống tài khoản kế toán - Phần 1,12:13,Video,
,,,,,,,,Hệ thống tài khoản kế toán - Phần 2,10:58,Video,
,,,,,,,"Phần 4: Làm việc với mục ""Customers"" và ""Jobs""",,,,
,,,,,,,,"Làm việc với ""Customers"" và ""Jobs"" - Phần 1",12:47,Video,
,,,,,,,,"Làm việc với ""Customers"" và ""Jobs"" - Phần 2",7:22,Video,
,,,,,,,,Dự toán - Phần 1,11:02,Video,
,,,,,,,,Dự toán - Phần 2,5:49,Video,
,,,,,,,,Các hóa đơn dự toán - Phần 1,12:31,Video,
,,,,,,,,Các hóa đơn dự toán - Phần 2,3:54,Video,
,,,,,,,,Lập hóa đơn cho khách hàng khi mua sản phẩm và dịch vụ,1:24,Video,
,,,,,,,,Nhận thanh toán,10:50,Video,
,,,,,,,,Tạo các khoản đặt cọc,8:30,Video,
,,,,,,,,Tạo bản ghi nhớ tín dụng.,9:31,Video,
,,,,,,,,Tạo báo cáo.,3:58,Video,
,,,,,,,,Theo dõi thu nhập.,5:06,Video,
,,,,,,,Phần 5: Làm việc với Vendors,,,,
,,,,,,,,"Làm việc với Vendors - Phần 1
",10:44,Video,
,,,,,,,,Làm việc với Vendors - Phần 2,3:46,Video,
,,,,,,,,Nhập hóa đơn,7:34,Video,
,,,,,,,,Thanh toán hóa đơn,5:40,Video,
,,,,,,,Phần 6: Làm việc với Items (đầu mục sản phẩm) và Inventory (hàng tồn kho),,,,
,,,,,,,,"Làm việc với đầu mục sản phẩm - Phần 1
",10:02,Video,
,,,,,,,,Làm việc với đầu mục sản phẩm - Phần 1,4:08,Video,
,,,,,,,,Tạo đơn hàng thanh toán,6:05,Video,
,,,,,,,,Nhận danh mục sản phẩm,5:15,Video,
,,,,,,,,Tạo hóa đơn cho các danh mục sản phẩm,3:47,Video,
,,,,,,,,Thanh toán sản phẩm,2:20,Video,
,,,,,,,,Chỉnh sửa bằng tay các danh mục sản phầm,2:51,Video,
,,,,,,,Phần 7: Làm việc với Sổ đăng ký QuickBooks,,,,
,,,,,,,,"Ôn tập khóa học
",0:43,Video,
,,,,,,,,Làm việc với mục Đăng ký - phần 1,11:46,Video,
,,,,,,,,Làm việc với mục Đăng ký - phần 2,2:32,Video,
,,,,,,,,Tạo sổ sách và viết séc,5:08,Video,
,,,,,,,Phần 8: Đối chiếu,,,,
,,,,,,,,Đối chiếu với sổ phụ ngân hàng,9:41,Video,
,,,,,,,Phần 9: Làm việc với Các khoản vay,,,Video,
,,,,,,,,Tạo một khoản nợ trong hệ thống tài khoản kế toán,4:42,Video,
,,,,,,,,Tạo Loan Payment (thanh toán nợ),4:18,Video,
,,,,,,,,Quản lý nợ,6:28,Video,
,,,,,,,Phần 10: Làm việc với Credit Card (thẻ tín dụng),,,,
,,,,,,,,Thiết lập tài khoán thẻ tín dụng,4:57,Video,
,,,,,,,,Nhập các giao dịch qua thẻ tín dụng,5:26,Video,
,,,,,,,,Đối chiếu thẻ tín dụng và tạo thanh toán,3:50,Video,
,,,,,,,Phần 11: Tùy biến các biểu mẫu,,,,
,,,,,,,,Tùy biến các biểu mẫu,12:25,Video,
,,,,,,,,Thiết kế giao diện - Phần 1,10:35,Video,
,,,,,,,,Thiết kế giao diện - Phần 2,4:32,Video,
,,,,,,,Phần 12: Báo cáo,,,,
,,,,,,,,Báo cáo nhanh,1:55,Video,
,,,,,,,,Lập báo cáo - Phần 1,11:22,Video,
,,,,,,,,Lập báo cáo - Phần 2,3:47,Video,
,,,,,,,,Tùy biến các báo cáo,9:29,Video,
,,,,,,,Phần 13: Làm việc với thuế bán hàng,,,,
,,,,,,,,Làm việc với thuế bán hàng - Phần 1,10:04,Video,
,,,,,,,,Làm việc với thuế bán hàng - Phần 2,8:11,Video,
,,,,,,,Phần 14: Bảng lương,,,,
,,,,,,,,Tổng quan về việc sử dụng dịch vụ trả lương trên QuickBooks ,3:19,Video,
,,,,,,,,Làm việc với các danh mục lương,9:07,Video,
,,,,,,,,Làm việc với Employees (lao động),8:45,Video,
,,,,,,,,Thanh toán lương cho lao động,6:10,Video,
,,,,,,,,Thanh toán thuế thu nhập cá nhân,4:27,Video,
,,,,,,,Phần 15: Trung tâm Lead,,,,
,,,,,,,,Làm việc với Leads,8:13,Video,
,,,,,,,Phần 16: Mail Merges,,,Video,
,,,,,,,,Tạo một Mail Merges,5:25,Video,
,,,,,,,,Tài liệu chính trong Mail Merges,4:55,Video,
,,,,,,,Phần 17: Budgets (Ngân sách),,,,
,,,,,,,,Tạo một bảng ngân sách,3:30,Video,
,,,,,,,,Báo cáo ngân sách,2:13,Video,
,,,,,,,Phần  18: Các tính năng khác của QuickBooks,,,,
,,,,,,,,Tìm kiếm trong QuickBooks,6:32,Video,
,,,,,,,,Nhắc nhở và Thông báo,3:16,Video,
,,,,,,,,Sử dụng lịch QuickBooks,2:35,Video,
,,,,,,,,Ghi nhớ giao dịch,6:22,Video,
,,,,,,,,Phương tiện Mileage,2:57,Video,
,,,,,,,,Các tập tin sao lưu cho doanh nghiệp,3:48,Video,
,,,,,,,,Chuyển đổi từ QuickBooks PC sang Mac,2:35,Video,
,,,,,,,,Nhập danh sách và một File QB mới,3:49,Video,
,,,,,,,,Phiên bản Canada ,1:26,Video,
,,,,,,,Phần 19: Tóm tắt,,,Video,
,,,,,,,,Tổng kết,1:17,Video,
,,,,,,,Phần 20: Kiểm tra đánh giá,,,,
,,,,,,,,Trắc nghiệm,43 câu hỏi,Quiz,
