Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Khóa học này sẽ giúp bạn xây dựng thương hiệu cá nhân của mình và phát triển kinh doanh với tư cách một nhà tư vấn hoặc huấn luyện viên. Sau khi tham gia khóa học này, bạn sẽ có thể marketing các kỹ năng và xác lập sự độc đáo của mình với những người khác. Bạn là duy nhất và khóa học này sẽ giúp bạn quảng bá những tài năng độc đáo của mình nhằm giúp doanh nghiệp của bạn có thể thành công.",,,,,Động não về nhãn hiệu,6:03,Video,
,,,,,,,,Nghiên cứu và Bảo vệ thương hiệu,10:40,Video,
,,,,,,,,Hoàn hiện thương hiệu,10:07,Video,
,,,,,,,Mục 7: Bước Sáu: Thiết lập kế hoạch tiếp thị của bạn,,,,
,,,,,,,,Giới thiệu bước 6,0:29,Video,
,,,,,,,,Lựa chọn các hoạt động marketing của bạn,7:56,Video,
,,,,,,,,Lập sơ đồ kế hoạch marketing trong 90 ngày của bạn,10:19,Video,
,,,,,,,Phần 8: Bước Bảy: Thu hút Khách hàng,,,,
,,,,,,,,Giới thiệu bước 7,0:31,Video,
,,,,,,,,Thu hút khách hàng: Tìm kiếm khách hàng triển vọng cho doanh nghiệp của bạn,12:56,Video,
,,,,,,,,Gắn kết: Thúc đẩy khách hàng tiềm năng hành động,10:25,Video,
,,,,,,,,Phát triển: Xây dựng một mối quan hệ với khách hàng tiềm năng của bạn,14:04,Video,
,,,,,,,,Chinh phục thành công: Biến khách hàng tiềm năng thành khách hàng chịu thanh toán,16:36,Video,
,,,,,,,Phần 9: Kết luận,,,,
,,,,,,,,Tóm tắt và Tổng kết,4:02,Video,
