Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Và tất nhiên là khiến các khách hàng tiềm năng của bạn tin tưởng hơn.,,,,,Gửi thông cáo báo chí: Cách tốt nhất,4:38,Video,
,,,"Khóa học này, trong hơn một giờ, sẽ làm cho bạn trở thành một chuyên gia. Và nó hoàn toàn không có rủi ro.",,,,,Gửi thông cáo báo chí: Sức mạnh của hông cáo báo chí,4:42,Video,
,,,"Là một nhà báo, cá nhân tôi nhận được hơn một ngàn thông cáo báo chí trong email của tôi mỗi ngày.",,,,Phần 5: Mở rộng hơn sự bao phủ các mặt báo bằng các cách đơn giản - TV và radio,,,,
,,,"Vâng, tôi biết là tưởng như không thể, nhưng nó là tác dụng phụ của việc là một nhà báo khá nổi tiếng!",,,,,Thông cáo báo chí: Làm thế nào để tối đa hóa kết quả của bạn,5:23,Video,
,,,"Mặc dù vậy, hơn 95% trong số chúng không có được đọc.",,,,Phần 6: Kết luận,,,,
,,,Các tiêu đề không hấp dẫn tôi / là không liên quan đến tôi / không thu hút tôi / không có ý nghĩa. (Đôi khi một sự kết hợp của tất cả bốn!),,,,,"Tất cả đã sẵn sàng cho ""tem cá nhân"" của bạn",1:34,Video,
,,,4% nhận được mở ra và đóng lại trong vòng vài giây.,,,,Phần 7: Tài liệu để giúp đảm bảo thành công của bạn,,,,
,,,Khoảng 5 email (đó là một nửa của một phần trăm!) một ngày được theo dõi.,,,,,Mẫu thông cáo báo chí,4 trang,Document,
,,,"Tôi sẽ chỉ sử dụng và xuất bản một hoặc hai trong số này (trên TV, radio, trực tuyến).",,,,,Danh sách cần đạt về thông cáo báo chí,4 trang,Document,
,,,"Nhưng tôi bỏ lỡ một số câu chuyện tốt, bởi vì việc phát hành được viết hoàn toàn sai.",,,,,Rolodex của tôi nằm trong các trang web và cơ quan phát hành báo tốt nhất,12 trang,Document,
,,,Khóa học này cho bạn thấy những gì cần phải làm.,,,,Phần 8: Kết luận - KHÔNG BAO GIỜ làm điều này! Những lỗi hài hước từ các thông cáo báo chí có thực,,,,
,,,Bạn có thể sử dụng thông cáo báo chí như cách tôi chỉ cho bạn và trở nên thực sự thành công.,,,,,Arrgh!,Văn bản,Text,
,,,Dưới đây là những gì bạn sẽ nhận được:,,,,Phần 9: Thêm từ tác giả,,,,
,,,Nghe tôi nói về thông cáo báo chí - nhớ ghi chép!,,,,,Thêm từ tác giả,Văn bản,Text,
,,,"Một số bộ phim của một người làm công việc in ấn - không quá thú vị, thực sự là vậy, nên lắng nghe những gì tôi nói và tập trung vào đó! Đó là nội dung thực sự của khóa học.",,,,,,,,
,,,Rolodex cá nhân của tôi trong hơn 250 trang web hàng đầu bạn phải phát hành báo chí đếncho hiệu quả lớn nhất tới hầu hết các doanh số bán hàng,,,,,,,,
,,,"Nhưững mẫu thông cáo báo chí hoàn hảo nhất, hiệu quả nhất trên thế giới.",,,,,,,,
,,,"Cam kết 100% về những mẫu thông cáo báo chí hiệu quả, nếu bạn làm theo mẫu này, chắc chắn bạn sẽ thành công hết lần này đến lần khác.",,,,,,,,
,,,"Đảm bảo cá nhân của tôi về thành công của bạn. Tham gia khóa học cho đủ 30 ngày, không hề mạo hiểm bởi có một chính sách hoàn lại tiền đầy đủ mà không hỏi bất cứ câu nào.",,,,,,,,
,,,"Hãy tham gia khóa học chi tiết nhưng dễ dàng từng bước này ngay bây giờ, trong khoảng 1 giờ bạn đã có thể tăng đáng kể kích thước và quy mô doanh nghiệp của mình.",,,,,,,,
