Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Từ sự thành công rực rỡ của mình, tôi sẽ cho các bạn thấy cách tôi khám phá không chỉ kênh YouTube của bản thân mà còn những gì tôi làm để đạt được khoản thu nhập hơn $2000/ tháng và hơn 1 triệu người truy cập mới mỗi tháng",,,,,Hé lộ bí mật về playlist - Làm thế nào để nhân lượng truy cập của bạn lên gấp bội- ngay lập tức,5:27,Video,
,,,"Dù bạn đã có hay chưa lập 1 trang cá nhân trên YouTube, bạn có thể học cách kiếm tiền nhanh chóng chỉ với 30 phút làm việc mỗi ngày... giống như tôi!",,,,,Quan trọng: Tất cả các bài giảng cũng áp dụng với Video hiện tại của bạn trên youtube,Văn bản,Text,
,,,Tôi nhấn mạnh rằng bạn không cần bất cứ kinh nghiệm nào vào không phải mua hay chi trả cho bất cứ thứ gì. Hoàn toàn không cần!,,,,,In trang này: mô tả của Video,Văn bản,Text,
,,,Bạn sẽ học được,,,,"Phần 5: Các bước tiếp theo - Tương tác với người xem của bạn một cách dễ dàng, hiệu quả và mang lại lợi nhuận",,,,
,,,Cách sử dụng tiêu đề đúng,,,,,Những dạng người xem nào bạn nên quan tâm?,1:50,Video,
,,,Cách viết miêu tả video đúng,,,,,Bật mí về những đối tượng người xem mà bạn nên quan tâm tới nhất,0:44,Video,
,,,Cách tận dụng hệ thống gắn thẻ để tăng thu nhập đáng kể cho bản thân,,,,,Làm gì với nhận xét để đạt được thành công lớn nhất,2:31,Video,
,,,Tại sao tôi kiếm được nhiều tiền như vậy từ tháng này qua tháng khác,,,,,Tùy chỉnh nhận xét - Làm thế nào để ngăn chăn những kẻ gửi thư rác và kẻ ngốc,3:02,Video,
,,,Bí quyết để video của bạn hiện lên trước video của người khác,,,,,Hộp thư của bạn,0:54,Video,
,,,2 bí quyết về thumbnails- bạn phải thực hiện cả 2- một thời gian dài tôi không hề biết về chúng. Quá đáng tiếc!,,,,Phần 6: Bí quyết để Thiết lập kênh YouTube của bạn nhằm đạt thu nhập cao nhất có thể,,,,
,,,Bạn phải làm gì với những người đăng kí kênh của mình,,,,,Kiểm tra các thiết bị và tính năng mà YouTube cho bạn,4:36,Video,
,,,"Làm thế nào để lượng truy cập và đăng ký kênh của bạn tăng vọt bằng việc sử dụng đúng cách các chú giải trên video- YouTube cực kỳ mong mỏi bạn làm điều này, nhưng hầu hết mọi người không để ý đến nó!",,,,,Làm thế nào để thiết lập các mặc định hiệu quả và nhanh chóng - tiết kiệm hàng tiếng đồng hồ!,3:56,Video,
,,,Bí quyết lập danh sách phát (playlist) để tăng lượng truy cập của bạn lên gấp nhiều lần!,,,,,TUYỆT MẬT: Bí mật đơn giản để có hàng triệu lượt xem và đăng ký,3:16,Video,
,,,Cách đọc hiểu quá trình phân tích dữ liệu trên YouTube- để đạt thành công còn lớn hơn nữa,,,,,Làm thế nào để YouTube quảng cáo trang web của bạn miễn phí. Và nó thực sự dễ dàng!,1:51,Video,
,,,Cách dùng YouTube để quảng cáo miễn phí kênh cá nhân của bạn trên toàn thế giới mà không tốn một xu nào.,,,,,Một vòng quanh tùy chỉnh nâng cao: Thiết lập tùy chỉnh chính xác để đạt thành công dài hạn!,1:15,Video,
,,,Cách tìm nhạc nền miễn phí cho video của bạn - không bị giới hạn sử dụng.,,,,,Tăng thêm lượng người đăng ký kênh - bước cuối cùng (1),9:11,Video,
,,,Cách tiếp cận miễn phí hàng triệu video chất lượng hàng đầu mà bạn có thể dùng miễn phí,,,,,Tăng thêm lượng người đăng ký kênh - bước cuối cùng (2),1:35,Video,
,,,"... và còn nhiều, nhiều điều nữa!",,,,,"Cách theo dõi những đối thủ của bạn - thu thêm nhiều truy cập hơn,nhiều đăng ký kênh hơn,nhiều tiền hơn",10:38,Video,
,,,Không cần chi trả cho bất cứ thứ gì!,,,,Phần 7: Xem số liệu thống kê và bảng biểu trên tài khoản YouTube của tôi - đọc hiểu dữ liệu,,,,
,,,Vậy là bạn đã đọc đến tận đây! Cám ơn bạn rất nhiều.,,,,,Giới thiệu cách đọc hiểu dữ liệu trên Youtube để thành công hơn,3:42,Video,
,,,Mọi người có thể xem video thứ 2 của khóa học và thấy một trang web độc lập mà bạn có thể thấy thu nhập thực của tôi- số liệu được cập nhật vài lần mỗi tuần.,,,,,"Phân tích dữ liệu làm sao để hiểu nhu cầu của người xem - Và sau đó, kiếm tiền nhiều hơn",13:24,Video,
,,,( Bạn có thể đánh tên bất kỳ người dùng YouTube nào vào trang này và biết được thu nhập hàng ngày ngày của họ nữa!),,,,,Làm thế nào để hiểu thu nhập của bạn - Thu nhập thực tế từ trang web YouTube của tôi,1:05,Video,
,,,Điều mấu chốt cuối cùng,,,,,"Làm thế nào để đọc báo cáo về lượng truy cập: thu nhập cao hơn, nhiều truy cập hơn, nhiều đăng ký kênh hơn",2:59,Video,
,,,"Nếu hiện giờ bạn không có một kênh cá nhân trên YouTube, tôi đã dành rất nhiều thời lượng trong suốt khóa học để chỉ cho bạn cách thiết lập kênh cá nhân vô cùng dễ dàng và hiệu quả bằng cách việc sử dụng hàng triệu video miễn phí khác.",,,,,Hiểu nhân khẩu học của người xem của bạn nhằm tối đa hóa khoản thu nhập ,3:23,Video,
,,,"Bạn có thể thiết lập kênh cá nhân ngay trong tuần này, ngay sau khi hoàn thành khóa học này - và bắt đầu kiếm tiền ngay lập tức!",,,,,"Xem bạn đang thực sự thành công ở đâu- Sau đó, sử dụng thông tin này để thêm thành công",4:54,Video,
,,,"Hãy nhấn vào nút ""Tham gia khóa học này"", ngay lây giờ. Mỗi giờ bạn trì hoãn là bạn đã mất một khoản tiền rồi",,,,,"Làm thế nào để xem liệu bạn có thể kiếm được nhiều hơn từ một phân tích đơn giản của ""thiết bị""",3:51,Video,
,,,,,,,,TUYỆT MẬT: Làm thế nào để phân tích các tính năng quan trọng nhất YouTube,17:27,Video,
,,,,,,,,Nhiều lượt xem hơn = tiền nhiều hơn?,Văn bản,Text,
,,,,,,,Phần 8: Hiểu báo cáo tương tác - Trở nên thành công hơn và giàu hơn,,,,
,,,,,,,,Về báo cáo tương tác -thước đo thành công của bạn trên YouTube,0:37,Video,
,,,,,,,,Hiểu lượng đăng ký kênh của bạn,6:27,Video,
,,,,,,,,Những gì bạn chưa biết về Likes và Dislikes,3:39,Video,
,,,,,,,,Favourites: Làm thế nào để hiểu điều gì đang xảy ra ở đây để giành đc thành công rực rỡ,1:08,Video,
,,,,,,,,Hiểu cách phân tích trang Comments,1:04,Video,
,,,,,,,,Video nào của bạn đang được chia sẻ- Thêm thu nhập cho bạn!,1:31,Video,
,,,,,,,,Tính năng mới - Số liệu thống kê theo thời gian gần thực,Văn bản,Text,
,,,,,,,,Lời chú thích trên video là con đường chính dẫn tới thành công - hãy xem bạn đang tận dụng nó thế nào!,3:39,Video,
,,,,,,,Phần 9: Viết phần miêu tả video,,,,
,,,,,,,,Cách viết phần miêu tả video,1:01,Video,
,,,,,,,Phần 10: Lựa chọn thị trường ngách của bạn trên Youtube - và kiếm tiền!,,,,
,,,,,,,,Hơn 70 trang tài liệu về tài khoản nghách,78 trang,Document,
,,,,,,,,Lựa chọn tài khoản nghách,Văn bản,Text,
,,,,,,,Phần 11: Video có nội dung người lớn hay bạo lực - Hãy cẩn thận!,,,,
,,,,,,,,Kích hoạt chế độ Giới hạn độ tuổi trên video của bạn,1:23,Video,
,,,,,,,,Giới hạn độ tuổi và cách kiếm tiền,Văn bản,Text,
,,,,,,,Phần 12: Không bao giờ tải xuống một video nào trên YouTube - Tìm hiểu tại sao!,,,,
,,,,,,,,Về việc tải xuống video trên YouTube,0:46,Video,
,,,,,,,Phần 13: Cách nhận được đánh giá miễn phí của tôi dành cho Kênh và nội dung mới trên YouTube,,,,
,,,,,,,,Làm ơn hãy kiểm tra danh sách điều kiện đánh giá này trước khi đăng video,10 trang,Document,
,,,,,,,,Trợ giúp!,Văn bản,Text,
,,,,,,,Phần 14: Các câu hỏi thường gặp,,,,
,,,,,,,,Thiết lập một tài khoản hoàn toàn mới trên YouTube,Văn bản,Text,
,,,,,,,,"Giúp với! Video của tôi đang bị YouTube ""Kiểm tra""! Tôi phải làm gì bây giờ?",Văn bản,Text,
,,,,,,,,Tải lên tệp âm thanh,Văn bản,Text,
,,,,,,,,Các kênh về trò chơi trên máy tính,Văn bản,Text,
,,,,,,,,Tài khoản mới? Cách gắn một tài khoản mới vào một tài khoản đã có sẵn.,Văn bản,Text,
,,,,,,,,Cách mở nhiều kênh và kênh phụ trên cùng 1 tài khoản,Văn bản,Text,
,,,,,,,,Đính thêm nhiều hơn 1 bài hát,Văn bản,Text,
,,,,,,,,Những thứ bạn không thể sử dùng để kiếm tiền,Văn bản,Text,
,,,,,,,,"Tính năng mới của YouTube: Tải lên trước, công chiếu sau",Văn bản,Text,
,,,,,,,,"Lượng truy cập ""kẹt"" tại mức 301",Văn bản,Text,
,,,,,,,,Tại sao lượng người xem lại không có giá trị? - Podcast,6:16,Video,
,,,,,,,,Thay đổi trong tính năng của YouTube - Tăng cường chất lượng Video,Văn bản,,
,,,,,,,,Làm sao mọi người kiếm tiền từ những bài hát tôi thấy?,Văn bản,Text,
,,,,,,,Phần 15: Đồ họa trên YouTube - Thumbnails và đồ họa trên Kênh cá nhân - khóa học miễn phí!,,,,
,,,,,,,,Đồ họa YouTube - Nhận phiếu miễn phí của bạn tại đây,Văn bản,Text,
,,,,,,,,Nhận nhiều thông tin hơn từ Alun Hill,Văn bản,Text,
