Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,- Hiểu được lý do vì sao phần lớn các nhà đấu tư lại mất tiền (và cách để tránh điều đó),,,,,Xúc tác của việc nhận ra giá trị,9:39,Video,
,,,- Tìm kiếm và xác định những cơ hội đầu tư hấp dẫn,,,,,Tính toán giá trị thực của một công ty,11:23,Video,
,,,- Tự tin quản lý danh mục đầu tư của bạn,,,,,Làm thế nào để định giá cổ phiếu,19 pages,Document,
,,,- Khám phá ra những sự thật giữa rủi ro và thành công,,,,,Trắc nghiệm 2,4 questions,Quiz,
,,,"- Thu về lợi nhuận trên trung bình liên tục bằng cách sử dụng những chiến lược đơn giản, ít rủi ro và đã được thử nghiệm",,,,Phần 3: Rủi ro và thành công,,,,
,,,- Bảo toàn và đẩy mạnh tiền tiết kiệm mồ hôi nước mắt của bạn mà không tốn quá nhiều công sức,,,,,Nhận thức sai lầm về rủi ro,11:07,Video,
,,,- Nhanh nhạy nắm bắt được khi nào nên mua và khi nào nên bán,,,,,Giảm thiếu rủi ro,11:11,Video,
,,,- Còn nhiều hơn nữa!,,,,,Trắc nghiệm 3,4 questions,Quiz,
,,,Tham gia ngay bây giờ và trải nghiệm khóa học độc đáo về đầu tư giá trị Bootcamp,,,,Phần 4: Báo cáo tài chính,,,,
,,,------------,,,,,Báo cáo tài chính là gì và tại sao bạn nên quan tâm tới nó?,11:16,Video,
,,,Tôi đã dành 10 năm để tìm hiểu về những điều này và nhiều tháng để cô đọng tất cả những kiến thức đó vào khóa học này. Nó quả thực rất súc tích. Nếu khóa học này giúp bạn mua được một cố phiếu tốt hoặc tránh được một cố phiếu xấu thì bạn đã kiếm lại được số tiền đóng vào đây rồi.,,,,,Tỷ lệ tài chính hữu ích,10:40,Video,
,,,"Nếu bạn có ý định nghiêm túc về việc đầu tư khoản tiết kiệm mồ hôi nước mắt của mình, bạn nên tham giá khóa học ngay bây giờ vì mỗi ngày bạn chờ đợi là một ngày mà giá trị tiền tiết kiệm của bạn bị giảm đi do lạm phát.",,,,,Sức mạnh của dòng tiền tự do,9:51,Video,
,,,"Hơn 3958 học viên đã tham gia trước bạn, còn chần chừ gì mà không nhanh tay click vào ""Tham gia khóa học"" cùng chúng tôi! Hãy nuôi lớn khối tài sản của bạn NGAY HÔM NAY!",,,,,Khám phá những thủ thuật kiếm tiền và tránh những bẫy giá trị,12:48,Video,
,,,,,,,,Bảng chú giải,5 pages,Document,
,,,,,,,,Trắc nghiệm 4,4 questions,Quiz,
,,,,,,,Phần 5: Tìm kiếm và thu mua cổ phiếu,,,,
,,,,,,,,Tìm kiếm cổ phiếu để phân tích,11:34,Video,
,,,,,,,,Làm thế nào để phân tích cổ phiếu như chuyên gia?,14:15,Video,
,,,,,,,,Khi nào thì nên mua và khi nào thì nên bán ,8:43,Video,
,,,,,,,,Quản lý danh mục đầu tư của bạn,9:43,Video,
,,,,,,,,Danh sách đầu tư,1 page,Document,
,,,,,,,,Quiz 5,5 questions,Quiz,
,,,,,,,Phần 6: Bonus,,,,
,,,,,,,,Tiền vận hành như thế nào? Tại sao những người giàu lại càng giàu hơn còn bạn thì không?,9:51,Video,
,,,,,,,,Nghiên cứu tình huống cụ thể: Sony và Google,3 pages,Document,
,,,,,,,,"Graham với Buffett, Hay tại sao mua các công ty bị định giá thấp lại là hành động được đánh giá quá cao?",2 page,Document,
