Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Hãy nhanh tay đăng ký vì giá sẽ sớm tăng lên 499 đô,,,,,Chiến lược 20-26: Những chiến lược thúc đẩy chuyển đổi,1 trang,Document,
,,,"Hiện nay, ngoài 65 phương thức tôi sẽ dạy cho bạn còn có thêm 100 bài tập tình huống về marketing để bạn có thể tìm hiểu và học hỏi. Đâu là những ví dụ tuyệt vời của những doanh nghiệp lớn nhỏ đã áp dụng 65 ý tưởng độc đáo này.",,,,,Làm chủ chiến lược này và bạn sẽ thắng cuộc chơi,6:49,Video,
,,,"Để cho khóa học dễ dàng nghiên cứu hơn, mỗi bài học được thiết kế ở chế độ HD 1080p; bao gồm cả bản dịch và danh sách các bài tập phòng khi bạn thích học bằng văn bản hơn là qua nghe hay xem video. Danh sách này rất hữu dụng và bạn có thế xem lại bất cứ lúc nào. Ngoài ra, danh sách còn kèm thêm cả đường link để bạn có thể xem lại tất cả các video.",,,,,Chiến lược 27-31: Kết nối với khách hàng của bạn,1 trang,Document,
,,,"Tỗi sẽ đích thân trả lời những câu hỏi của các bạn và tôi rất sẵn lòng cung cấp những đường links , các nguồn và bất cứ sự giúp đỡ nào có thể để giúp bạn phát triển thương hiệu. Tôi cũng sẽ cập nhật khóa học hàng tháng với những phương pháp mới và cách tiếp cận mới để xây dụng và quảng bá để bạn luôn được cập nhật.",,,,Phần 5: Tuyên truyền miễn phí,,,,
,,,"Nếu bạn đang tìm kiếm 65 chiến lược phát triển thương hiệu và marketing độc đáo - bạn tìm kiếm những chiến lược nhằm mục đích làm tăng gấp 3 lợi nhuận của bạn, hãy ấn vào nút ""Tham gia khóa học này"" ở trên góc phải. Mỗi giây mà bạn chần chừ là bạn đang làm mất đi số tiền đáng quý của bạn.",,,,,Được trả tiền để nói,4:33,Video,
,,,,,,,,Từ các tờ báo địa phương tới tờ New York Times chỉ trong 1 tháng,4:21,Video,
,,,,,,,,Chiến lược 32-39: Thúc đẩy chuỗi,1 trang,Document,
,,,,,,,,Hội thảo mới: Bản 2015,3:16,Video,
,,,,,,,,10 cách để chắc rằng hội thảo được mọi người đọc và viết về,4:53,Video,
,,,,,,,,Chiến lược 40-49: Quảng bá như một chuyên gia,1 trang,Document,
,,,,,,,Phần 6: Làm sao để trở thành ngôi sao trong lòng khách hàng,,,,
,,,,,,,,Làm sao để đạt được 1000$ và trở thành chuyên gia,4:03,Video,
,,,,,,,,Chiến lược 50-53: Hiệu ứng online,1 trang,Document,
,,,,,,,,Cách dễ nhất để có được những người có ảnh hưởng quảng bá cho bạn,7:40,Video,
,,,,,,,,Chiến lược 54-60: Tôi có thể có ảnh bạn chứ?,3 trang,Document,
,,,,,,,Phần 7: Những chiến dịch xây dựng thương hiệu ít được sử dụng nhất,,,,
,,,,,,,,Làm sao để sử dụng khách hàng để trở nên nổi bật,4:13,Video,
,,,,,,,,Chiến lược 61-65: Tạo ra ngôn từ truyền miệng,1 trang,Document,
,,,,,,,,Cảm ơn,0:45,Video,
,,,,,,,,Quà tặng đặc biệt,1 trang,Document,
,,,,,,,Phần 8: Các nguồn bổ sung,,,,
,,,,,,,,Làm sao để bảo vệ thương hiệu của bạn và giảm thiểu 99% việc ăn cắp tư liệu,5:51,Video,
,,,,,,,,Các bước để bảo vệ thươn hiệu của bạn một cách hợp pháp,1 trang,Document,
,,,,,,,,100 Bài tập marketing tình huống,59 trang,Document,
,,,,,,,,5 phương thức xây dựng thương hiệu mà Apple sử dụng mà những công ti khác thì không,8 trang,Document,
,,,,,,,,62 trang hướng dẫn: Xây dựng thương hiệu cho bản thân,văn bản,Text,
,,,,,,,,Phỏng vấn với Lynda Resnick,văn bản,Text,
