Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Học các kiến thức cơ bản về kiểm thử phần mềm và tự động hóa từ một giáo viên chuyên nghiệp ngay tại bàn làm việc của bạn.,,Hướng dẫn chứng nhận kiểm thử phần mềm.,,,"Ngày 12 - Công cụ quản lý kiểm tra kiểm thử , chuẩn bị Resume",1:32:27,Video,
,,,Thông tin đóng gói đào tạo thực tế bắt đầu từ từ các kỹ thuật kiểm thử cơ bản đến nâng cao.,,Tìm hiểu về các công cụ quản lý kiểm thử như JIRA và Bugzilla.,,,"Ngày 13 - Tổng quan về Tự động hóa, tổng quan về HP QTP ",1:59:50,Video,
,,,Phù hợp tốt nhất cho người mới bắt đầu cho đến người ở trình độ nâng cao và người học nhanh hơn khi được chứng minh.,,Nhận được cập nhật miễn phí tất cả các khóa học trong tương lai!,,,"Ngày 14 - Chuẩn bị phỏng vấn, câu hỏi và câu trả lời",1:18:43,Video,
,,,"Nhận ""Giấy chứng nhận hoàn thành"" (theo yêu cầu) khi bạn hoàn thành khóa học.",,,,Phần 2: Giới thiệu kiểm thử phần mềm,,,,
,,,,,,,,Khóa học Tổng quan,28:30:00,Video,
,,,,,,,,SDLC và giới thiệu về kiểm thử phần mềm,1:38:50,Video,
,,,,,,,,"Mô hình V, xác minh và kiểm tra, bảo đảm chất lượng và điều khiển chất lượng",1:43:44,Video,
,,,,,,,Phần 3: các kịch bản và các trường hợp kiểm thử,,,,
,,,,,,,,"Kịch bản kiểm thử, Mẫu, Phát triển dự án Agile, Các loại kiểm thử",1:46:09,Video,
,,,,,,,,"STLC, quy trình bảo đảm chất lượng",1:47:03,Video,
,,,,,,,,"Các trường hợp kiểm thử, dữ liệu kiểm thử, Test Script, Kế hoạch kiểm thử và mẫu",1:21:55,Video,
,,,,,,,Phần 4: Thực hiện kiểm thử,,,,
,,,,,,,,"Xây dựng, Tài liệu kiểm thử",1:39:56,Video,
,,,,,,,,"Thiết lập môi trường kiểm thử, Phạm vi kiểm thử, tỷ lệ gán lỗi, xét duyệt sự sẵn sàng kiểm thử",1:28:32,Video,
,,,,,,,,"Dữ liệu kiểm thử, hệ quả không như mong đợi, BVA, EP, đoán lỗi",1:30:18,Video,
,,,,,,,,"Các trường hợp kiểm thử, khả năng mở rộng, Bảng quyết định, sơ đồ chuyển trạng thái",1:35:26,Video,
,,,,,,,,Toàn bộ tiến trình thực hiện kiểm thử và Báo cáo kiểm thử,1:06:17,Video,
,,,,,,,Phần 5: Chiến lược kiểm thử và quản lý khiếm khuyết,,,,
,,,,,,,,"Vòng đời khiếm khuyết, quản lý khiếm khuyết, xét duyệt kiểm thử ",1:22:45,Video,
,,,,,,,,"Chiến lược kiểm thử, UAT",1:14:52,Video,
,,,,,,,"Phần 6: Tổng quan JIRA, Bugzilla, và HP ALM (QC) ",,,,
,,,,,,,,"Ma trận dấu vết, phân tích rủi ro, JIRA",1:16:10,Video,
,,,,,,,,"Bugzilla, 7 Công cụ quản lý chất lượng",1:13:31,Video,
,,,,,,,,"HP ALM (QC), Điểm chuẩn",1:07:53,Video,
,,,,,,,Phần 7: Dự án thực tế,,,Video,
,,,,,,,,"Tiến trình dự án kiểm thử phần mềm đầu cuối, Kiểm tra từng bước dự án thực tế, Tự động hóa kiểm thử",1:44:43,Video,
,,,,,,,Phần 8: Tổng quan công cụ kiểm thử tự động QTP (Quick Test Pro),,,,
,,,,,,,,"Kiểm tra từng bước QTP các trường hợp kiểm thử, kịch bản quá trình viết trong tự động hóa",1:38:24,Video,
,,,,,,,,"Tổng quan QTP , các tài liệu kiểm thử dự án thực tế, Chứng chỉ kiểm thử (ISTQB, CSTE)",1:32:39,Video,
,,,,,,,Phần 9: Resume và Chuẩn bị phỏng vấn,,,,
,,,,,,,,"Chuẩn bị phỏng vấn, câu hỏi và câu trả lời",1:16:37,Video,
,,,,,,,,"Chuẩn bị Resume, Quản lý thay đổi cấu hình Phần mềm, tài liệu dự án thực tế",1:06:33,Video,
