Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,- Mục tiêu chính của lớp học: giúp bạn hiểu bài nhảy và cảm thấy tự tin với nó,,,,Chương 3: Tove Lo - Talking Body: Trưc tiếp từ lớp học (mới thêm vào tháng 7/2015,,,,
,,,"- Tôi sẽ hướng dẫn bạn xuyên suốt khóa học, hơn nữa có một loạt các chương trình được chia nhỏ một cách chi tiết nhất để bạn có thể thực hiện ngay tại nhà",,,,,Tove Lo - Talking Body,1:15,Video,
,,,"Ngay cả nếu bạn chỉ đang tìm kiếm vũ đạo để tìm hiểu hay học cách di chuyển trên sàn nhảy, lớp học này hoàn toàn phù hợp với bạn.",,,,,8 nhịp đầu tiên,3:31,Video,
,,,"Chương trình học được cập nhật liên tục những bài học mới với những bản nhạc mới đang hot nhất. Bạn có thể dùng chúng trong đám cưới, trong các cuộc thi tài năng, tại vũ trường. Tất cả phụ thuộc vào bạn, v.v,",,,,,8 nhịp đầu tiên - nhịp chậm,0:32,Video,
,,,"Khi khóa học kết thúc, bạn có thể trình diễn 3 bài nhảy khác nhau một cách dễ dàng và bạn sẽ hoàn toàn tự tin vào khả năng vũ đạo của mình.",,,,,8 nhịp đầu tiên - nhịp đúng,0:39,Video,
,,,,,,,,8 nhịp thứ 2,4:26,Video,
,,,,,,,,8 nhịp thứ 2 - nhịp chậm,0:35,Video,
,,,,,,,,8 nhịp thứ 2 - nhịp đúng,0:37,Video,
,,,,,,,,8 nhịp thứ nhất và thứ 2 - nhịp chậm,1:25,Video,
,,,,,,,,8 nhịp thứ nhất và thứ 2 - nhịp đúng,0:42,Video,
,,,,,,,,8 nhịp thứ 3,3:24,Video,
,,,,,,,,8 nhịp thứ 3 - nhịp chậm,0:50,Video,
,,,,,,,,8 nhịp thứ 3 - nhịp đúng,0:41,Video,
,,,,,,,,"8 nhịp thứ nhất, thứ 2 và thứ 3 - nhịp chậm",1:11,Video,
,,,,,,,,"8 nhịp thứ nhất, thứ 2 và thứ 3 - nhịp đúng",1:04,Video,
,,,,,,,,8 nhịp cuối,2:01,Video,
,,,,,,,,8 nhịp cuối - nhịp chậm,0:38,Video,
,,,,,,,,Cả bài nhảy - nhịp chậm,0:43,Video,
,,,,,,,,Cả bài nhảy - nhịp đúng,1:40,Video,
,,,,,,,Chương 4: Chromeo - Jealous,,,,
,,,,,,,,Chromeo: Xem trước bài nhảy,0:26,Video,
,,,,,,,,Chromeo - Jealous: Nửa đầu,7:56,Video,
,,,,,,,,Chromeo - Jealous: Nửa sau,9:53,Video,
,,,,,,,,Chromeo - Jealous: Cả bài nhảy,18:30,Video,
,,,,,,,Chương 5: Ariana Grande - Piano,,,,
,,,,,,,,Ariana Grande - Piano: Nửa đầu,12:08,Video,
,,,,,,,,Ariana Grande - Piano: Nửa sau,14:05,Video,
,,,,,,,,Ariana Grande - Piano: Cả bài,27:05:00,Video,
,,,,,,,Section 6: Michael Jackson - Love Never Felt So Good,,,,
,,,,,,,,Michael Jackson: Xem trước bài nhảy,0:33,Video,
,,,,,,,,Michael Jackson: Nửa đầu,11:24,Video,
,,,,,,,,Michael Jackson: Nửa sau,19:26,Video,
,,,,,,,,Cả bài nhảy: Michael Jackson - Love Never Felt So Good,33:49:00,Video,
,,,,,,,Chương 7: Disclosure - Latch,,,,
,,,,,,,,Disclosure: Xem trước bài nhảy,0:30,Video,
,,,,,,,,Disclosure: Nửa trước,8:44,Video,
,,,,,,,,Disclosure: Nửa sau,13:17,Video,
,,,,,,,,Disclosure - Latch,23:19,Video,
,,,,,,,Chương 8: DJ Felli Fell - Have Some Fun,,,,
,,,,,,,,DJ Felli Fell: Xem trước bài nhảy,0:30,Video,
,,,,,,,,DJ Felli Fell: Nửa trước,6:51,Video,
,,,,,,,,DJ Felli Fell: Nửa sau,16:16,Video,
,,,,,,,,DJ Felli Fell - Have Some Fun,24:11:00,Video,
,,,,,,,Chương 9: Modjo - Lady: Live In Class,,,,
,,,,,,,,Modjo: Nửa đầu,10:13,Video,
,,,,,,,,Modjo: Nửa sau,12:21,Video,
,,,,,,,Chương 10: Tặng thêm,,,,
,,,,,,,,Bạn muốn học nhảy bài hát nào?,0:50,Video,
