Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Khái niệm cơ bản về khung xương cốt lõi ,1:55,Video,
,,,,,,,,Bài tập phòng thí nghiệm về khung xương cốt lõi,2:13,Video,
,,,,,,,Phần 7: Sử dụng các yếu tố - bề mặt,,,,
,,,,,,,,Sử dụng các yếu tố: bề mặt,3:24,Video,
,,,,,,,,Xác định bề mặt,21:13,Video,
,,,,,,,,Nguyên tắc thiết kế trực quan,33:03,Video,
,,,,,,,,Theo mắt nhìn.,7:59,Video,
,,,,,,,,Độ tương phản và tính đồng nhất,7:16,Video,
,,,,,,,,Tính nhất quán,10:24,Video,
,,,,,,,,Màu sắc và phông chữ,15:03,Video,
,,,,,,,,Khái niệm cơ bản về bề mặt,2:43,Video,
,,,,,,,,Bài tập phòng thí nghiệm về bề mặt,2:32,Video,
,,,,,,,Phần 8: Khái niệm cơ bản và tài nguyên,,,,
,,,,,,,,Những điều cần nhớ,3:16,Video,
,,,,,,,,Công cụ của thương mại,18:17,Video,
,,,,,,,,Wireframing và phần mềm prototyping,5:25,Video,
,,,,,,,,Phần mềm thử A/B,5:01,Video,
,,,,,,,,Phần mềm kiểm soát kho nội dung,7:35,Video,
,,,,,,,,Kiểm tra tài khoản / Phần mềm phản hồi,8:10,Video,
,,,,,,,,Phần mềm phân tích,8:05,Video,
,,,,,,,,Trang web giáo dục/thông tin,,,
