Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,DynamoDB,12:45,Video,
,,,,,,,,RedShift,9:30,Video,
,,,,,,,,Elasticache,2:25,Video,
,,,,,,,,Aurora,2:51,Video,
,,,,,,,,Tóm tắt về Cơ sở dữ liệu,5:34,Video,
,,,,,,,,Câu hỏi kiểm tra về Cơ sở dữ liệu,10 câu hỏi,Quiz,
,,,,,,,Phần 8: Virtual Private Cloud (VPC),,,,
,,,,,,,,Giới thiệu và khái quát,9:28,Video,
,,,,,,,,Xây dựng VPC tùy chỉnh riêng của bạn,19:40,Video,
,,,,,,,,Quá trình chuyển đổi địa chỉ mạng (NAT),10:29,Video,
,,,,,,,,Các danh sách quản lý truy cập (ACL's),7:11,Video,
,,,,,,,,Tóm tắt,4:45,Video,
,,,,,,,,Câu hỏi kiểm tra về VPC,5 câu hỏi,Quiz,
,,,,,,,Phần 9: Các dịch vụ ứng dụng,,,,
,,,,,,,,Dịch vụ gửi thông điệp đơn giản (Simple Queue Service),13:03,Video,
,,,,,,,,Định dạng Web Nhỏ (Small Web Format),4:39,Video,
,,,,,,,,Dịch vụ để cập nhật các mạng xã hội (Social Network Sevice),6:49,Video,
,,,,,,,,Tóm tắt về các Dịch vụ ứng dụng,6:10,Video,
,,,,,,,,Câu hỏi kiểm tra về các Dịch vụ ứng dụng,10 câu hỏi,Quiz,
,,,,,,,Phần 10: Thế giới thực - Tạo vị trí WordPress chịu lỗi của ứng dụng,,,,
,,,,,,,,Chuẩn bị,17:05,Video,
,,,,,,,,EC2 và cài đặt Wordpress,19:51,Video,
,,,,,,,,Tạo AMI của riêng bạn - Phần 1,19:36,Video,
,,,,,,,,Tạo AMI của riêng bạn - Phần 2,11:12,Video,
,,,,,,,,Tự động cân bằng và Kiểm thử,12:00,Video,
,,,,,,,Phần 11: Chuẩn bị cho kỳ thi - Xem lại giấy trắng,,,,
,,,,,,,,Khái quát về các dịch vụ Web của Amazon,5:56,Video,
,,,,,,,,Khái quát về quá trình bảo mật - Phần 1,13:44,Video,
,,,,,,,,Khái quát về quá trình bảo mật - Phần 2,7:33,Video,
,,,,,,,,Các rủi ro và việc tuân thủ AWS,5:20,Video,
,,,,,,,,Hệ thống lưu trữ tùy chọn trong Điện toán đám mây,7:36,Video,
,,,,,,,,Việc kiến trúc cho Điện toán đám mây trên AWS: Các bài thực hành tốt nhất,11:51,Video,
,,,,,,,,Tính thiết thực của các bài kiểm tra,2:42,Video,
,,,,,,,,Câu hỏi trắc nghiệm tổng quát 1,54 câu hỏi,Quiz,
,,,,,,,Phần 12: Cảm ơn1 Chúc bạn may mắn và hẹn gặp lại!,,,,
,,,,,,,,Cảm ơn bạn cùng với tất các học viên của tôi.,3:48,Video,
,,,,,,,,Câu hỏi kiểm tra tổng quát 2 -  Các câu hỏi khó.,22 câu hỏi,Quiz,
,,,,,,,,Các câu hỏi dựa trên tình huống (và cũng là các câu hỏi khó),20 câu hỏi,Quiz,
