Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,"Cuối cùng, bạn sẽ tìm hiểu làm thế nào để kiểm tra sự tri nhận của bạn về những lời nói, bằng cách sử dụng Excel để lưu trữ từ vựng của bạn và bộ câu hỏi trắc nghiệm của mình.",,,,,"Tại sao ta sử dụng ""Cung điện trí nhớ""?",1 trang,Document,
,,,"Đến cuối khóa học này, bạn sẽ có những kỹ năng hữu ích giúp bạn nhanh chóng ghi nhớ và nhanh chóng sử dụng bảng chữ cái nước ngoài, dù cho bạn ghi nhớ tốt như thế nào lúc ban đầu. Bạn sẽ biết làm thế nào để ghi nhớ các từ vựng của nhiều ngôn ngữ cùng một lúc, và cách để ghi nhớ đúng chính tả của các từ mới.",,,,,"Học cách làm chủ ""Cung điện trí nhớ"" và cách xây dựng đúng hướng",Văn bản,Text,
,,,"Bạn cũng sẽ nhận được tài liệu tặng thêm để củng cố các khái niệm bạn đã học được, đồng thời chúng cũng cung cấp cho bạn một thủ thuật mới để cải thiện trí nhớ của bạn. Với những bài học này, bạn sẽ thấy rằng bạn hoàn toàn có thể đọc, nói và viết tiếng nước ngoài chỉ trong một thời gian ngắn.",,,,,Nguyên tắc Vị trí,4:45,Video,
,,,,,,,,Học cách làm chủ nguyên tắc Vị trí ngay bây giờ,Văn bản,Text,
,,,,,,,,Nguyên tắc Bảng chữ cái hóa,4:38,Video,
,,,,,,,,Tổng hợp về các nguyên tắc Vị trí & Bảng chữ cái hóa,4:36,Video,
,,,,,,,,Làm thế nào để sử dụng Nguyên tắc Bảng chữ cái hóa ngay bây giờ,Văn bản,Text,
,,,,,,,,Nguyên tắc Tưởng tượng,4:44,Video,
,,,,,,,,Nguyên tắc hành động,3:03,Video,
,,,,,,,,"Làm thế nào để sử dụng các nguyên tắc của Tưởng tượng, Hình ảnh và Hành động ngay lập tức",Văn bản,Text,
,,,,,,,,Công thức Ghi nhớ tối thượng,1:56,Video,
,,,,,,,,Nguyên tắc chính của việc Tóm tắt,14 trang,Document,
,,,,,,,,Kiểm tra về Các nguyên tắc chính,5 câu hỏi,Quiz,
,,,,,,,,Ví dụ về ghi nhớ theo thứ tự bảng chữ cái: tiếng Hy Lạp,31:59:00,Video,
,,,,,,,"Phần 3: Thiết lập ""Cung điện trí nhớ"" từ vựng của bạn",,,,
,,,,,,,,Chuẩn bị & xác định trước,6:56,Video,
,,,,,,,,Bài kiểm tra về Chuẩn bị & định trước,1 câu hỏi,Quiz,
,,,,,,,Phần 4: Ghi nhớ từ tính cho phần Ngữ pháp - Bài tập,,,,
,,,,,,,,Bài tập tải về,21 trang,Document,
,,,,,,,,Những bài tập về Phòng Ghi nhỡ sẽ mang lại kết quả tuyệt vời khi bạn biết cách lấp đầy chúng,5:26,Video,
,,,,,,,,Bài tập thực hành mẫu của 1 học viên theo phương pháp Bộ nhớ Từ tính,8 trang,Document,
,,,,,,,"Phần 5: Gài từ vựng vào ""Cung điện trí nhớ"" của bạ",,,,
,,,,,,,,Nguyên tắc của phân loại từ vựng,1:59,Video,
,,,,,,,,Bài kiểm tra về nguyên tắc của phân loại từ vựng,1 câu hỏi,Quiz,
,,,,,,,,Bài tập: Chuẩn bị và Xác định,Văn bản,Text ,
,,,,,,,Phần 6: Bí quyết nhớ bài: Lưu trữ và kiểm tra từ vựng đã học,,,,
,,,,,,,,Lập kế hoạch & luyện tập từ vựng đã học,6:03,Video,
,,,,,,,,Sử dụng tệp Excel để lưu trữ và kiểm tra từ vựng đã ghi nhớ,13:14,Video,
,,,,,,,,Nguyên tắc Từ ghép,8:29,Video,
,,,,,,,,Tóm tắt bí quyết Nhớ lại,2 trang,Document,
,,,,,,,,Bài kiểm tra Lưu trữ và luyện tập với từ vựng đã học,2 câu hỏi,Quiz,
,,,,,,,Phần 7: Bí quyết ghi nhớ ngữ pháp này sẽ mang đến những trải nghiệm tuyệt vời với việc học ngoại ngữ cho bạn,,,,
,,,,,,,,"Làm thế nào để dễ dàng sử dụng ""Cung điện trí nhớ"" và Liên kết để nhớ những cấu trúc ngữ pháp khác nhau",5 trang,Document,
,,,,,,,Phần 8: Bí quyết xây dựng kế hoạch ghi nhớ từ vựng theo thữ tự bảng chữ cái,,,,
,,,,,,,,Làm thế nào để học thuộc lòng từ vựng của nhiều hơn một ngoại ngữ cùng lúc,5:36,Video,
,,,,,,,,Bí quyết để học thuộc lòng bảng chữ cái mới,3:54,Video,
,,,,,,,,"Ví dụ về ""Cung điện trí nhớ"" xếp theo bảng chữ cái",7:08,Video,
,,,,,,,,Nguồn tham khảo Phát âm tuyệt vời (và làm thế nào để sử dụng nó),4:11,Video,
,,,,,,,,Bài kiểm tra về Bí quyết xây dựng chiến lược,2 câu hỏi,Quiz,
,,,,,,,Phần 9: Các khái niệm nâng cao,,,,
,,,,,,,,Làm thế nào để học thuộc lòng chính tả của từ vựng ngoại ngữ,3:40,Video,
,,,,,,,,Sử dụng không gian tưởng tượng,5:10,Video,
,,,,,,,,Nguyên tắc Đa dạng,1:31,Video,
,,,,,,,,Nguyên tắc Thả lỏng tâm trí,8:20,Video,
,,,,,,,,Bài kiểm tra về các khái niệm nâng cao,2 câu hỏi,Quiz,
,,,,,,,Phần 10: Các bí quyết hàng đầu về việc ghi nhớ ngoại ngữ - bonus,,,,
,,,,,,,,Tặng thêm bài 1,1:14:27,Video,
,,,,,,,,Tặng thêm: bài 1 phụ lục: bản PDF đầy đủ của khóa học này,75 trang,Document,
,,,,,,,,Tặng thêm bài 2,4:28,Video,
,,,,,,,,Tặng thêm bài 3,21:21,Video,
,,,,,,,,Tặng thêm bài 4,10:21:00,Video,
,,,,,,,Phần 11: Phương pháp Bộ nhớ Từ tính- phần bổ sung,,,,
,,,,,,,,Sử dụng trờ chơi điện tử để học thuộc lòng từ vựng,1:57,Video,
,,,,,,,,Ghi nhớ từ vựng với những khu thương mai,3:26,Video,
,,,,,,,,Tạo nên động lực,3:09,Video,
,,,,,,,,Nhắm mắt lại để ghi nhớ,1:04,Video,
,,,,,,,,Quản lý thời gian và ghi nhớ từ vựng,3:55,Video,
,,,,,,,,Các rủi ro của sự cầu toàn,6:18,Video,
,,,,,,, Phần 12: Phần phụ lục đặc biệt: Các chuyên gia trong việc học và ghi nhớ ngoại ngữ,,,,
,,,,,,,,Làm thế nào để trở thành một Người học Siêu cấp với tuyệt vời giảng sư Jonathan Levi,58:31:00,Video,
,,,,,,,Phần 13: Kết luận,,,,
,,,,,,,,Giảm bớt chướng ngại,2:04,Video,
,,,,,,,,Cám ơn bạn !,1:24,Video,
,,,,,,,,Trước khi bạn rời khỏi khóa học,Văn bản,Text,
,,,,,,,Phần 14: Câu hỏi được trả lời (nội dung vẫn cập nhật cho người mới tham gia khóa học),,,,
,,,,,,,,"Việc không thể vượt qua giới hạn của bạn khi sử dụng ""Cung điện trí nhớ"" để nhớ từ vựng",17:51,Video,
,,,,,,,,"Việc trở nên trực quan hơn khi sử dụng ""Cung điện trí nhớ"" để nhớ từ vựng",22:54,Video,
,,,,,,,,"Việc tìm thêm nhiều ""Cung điện trí nhớ""",23:18,Video,
,,,,,,,,"Việc dùng các ""Miếng dán"" trong đầu bạn nhằm ghi nhớ từ vựng",4:20,Video,
,,,,,,,,Mở rộng khả năng ghi nhớ của bạn,11:56,Video,
,,,,,,,,"Về ""Khung"" của sự thành thạo",17:08,Video,
,,,,,,,,Về thủ thuật ghi nhớ theo phong cách Nữ hoàng Elizabeth,4:57,Video,
,,,,,,,,"Việc xác định mục tiêu ngôn ngữ của bạn một cách chính xác trong ""Cung điện trí nhớ""",6:48,Video,
,,,,,,,,"Việc dùng thủ thuật Hình ảnh trong ""Cung điện trí nhớ""",9:01,Video,
,,,,,,,,"Hướng dẫn về việc tìm kiếm thời gian, tính nhất quán, và công nghệ trong học tiếng Tây Ban Nha",1:02,Video,
,,,,,,,,"Hướng dẫn về việc dịch chuyển giữ đối tượng được ghi nhớ với từ vựng với phương pháp ""Blitzkrieg"" trong việc học tiếng Trung",14:17:00,Video,
,,,,,,,,Khóa học đặc biệt về hướng dẫn ghi nhớ các thuật ngữ y tế khó,12:28,Video,
,,,,,,,,"Hướng dẫn đơn giản hóa ""Cung điện trí nhớ"" trong việc học tiếng Đức",1:05:06,Video,
