Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,Đặc biệt hiệu quả,,,,,Tăng cường hệ miễn dịch,1:02,Video,
,,,"Dễ tìm, không cần người khác giúp đỡ",,,,,Sổ mũi (cảm lạnh),1:00,Video,
,,,Bài học hiển thị với hình ảnh và Video full HD,,,,,Để ngủ tốt khi du lịch,0:44,Video,
,,,"""Với khóa học này, tôi có thể tự giúp bản thân khi đi du lịch và bị chảy máu mũi ở nước ngoài. Các huyệt rất dễ tìm sau khi xem video. Tôi rất vui vì có những khóa học bên mình, trên iPhone và iPad của tôi"" - Thùy Dung",,,,,Đau đầu,0:51,Video,
,,,Hàng ngàn người đã thực hiện nó. Bây giờ bạn cũng có thể học các khóa học bấm huyệt và không cần dùng thuốc và đi khám bác sĩ.,,,,,Đau lưng ,1:01,Video,
,,,,,,,,Đau dạ dày,1:04,Video,
,,,"Chỉ với 1 phần chi phí nhỏ so với việc gọi bác sỹ, bạn đã có thể có 1 khóa học châm cứu được kiểm nghiệm với cập nhật miễn phí trọn đời, với nhiều điểm huyệt hơn nữa.",,,,,Ngộ độc,0:50,Video,
,,,,,,,,Mệt mỏi ,0:53,Video,
,,,Hãy đón nhận khóa học 1 cách vui vẻ nào!,,,,,Đoán huyệt bấm,3 câu hỏi,Quiz,
,,,,,,,Chương 5: Bấm huyệt chữa Đau nửa đầu,,,,
,,,"Nếu có câu hỏi, hãy hỏi tôi trên facebook",,,,,Bấm huyệt ngày 1,0:40,Video,
,,,,,,,,Bấm huyệt ngày 2,0:52,Video,
,,,Nếu có câu hỏi hãy hỏi tôi trên facebook,,,,,Bấm huyệt ngày 3,1:02,Video,
,,,,,,,,Bấm huyệt ngày 4,0:53,Video,
,,,,,,,,Bấm huyệt ngày 5,0:50,Video,
,,,,,,,,Bấm huyệt ngày 6,0:46,Video,
,,,,,,,,Bấm huyệt ngày 7,0:51,Video,
,,,,,,,,Bấm huyệt ngày 8,0:50,Video,
,,,,,,,,Bấm huyệt ngày 9,0:48,Video,
,,,,,,,,Bấm huyệt ngày 10,0:51,Video,
,,,,,,,,Đoán huyệt bấm ,3 câu hỏi,Quiz,
,,,,,,,Chương 6: Bấm huyệt khi bị Dị ứng ,,,,
,,,,,,,,Dị ứng phấn hoa,0:33,Video,
,,,,,,,,Ho dị ứng ,0:59,Video,
,,,,,,,,Dị ứng phát ban ,0:53,Video,
,,,,,,,,Dị ứng ngứa,0:51,Video,
,,,,,,,,Dị ứng ngứa ở mắt,1:02,Video,
,,,,,,,,Dị ứng thuốc,0:50,Video,
,,,,,,,,Phù nề dị ứng,0:46,Video,
,,,,,,,,Phù nề lưỡi,0:38,Video,
,,,,,,,,Dị ứng thời tiết,1:00,Video,
,,,,,,,,Đoán điểm bấm,3 câu hỏi,Quiz,
,,,,,,,Chương 7: Bấm huyệt trị Hen suyễn,,,,
,,,,,,,,Bấm huyệt ngày 1,1:05,Video,
,,,,,,,,Bấm huyệt ngày 2,1:02,Video,
,,,,,,,,Bấm huyệt ngày 3,0:59,Video,
,,,,,,,,Bấm huyệt ngày 4,0:49,Video,
,,,,,,,,Bấm huyệt ngày 5,0:51,Video,
,,,,,,,,Bấm huyệt ngày 6,0:45,Video,
,,,,,,,,Bấm huyệt ngày 7,0:50,Video,
,,,,,,,,Bấm huyệt ngày 8,0:42,Video,
,,,,,,,,Bấm huyệt ngày 9,0:47,Video,
,,,,,,,,Bấm huyệt ngày 10,0:38,Video,
,,,,,,,,Đoán điểm bấm,3 câu hỏi,Quiz,
,,,,,,,Chương 8: Bấm huyệt ngăn ngừa lo âu,,,,
,,,,,,,,Điểm bấm huyệt ngày 1,0:51,Video,
,,,,,,,,Điểm bấm huyệt ngày 2,0:50,Video,
,,,,,,,,Điểm bấm huyệt ngày 3,1:11,Video,
,,,,,,,,Điểm bấm huyệt ngày 4,0:58,Video,
,,,,,,,,Điểm bấm huyệt ngày 5,0:52,Video,
,,,,,,,,Điểm bấm huyệt ngày 6,0:42,Video,
,,,,,,,,Điểm bấm huyệt ngày 7,0:51,Video,
,,,,,,,,Điểm bấm huyệt ngày 8,0:45,Video,
,,,,,,,,Điểm bấm huyệt ngày 9,0:50,Video,
,,,,,,,,Điểm bấm huyệt ngày 10,0:51,Video,
,,,,,,,,Đoán Điểm bấm huyệt,3 câu hỏi,,
,,,,,,,Chương 9: Ứng dụng bấm huyệt,,,,
,,,,,,,,Các ứng dụng bấm huyệt tốt nhất,2 trang,Document,
,,,,,,,Chương 10: Tổng kết,,,,
,,,,,,,,Mở đầu khóa học,2:24,Video,
,,,,,,,,"Giữ liên lạc trên Facebook, Twitter và Email",1 trang,Document,
