Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Bài tập - 10 thứ bạn giao phát cho khách hàng,1 page,Document,
,,,,,,,,Câu hỏi thường gặp: Lo sợ bị từ chối,2:33,Video,
,,,,,,,,Xây dựng tài sản,3:02,Video,
,,,,,,,,Bài tập - Xếp loại bản thân,1 page,Document,
,,,,,,,Phần 3: Quản lý khách hàng,,,,
,,,,,,,,Chọn khách hàng của bạn,1:36,Video,
,,,,,,,,Câu hỏi thường gặp: Đuổi một khách hàng,1:40,Video,
,,,,,,,,Câu hỏi thường gặp: Các câu hỏi để hỏi một khách hàng mới,3:08,Video,
,,,,,,,,Cách tăng nhu cầu,3:10,Video,
,,,,,,,,Câu hỏi thường gặp: Khi một khách hàng bất đồng với tầm nhìn của bạn,3:20,Video,
,,,,,,,Phần 4: Chiến lược bạn chọn,,,,
,,,,,,,,Đúng nơi đúng lúc,1:19,Video,
,,,,,,,,Thuyết phục người đăng kí,2:16,Video,
,,,,,,,,"Hai từ trong ""tôi""",3:00,Video,
,,,,,,,,Câu hỏi thường gặp: Xây dựng tên tuổi như là một người hành nghề tự do mới,2:22,Video,
,,,,,,,Phần 5: Kể chuyện,,,,
,,,,,,,,4 nguyên lý kể chuyện,2:43,Video,
,,,,,,,,Bài tập - bán hàng cho doanh nghiệp,2 pages,Document,
,,,,,,,,Câu chuyện là cái chúng ta thuê,2:52,Video,
,,,,,,,,Lấy cớ là một phần của câu chuyện,1:14,Video,
,,,,,,,,Câu hỏi thường gặp: Tầm quan trọng của một hợp đồng,2:01,Video,
,,,,,,,,Một nhận xét kín tiếng về cách bạn mua,1:44,Video,
,,,,,,,,Câu hỏi thường gặp: Khi một khách hàng có một ngân quỹ,2:48,Video,
,,,,,,,"Phần 6: Khan hiếm, giá trị và lựa chọn của bạn",,,,
,,,,,,,,Chọn doanh nghiệp đúng,2:05,Video,
,,,,,,,,Câu hỏi thường gặp: chuyên gia địa phương hay với phạm vi rộng hơn,1:36,Video,
,,,,,,,,Chu kỳ sống của sản phẩm,2:23,Video,
,,,,,,,,Cách tạo ra sự khan hiếm,2:37,Video,
,,,,,,,,Hiểu nợ trên tài sản khách hàng,1:42,Video,
,,,,,,,,Các cách đi tới thị trường khác nhau,1:46,Video,
,,,,,,,Phần 7: Định giá,,,,
,,,,,,,,Ngón nghề của bạn đáng giá bao nhiêu,2:05,Video,
,,,,,,,,Làm việc miễn phí,1:47,Video,
,,,,,,,,Câu hỏi thường gặp: Làm việc để được danh tiếng,1:55,Video,
,,,,,,,,Những câu hỏi đáng tự hỏi,2:24,Video,
,,,,,,,Phần 8: Tiếng nói độc đáo,,,,
,,,,,,,,Nổi tiếng lan tới gia đình,1:45,Video,
,,,,,,,,Các câu chuyện danh gia vọng tộc,2:43,Video,
,,,,,,,,Thương hiệu của bạn là một người,1:20,Video,
,,,,,,,,Tìm ra lợi thế của bạn,2:45,Video,
,,,,,,,,Bài tập - Phát triển một tiếng nói độc đáo,2 pages,Document,
,,,,,,,,Câu hỏi thường gặp: Kiếm sống như viết một cuốn tiểu thuyết,2:47,Video,
,,,,,,,Phần 9: Danh tiếng,,,,
,,,,,,,,Cuốn sách chứng thực,2:22,Video,
,,,,,,,,Cần trả quá nhiều tiền để tìm thứ cần tìm,1:24,Video,
,,,,,,,,Tối ưu hóa công cụ tìm kiếm của một vùng độc nhất một thứ,1:11,Video,
,,,,,,,,"Sản phẩm có thời gian phát triển nhanh, năng suất cao và giấy phép",1:54,Video,
,,,,,,,,Bài tập - Giấy phép,2 pages,Document,
,,,,,,,,Câu hỏi thường gặp: Cạnh tranh với lao động giá rẻ,2:24,Video,
,,,,,,,,Câu hỏi thường gặp: Quá đắt mặc dù có kinh nghiệm,3:06,Video,
,,,,,,,Câu 10: Thăng tiến,,,,
,,,,,,,,Lựa chọn thăng tiến,1:47,Video,
,,,,,,,,Từng chút một,2:09,Video,
,,,,,,,,Bước ra khỏi sự vô hình của bạn,2:02,Video,
,,,,,,,,(Đừng) trở thành người nội gián,2:00,Video,
,,,,,,,,Nhảy lên như một chiến lược,1:48,Video,
,,,,,,,Phần 11: Tổ chức và kết nối,,,,
,,,,,,,,Định nghĩa các cộng đồng,2:13,Video,
,,,,,,,,500 người ngắt kết nối,1:56,Video,
,,,,,,,,Bài tập - Tổ chức và kết nối,1 page,Document,
,,,,,,,Phần 12: Tận dụng nội dung,,,,
,,,,,,,,Nền tảng xuất bản của riêng bạn,1:17,Video,
,,,,,,,,Lật tẩy và thông báo,1:21,Video,
,,,,,,,,Bài tập - Tận dụng nội dung,2 pages,Document,
,,,,,,,,Công khai hay cho đối thủ cạnh tranh,1:26,Video,
,,,,,,,,Bài tập - Tổ chức các đối thủ cạnh tranh của bạn,1 page,Document,
,,,,,,,,Cơ hội xem xét,4:21,Video,
,,,,,,,Phần 13: Bán và quảng cáo,,,,
,,,,,,,,Lo sợ mua,1:55,Video,
,,,,,,,,Bài tập - Bán hàng,1 page,Document,
,,,,,,,,Câu hỏi bắt buộc,3:48,Video,
,,,,,,,,Định vị thương hiệu,2:25,Video,
,,,,,,,,Kiên nhẫn và chọn ngành của bạn,2:13,Video,
,,,,,,,,Định giá và phiếu mua hàng,1:47,Video,
,,,,,,,,Câu hỏi thường gặp: Hiển thị giá trên website,2:05,Video,
,,,,,,,,Phát triển mạnh nhờ miễn phí,1:58,Video,
,,,,,,,Phần 14: Đi tới thị trường,,,,
,,,,,,,,Là ông bầu,0:50,Video,
,,,,,,,,Quá chuyên môn hóa,1:49,Video,
,,,,,,,,Đi ra khỏi hệ thống,1:07,Video,
,,,,,,,,Trở nên 'nổi tiếng',0:45,Video,
,,,,,,,,The poor man's (người đàn ông nghèo),0:55,Video,
,,,,,,,Phần 15: Trở nên chuyên nghiệp,,,,
,,,,,,,,Ước lượng thời gian,1:31,Video,
,,,,,,,,Câu hỏi thường gặp: Luôn tạo ra những vai chính đủ khả năng,2:08,Video,
,,,,,,,,Duy trì tài chính,1:20,Video,
,,,,,,,,Nhanh trí,2:22,Video,
,,,,,,,,Các từ tận cùng bằng -ent,7:46,Video,
,,,,,,,,Bài tập - Tạo ra một dòng thời gian,1 page,Document,
,,,,,,,,Đọc,1 page,Document,
,,,,,,,,Một điều cuối cùng,1 page,Document,
