Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,">>Thực ra khóa học này đến từ chính những điều mà tôi đã từng trải nghiệm từ khi là một trong những đứa trẻ có vấn đề về ADHD đến lúc trở thành doanh nhân điều hành 2 công ty, khởi nghiệp từ năm 22 tuổi (mà vẫn đi du lịch thế giới được). Vậy nên tôi thật lòng muốn chia sẻ với bạn cách đã giúp tôi đạt được thành công ấy, cách mà tôi đã thay đổi thói quen và cách sống !<<",,,,Phần 3: Sức khỏe - Yếu tố điều trị thành công ADHD,,,,
,,,-----------------,,,,,Lời khuyên và một vài mẹo nhỏ cho sức khỏe liên quan đến ADHD,7:38,Video,
,,,"Tham gia lớp học để tìm hiểu chiến lược mà cộng đồng này đã thực hiện để thành công trong nhiều năm. Nó giúp bạn tạo được nhiều mối quan hệ tốt hơn, chăm lo cho sự nghiệp, giấc ngủ và ổn định tâm trí!",,,,,Tài liệu,3 trang,Document,
,,,"Trong khóa học này, BẠN SẼ HỌC ĐƯỢC...",,,,,Bạn vẫn đang học tốt khóa học này đấy chứ?,Văn bản,Text,
,,,Chính xác cách mà bộ não của bạn hoạt động khi bạn cảm thấy không tập trung hay bốc đồng.,,,,Phần 4: Xét ưu tiên và sắp xếp lại mọi thứ,,,,
,,,Các bài tập và thói quen đơn giản (và kỳ lạ!) có thể cải thiện chức năng và hoạt động của não bộ một cách đáng kể ... hoặc có thể hủy hoại não của bạn nếu không thực hiện.,,,,,Bắt đầu từ đâu bây giờ?,9:24,Video,
,,,"Những con đường nhanh nhất dẫn tới sự vô tổ chức, sự mất tập trung và thiếu động lực.",,,,,Tài liệu,3 trang,Document,
,,,Những bài tập tinh thần đã được khoa học chứng minh giúp đảo ngược sự xao lãng của hệ thần kinh.,,,,Phần 5: Tạo ra ý chí và động lực điều trị ADHD,,,,
,,,Những công cụ và cách thức giúp bạn thực hiện những biện pháp trên và nhanh chóng có kết quả tích cực!,,,,,Đã đến lúc tỏa sáng!,5:03,Video,
,,,"Bạn nghĩ rằng: ""Làm sao mà tôi biết được là nó thực sự hiệu quả với mình?""",,,,,Tài liệu,2 trang,Document,
,,,"Tôi đã, và đang xây dựng một tổ chức, được gọi là ''Kiểm soát ADHD của mình'' cùng với những chiến thuật đã có hiệu quả với rất nhiều người trên khắp 6 quốc gia.",,,,,Câu hỏi trắc nghiệm,3 câu hỏi,Quiz,
,,,Các ý kiến phản hồi mà khóa học này đã được nhận được:,,,,,Trước khi chúng ta tiếp tục,Văn bản,Text,
,,,Mỗi câu mỗi chữ đều là những chiến thuật cực kì hữu ích''. - Tyler G,,,,"Phần 6: Vượt qua áp lực, sự quá tải và lo lắng",,,,
,,,Thực sự thích rồi đấy'' - Emma B,,,,,Mối liên hệ giữa ADHD và sự căng thẳng,2:02,Video,
,,,Đây là một trong số những lựa chọn thông minh nhất của tôi...Thật sự là một bài học hay trong khoảng thời gian cần thiết'' - Renu R,,,,,ADHD và sự căng thẳng: làm thế nào để điều chỉnh,4:05,Video,
,,,"Cuối cùng thì một giải pháp thú vị mới cho những người gặp khó khăn với ADHD cũng đã xuất hiện'' - Mary Robertson, RN, Huấn luyện viên của ADHD, Nguyên Chủ tịch CHADD.",,,,,Hình thành tính đàn hồi của áp lực,7:02,Video,
,,,"Không cần biết bạn đang chiến đấu với hội chứng tăng động giảm trí nhớ ADHD như thế nào, hay kể cả bạn không mắc hội chứng ấy mà vẫn gặp khó khăn với việc tổ chức cuộc sống, tôi đảm bảo bạn sẽ học được ít nhất một chiến thuật CHỦ ĐẠO từ lớp học này để giúp cuộc sống của bạn trở nên tốt hơn (xem những giấy chứng nhận ở trên để có thêm bằng chứng!)",,,,,"Sức mạnh của trí tuệ, và cuộc chiến A.D.D",5:36,Video,
,,,Tôi sẽ đích thân trả lời bất cứ câu hỏi nào bạn có thể gặp phải khi xem qua tài liệu học tập. Hãy đăng kí ngay thôi nào!,,,,,Mẹo cho bạn khi bị căng thẳng: Hãy bình tâm nào...,6:05,Video,
,,,"Hẹn gặp lại bạn,",,,,,ADHD và áp lực: các công cụ và mẹo nhỏ đành cho bạn.,6:43,Video,
,,,Tudemy,,,,,Liều thuốc tinh thần và thể chất đánh đuổi sự lo lắng,7:07,Video,
,,,,,,,,Tài liệu,2 trang,Document,
,,,,,,,,Câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,Phần 7: Giấc ngủ: Yếu tố thứ hai điều trị thành công ADHD,,,,
,,,,,,,,Mối liên hệ giữa ADHD và giấc ngủ,2:15,Video,
,,,,,,,,Tạo ra một giấc ngủ đêm hoàn hảo,6:49,Video,
,,,,,,,,Tài liệu,3 trang,Document,
,,,,,,,,Câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,Phần 8: Hãy thư giãn theo cách riêng của bạn,,,,
,,,,,,,,Điều khiển cảm xúc và giữ cho tâm hồn bạn luôn thanh thản,7:15,Video,
,,,,,,,,Tài liệu,3 trang,Document,
,,,,,,,,Câu hỏi trắc nghiệm,2 câu hỏi,Quiz,
,,,,,,,Phần 9: Bonus,,,,
,,,,,,,,Slide,25 slides,Document,
,,,,,,,,Những blog hay viết về ADHD,Văn bản,Text,
,,,,,,,,Gợi ý đọc thêm,Văn bản,Text,
,,,,,,,,"Hướng dẫn dinh dưỡng cho ADHD - Ăn ngon hơn, nghĩ thoáng hơn",21 trang,Document,
,,,,,,,,Sách hướng dẫn miễn phí - Thuần hóa hội chứng ADHD trên não của bạn,Văn bản,Text,
,,,,,,,,Phần bonus đáng giá hơn 500 USD,Văn bản,Text,
