Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,,Chương 9: Thảo luận có hướng dẫn,12:02,,
,,,,,,,,Chương 9: Các câu luyện phần đọc có hướng dẫn,4:42,,
,,,,,,,"Phần 11: Chia động từ tác động mẫu  4, động từ ngôi thứ 3",,,,
,,,,,,,,Bài 1: Chia động từ gốc -i ngôi thứ 3 và 4,24:11:00,,
,,,,,,,,Bài 2: Trang ôn tập,2 trang,,
,,,,,,,,Bài 3: Trang từ vựng,3 trang,,
,,,,,,,,Chương 10: Thảo luận có hướng dẫn,2:02,,
,,,,,,,,Chương 10: Các câu luyện phần đọc có hướng dẫn,4:59,,
,,,,,,,"Phần 12: Đại từ chỉ thị và các đuôi chia theo Is: idem, eadem",,,,
,,,,,,,,Bài 1: Các đại từ chỉ thị,41:09:00,,
,,,,,,,,Bài 2: Phần ôn tập,2 trang,,
,,,,,,,,Bài 3: Phần từ vựng,3 trang,,
,,,,,,,,Chương 11: Thảo luận có hướng dẫn,52:00:00,,
,,,,,,,,Chương 11: Các câu tự luyện phần đọc có hướng dẫn,5:05,,
,,,,,,,Phần 13: Thì hoàn thành (Chủ động),,,,
,,,,,,,,Bài 1: Thì hoàn thành chủ động,43:58:00,,
,,,,,,,,Bài 2: Động từ khiếm khuyết,6:56,,
,,,,,,,,Bài 3: Trang ôn tập, 4 trang,,
,,,,,,,,Bài 4: Trang từ vựng,3 trang,,
,,,,,,,,Bài 5: Trang tóm tắt để tải,3 trang,,
,,,,,,,,Chương 12: Thảo luận có hướng dẫn,30:03:00,,
,,,,,,,,Chương 12: Các câu tự luyện phần đọc có hướng dẫn,8:25,,
,,,,,,,Phần 14: Đại từ vô định và tính từ sở hữu,,,,
,,,,,,,,Bài 1: Đại từ và tính từ sở hữu vô định,27:41:00,,
,,,,,,,,Bài 2: Trang ôn tập ,5 trang,,
,,,,,,,,Bài 3: Trang từ vựng,3 trang,,
,,,,,,,,Chương 13: Thảo luận có hướng dẫn,12:51,,
,,,,,,,,Chương 14: Luyện đọc các câu có hướng dẫn,5:21,,
,,,,,,,"Phần 15: Danh từ gốc -i ngôi thứ 3, các nghĩa và hình thái của Văn biểu Latin",,,,
,,,,,,,,Bài 1: Gốc ngôi số 3 và Các văn biểu,22:53,,
,,,,,,,,Bài 2: Trang ôn tập,2 trang,,
,,,,,,,,Bài 3 : Trang từ vựng,3 trang,,
,,,,,,,,Chương 14: Tự thảo luạn có hướng dẫn,21:59,,
,,,,,,,,Chương 14: Các câu tự đọc có hướng dẫn,3:42,,
,,,,,,,"Phần 16: Số thứ tự và số đếm, sở hữu cách, văn biểu latin",,,,
,,,,,,,,Bài 1: Số đếm ,28:29:00,,
,,,,,,,,Bài 2: Trang ôn tập,6 trang,,
,,,,,,,,Bài 3: Trang từ vựng,3 trang,,
,,,,,,,,Chương 15: Tự thảo luận có hướng dẫn,8:31,,
,,,,,,,,Chương 15: Các câu luyện tập có hướng dẫn cho phần Đọc,5:52,,
,,,,,,,Phần 17: Tổng kết khóa học và Ôn tập,,,,
,,,,,,,,Ôn tập gì và Ôn tập như thế nào,5:54,,
,,,,,,,,Các chương 1-15 : Sách giáo trình,52 trang,,
,,,,,,,,Thi hết khóa!,8 trang ,,
