Alias,Title,Subtitle,Description,Requirement,Benefit,Audience,Section,Lecture,Duration / format,Type,Link
,,,,,,,Phần 3: Thực hành Gamification: Các mô hình và ví dụ quan trọng ,,,,
,,,,,,,,Các ví dụ về Gamification - Marketing,8:45,Video,
,,,,,,,,Bonus: Susan Bonds và The Dark Knight,33:59,Video,
,,,,,,,,Các ví dụ về Gamification  -  Nhân sự và Doanh nghiệp,11:21,Video,
,,,,,,,,Bonus: JP Rangaswami và Doanh nghiệp tương lai,23:10,Video,
,,,,,,,,Các ví dụ về Gamification - Khởi nghiệp và sản phẩm,5:53,Video,
,,,,,,,,Bonus: Dan Porter về Draw Something,24:41,Video,
,,,,,,,,Bonus: Klout's Chris Makarsky về Influence,17:35,Video,
,,,,,,,,"Các ví dụ về Gamification - Social Change, Social Good",13:59,Video,
,,,,,,,,Bonus: Kevin Richardson - Speed Camera Lottery,26:04,Video,
,,,,,,,,Bonus: Sam Skey - Recyclebank Games for Good,19:55,Video,
,,,,,,,,Bonus: Jane McGonigal tại GSummit,48:50,Video,
,,,,,,,,Hiểu sâu hơn về các ví dụ,Text,Text,
,,,,,,,,Tìm hiểu về các ví dụ Gamification ,4 câu hỏi,Quiz,
,,,,,,,Phần 4: Gamification khác biệt như thế nào?,,,,
,,,,,,,,Sự khác biệt với các loại game khác,4:48,Video,
,,,,,,,,"Gamification khác biệt theo độ tuổi, địa lý và giới tính như thế nào?",5:29,Video,
,,,,,,,,"Phản ánh: Tuổi, Giới tính, Địa lý",Text,Document,
,,,,,,,,Sự khác nhau trong Gamification,4 câu hỏi,Quiz,
,,,,,,,Phần 5: Các loại hình Gamification,,,Video,
,,,,,,,,Bài giảng tặng thêm: Một phân loại của Gamification,15:26,Video,
,,,,,,,,Sách tặng thêm: Trích đoạn về cách mạng Gamification,12 trang,Document,
,,,,,,,Phần 6: Chứng nhận tham gia khóa học,,,,
,,,,,,,,Chứng nhận tham gia khóa học,Text,Document,
,,,,,,,,Tổng kết - Thiết kế Gamification Level 1,8:36,Video,
